measurement,own_rate_2534,interpretation
production_whole_nodes,0.49221607150223906,unchanged model age_to_index aggregation
cells_start_at_node,0.486872732863921,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.492466106760217,diagnostic uniform density within each four-year cell
