year,acs_ownership_percent,model_ownership_percent,acs_recorded_rooms,model_room_units
2007,67.21977325230259,55.974963601258054,5.631666895122271,6.759865958150479
2011,64.6333574941319,57.73417774745682,5.868336505592564,6.666202526227931
2015,63.014690740192904,58.020944909459736,5.884624741088882,6.491381759048248
2019,64.035613483544,57.80419562076607,5.906179654077816,6.302714824205465
2023,65.16948192981509,56.00770826867297,5.913991426745898,6.108377995897918
