year,housing_services_per_household,ownership_percent,households_initial100
2007,6.759865958150479,55.974963601258054,99.999999999974
2011,6.666202526227931,57.73417774745682,102.96091729798785
2015,6.491381759048248,58.020944909459736,106.78559129607403
2019,6.302714824205465,57.80419562076607,110.1383158014664
2023,6.108377995897918,56.00770826867297,112.92476712475764
