moment,target,model,gap,weight,loss_contribution
initial_normalization,2.1,2.100000662764189,6.627641888634628e-07,,
cps_childlessness,0.19827875100684264,0.18187518548306447,-0.01640356552377817,35532.3042455214,9.560924475438513
cps_exactly_one,0.21365532522014702,0.23183421521264277,0.018178889992495756,26952.820824310795,8.907153718200423
nchs_mean_age,25.976263860992496,26.542141129659427,0.5658772686669309,139.82806784479274,44.77533603390471
nchs_share30,0.2492780130410667,0.25709735587569355,0.007819342834626847,13866.065434728798,0.8478006695372504
wealth_earnings,6.92658379107299,5.357073031321118,-1.5695107597518723,7.595098472533724,18.709492343396573
bequest_wealth,0.007291023472616158,0.007244912092476432,-4.611138013972584e-05,5165289.256198346,0.010982744723090404
old_dispersion,3.51593508651872,3.5212396446226273,0.0053045581039072864,10.616361531535473,0.00029872675506683016
mean_rooms,5.607885960068579,6.710833538316024,1.102947578247445,128.02070205233477,155.73633403553478
ownership_30_55,0.6762604168538028,0.6452352071447996,-0.031025209709003132,2339.3623724673616,2.251785154643857
first_birth_rooms,1.465,0.9240366429497149,-0.5409633570502852,137.5652749002964,40.25728826496171
family_rooms,0.38509964969278165,0.24469906285963283,-0.14040058683314882,280.52808370152104,5.529860696702958
recent_parent_ownership,0.12760836356692162,0.11381922174558234,-0.013789141821339279,27055.822957508266,5.144405869828788
