arm,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
B21,-2,-1,321789,34574,102392,Wp2,.428453911844845,.121902112607364,6.117767617846445,24032,1968 1969 1970 1977,0,none,412.956
