coefficient,estimate,standard_error
Wleft,.1572177233443799,.19628192
Wm2,-.2444479144236366,.17876415
Wm1,-.1558177966650621,.14159562
Wp1,.0711458430675472,.11264078
Wp2,.428453911844845,.12190212
Wp3,.6449714803330707,.12646495
Wp4,.9507763201081942,.13171732
Wp5,.9696162112063536,.13742441
Wp6,.9117140796821273,.14154793
Wright,1.063387756369832,.14006306
