moment,estimate,standard_error,contrast_start_time,contrast_end_time,regression_omitted_time,component_l3,component_f1,covariance_l3_f1,input_observations,input_individuals,treated_individuals,never_treated_observations,estimation_observations,estimation_individuals,estimation_household_years,est_never_obs,est_confirmed_never_ids,excl_multi_fu_hhyears,excl_multi_fu_women,excl_untimed_parent_ids,excl_unknown_history_ids,excl_bad_room_gap_rows,pre_event_mean_rooms,max_women_before_dedup,runtime_seconds,estimator,sample,fixed_effects,clustering,weighting,control_group,rooms_alignment,source_file,fertility_timing,single_fu_only,status
housing_increment_0to1,.7202462623815278,.0852600513385958,-1,3,-2,1.201745087898878,.4814988255173503,.0047806126996336,49872,4527,2486,16418,49457,4112,49457,16031,1654,7338,11368,96,1296,0,4.792846924194579,2,511.832,eventstudyinteract,"current women age 18+, ref/spouse, positive IW, single-FID dwelling, one woman per HH-year",person and survey-year fixed effects; age and education controls,individual ID,PSID longitudinal pweight IW,confirmed zero-child women from full relationship history,ACTUALROOMS_ shifted forward one observed interview within individual,PSID/PSIDSHELF_MOBILITY.dta,first biological child across RELCHI1-20 TYPE/BYEAR records,1,corrected_primary_target
