gap,loss_contribution,model,moment,target,weight
-0.13775278556123038,27.05458061777285,1.7802472144387695,tfr,1.918,1425.7389910084596
-0.07362979492407498,93.14276883297966,0.11437020507592502,childless_rate,0.188,17180.743822072007
-0.2907386618914707,1.3524635122950865,25.01982213747053,mean_age_first_birth,25.310560799362,16.0
0.024918877977957166,9.702351245004978,0.29498125482929916,share_first_births_age30plus,0.270062376851342,15625.0
0.030640663448890493,0.8506508058892001,0.6950756634488905,housing_increment_0to1,0.664435,906.0558911497827
-0.018260530887671267,0.9865079125903634,0.3494390279223287,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,2958.514988007638
-0.007150432442087157,0.7275402609862648,0.16051123755791286,own_family_gap,0.16766167,14229.590955975675
-0.014280802070267273,0.24632971028506345,0.5611911979297327,own_rate,0.575472,1207.8460856134493
0.22102616228518546,0.5849195219362502,6.000996644227153,aggregate_mean_occupied_rooms_18_85,5.779970481941968,11.973159013172177
-1.1857002174254392,8.839740168365767,5.687399782574561,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,6.287669427540395
-0.0001489171805531854,0.11454714185903933,0.008651082819446815,annual_bequest_flow_to_aggregate_wealth,0.0088,5165289.256198346
-1.361491027301207,105.58392694463203,2.086619727144313,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,56.95977216091135
