moment,target,model,gap,weight,loss_contribution,descriptive_fixed_psi
initial_normalization,2.1,2.1000003006699965,3.006699964558379e-07,,,True
cps_childlessness,0.19827875100684264,0.18317246711244764,-0.015106283894395,35532.3042455214,8.10846518777131,True
cps_exactly_one,0.21365532522014702,0.23113642604688348,0.017481100826736456,26952.820824310795,8.236482493345537,True
nchs_mean_age,25.976263860992496,26.342496515236437,0.3662326542439409,139.82806784479274,18.754629351203626,True
nchs_share30,0.2492780130410667,0.24714298712947536,-0.002135025911591343,13866.065434728798,0.0632061803016025,True
wealth_earnings,6.92658379107299,6.045079342295867,-0.8815044487771235,7.595098472533724,5.901771976050779,True
bequest_wealth,0.007291023472616158,0.00690432512341014,-0.0003866983492060178,5165289.256198346,0.7723946966872896,True
old_dispersion,3.51593508651872,2.9578997891224694,-0.5580352973962506,10.616361531535473,3.305971003722407,True
mean_rooms,5.607885960068579,6.543580283085093,0.9356943230165138,128.02070205233477,112.08518000493937,True
ownership_30_55,0.6762604168538028,0.7567641085781257,0.08050369172432292,2339.3623724673616,15.16104348730065,True
first_birth_rooms,1.465,0.7888521330951974,-0.6761478669048027,137.5652749002964,62.89153357775391,True
family_rooms,0.38509964969278165,0.22018546010998818,-0.16491418958279347,280.52808370152104,7.629435307894982,True
recent_parent_ownership,0.12760836356692162,0.09037868971349494,-0.03722967385342668,27055.822957508266,37.50068594423062,True
