age_node,mass,owner_rate,mean_rooms,mean_liquid_wealth,childless_rate,pre_fertility_mass
18.0,0.06173345618081533,0.23024795151634336,4.819925541580597,-0.9495360002142053,0.7516579556035867,0.06173345618081595
22.0,0.06173345618079956,0.3696643298535872,5.543308352697166,-1.0164836906975512,0.5430496200012388,0.06173345618081532
26.0,0.06173345618078045,0.505746719806257,6.314339558681698,-1.3817230220740948,0.3745770181046639,0.061733456180799555
30.0,0.06173345618076297,0.5963446806193068,6.775191313425253,-1.0623631373823657,0.2689753052583594,0.06173345618077742
34.0,0.06173345618075404,0.6820745347504511,7.177594623645565,-0.9154080238597979,0.2108691309784227,0.06173345618076238
38.0,0.06173345618074817,0.7414715517327727,7.406754430236047,-0.243638316998587,0.18370433234030972,0.06173345618075304
42.0,0.06173345618073728,0.7874086172310124,7.53085136227947,0.4046417929793807,0.16926724304404847,0.061733456180742344
46.0,0.061733456180734995,0.8216032678708699,7.551156420119493,1.0626314006174726,0.16926724304403587,0.06173345618073694
50.0,0.0617334561807287,0.8513027497200387,7.526732400796021,1.7011659611757985,0.16926724304401922,0.06173345618073401
54.0,0.06173345618072403,0.8775226076669654,7.462491739767699,2.3827412131236376,0.16926724304401497,0.0617334561807287
58.0,0.06173345618072222,0.9001210291947814,7.355617744162332,3.13531682926006,0.16926724304400861,0.06173345618072366
62.0,0.06173345618071827,0.9322092903908187,7.212263955383608,3.7747887688643167,0.1692672430440063,0.0617334561807191
66.0,0.061733456180717475,0.9448724097647261,7.041928453984699,4.6139621178561105,0.16926724304399648,0.06173345618071821
70.0,0.057975512682513934,0.9618844497713256,6.83913934103882,2.9087067562205067,0.1692672430439965,0.057975512682513934
74.0,0.05325037124766646,0.9657238154700952,6.645172098480043,1.2994270463942603,0.1692672430439966,0.05325037124766648
78.0,0.04712403280204001,0.9690176564759144,6.502183630660748,-0.2382556723799649,0.16926724304399657,0.04712403280204002
82.0,0.03911515291795743,0.965729804945774,6.404947893187331,-1.661341171612494,0.1692672430439965,0.03911515291795743
