measurement,own_rate_2534,interpretation
production_whole_nodes,0.3597231013113431,unchanged model age_to_index aggregation
cells_start_at_node,0.3132043781536851,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.36018177390356804,diagnostic uniform density within each four-year cell
