case,entry_flow,mature_cityborn_flow,births_per_normalized_household
rebated_tax1_baseline,0.061733456180749574,0.04862466906555973,0.10263065741393732
rebated_tax2,0.06173345618074828,0.048716829451319055,0.10282243109504416
rebated_tax2_grant0p4_Hge6,0.061733456180749005,0.04886530959771108,0.10313486315221584
