period,calendar_year,psi_child,asset_price,renter_price,housing_demand,housing_supply,relative_market_residual,adult_population,property_tax_revenue,equal_transfer_period_units,equal_transfer_outlays,government_budget_residual,scaled_government_budget_residual,implied_equal_transfer,entry_flow_E,birth_children,birth_children_topcode_adjusted,effective_mature_entrant_flow_B,raw_state_scheduled_mature_entrant_flow_B,entrant_flow_next,queue_B_over_current_E,owner_rate,adult_deaths,model_state_same_period_mature_flow_B,mass_accounting_residual,policy_reproduction_max_abs,feasibility_frontier_projection_mass,minimum_distribution_mass,nonfinite_distribution_count,payroll_tax_base_period,retiree_benefit_exposure,worker_household_mass,retiree_household_mass,payroll_tax_rate,pension_period_units,payroll_tax_revenue,pension_outlays,pension_budget_residual,scaled_pension_budget_residual,implied_balanced_pension_period,implied_balanced_payroll_tax,historical_conditioning_scope,historical_outside_flow,historical_retained_due_entry,historical_next_bridge_year,historical_bridge_audit,historical_bridge_net_residual,resident_persons,household_heads,persons_per_household_head,births_per_household_head,next_resident_persons,next_household_heads,annual_net_migration_over_period,new_heads_from_nonheads_over_period,head_dissolutions_over_period,net_migrant_heads_over_period,household_bridge_added_mass,household_bridge_removed_mass,household_person_head_gap,person_identity_max_abs,head_identity_max_abs,raw_household_exit_mass,raw_household_mass_residual
0,2019,0.10239514522037683,0.7220812131647826,0.0736921064908351,6.81580321674397,6.816189284910792,5.663988347225558e-05,0.9999999999996133,0.19686253821755653,0.0,0.0,0.19686253821755653,1.0,0.19686253821763267,0.061733456053791345,0.09145967066406929,0.10134663500556881,0.05160445001950113,0.04671720315650904,0.05331623113609996,0.8359235545558259,0.5230642614969747,0.061733456143912804,0.04569328037860565,0.0,0.0,0.0,0.0,0,2.9632058914129855,0.2591985262098568,0.7408014737897568,0.2591985262098568,0.179,2.046361382850233,0.5304138545629243,0.5304138545275449,3.5379477125729863e-11,6.670164593434976e-11,2.0463613829867286,0.17899999998806038,Conditional historical PF evaluation; supplied terminal boundary,0.010432954082189883,0.04288327705391008,2023,"{'year': 2023, 'hh3_published_total_thousands': 131434.0, 'acs_age_18_85_share_of_all_heads': 0.975333111777626, 'hh3_total_for_model_ages_thousands': 128191.9322133805, 'acs_age_source': '/scratch/td2248/projects/Fertility_Spring26_candidate_path_20260911a/code/data/Spatial_aggregate_withmicrodata/raw_data/extract27.dta', 'acs_age_source_sha256': 'edb1afe53d4b6e6c5c5b8075bb83b81e1569c3cd9b619fe030af2fba0d33324e', 'acs_source_receipt': {'sample': 202301, 'head_records_all_ages': 1342971, 'head_weight_all_ages': 131325888.0, 'age_18_85_share_of_all_heads': 0.975333111777626}, 'acs_age_normalization': 'shares conditional on household-head age 18--85', 'model_mass_before_bridge': 0.9915827749922065, 'model_target_mass': 1.1292476712477697, 'model_mass_after_bridge': 1.129247671247768, 'net_residual': 0.13766489625556144, 'absolute_group_residual': 0.29079314560082975, 'maximum_absolute_target_gap': 9.71445146547012e-17, 'groups': [{'model_age': 18.0, 'closed_integer_age_bin': [18, 21], 'acs_share_conditional_18_85': 0.01269617145483895, 'mass_before_bridge': 0.053316231136099956, 'target_mass': 0.014337122049139292, 'mass_after_bridge': 0.0143371220491393, 'net_residual': -0.03897910908696066, 'multiplicative_factor': 0.2689072678926053, 'target_gap': 6.938893903907228e-18}, {'model_age': 22.0, 'closed_integer_age_bin': [22, 25], 'acs_share_conditional_18_85': 0.03962038556026601, 'mass_before_bridge': 0.06173345605379131, 'target_mass': 0.044741228127869154, 'mass_after_bridge': 0.04474122812786918, 'net_residual': -0.01699222792592213, 'multiplicative_factor': 0.7247484749417558, 'target_gap': 2.7755575615628914e-17}, {'model_age': 26.0, 'closed_integer_age_bin': [26, 29], 'acs_share_conditional_18_85': 0.05765140549135367, 'mass_before_bridge': 0.061733456151031665, 'target_mass': 0.06510271539527202, 'mass_after_bridge': 0.06510271539527193, 'net_residual': 0.0033692592442402663, 'multiplicative_factor': 1.0545775249647034, 'target_gap': -8.326672684688674e-17}, {'model_age': 30.0, 'closed_integer_age_bin': [30, 33], 'acs_share_conditional_18_85': 0.06890576989592977, 'mass_before_bridge': 0.06173345617514019, 'target_mass': 0.07781168019051336, 'mass_after_bridge': 0.07781168019051335, 'net_residual': 0.016078224015373156, 'multiplicative_factor': 1.2604458750820402, 'target_gap': -1.3877787807814457e-17}, {'model_age': 34.0, 'closed_integer_age_bin': [34, 37], 'acs_share_conditional_18_85': 0.07222893075363992, 'mass_before_bridge': 0.061733456124134764, 'target_mass': 0.0815643518502643, 'mass_after_bridge': 0.08156435185026431, 'net_residual': 0.019830895726129547, 'multiplicative_factor': 1.321234173026911, 'target_gap': 1.3877787807814457e-17}, {'model_age': 38.0, 'closed_integer_age_bin': [38, 41], 'acs_share_conditional_18_85': 0.0733336686796633, 'mass_before_bridge': 0.06173345612379398, 'target_mass': 0.08281187458056528, 'mass_after_bridge': 0.08281187458056528, 'net_residual': 0.021078418456771303, 'multiplicative_factor': 1.3414423844098862, 'target_gap': 0.0}, {'model_age': 42.0, 'closed_integer_age_bin': [42, 45], 'acs_share_conditional_18_85': 0.0721540828893215, 'mass_before_bridge': 0.061733456132016425, 'target_mass': 0.08147983007378486, 'mass_after_bridge': 0.08147983007378484, 'net_residual': 0.019746373941768418, 'multiplicative_factor': 1.3198650323341852, 'target_gap': -1.3877787807814457e-17}, {'model_age': 46.0, 'closed_integer_age_bin': [46, 49], 'acs_share_conditional_18_85': 0.06656022972977625, 'mass_before_bridge': 0.061733456143698275, 'target_mass': 0.0751629844200664, 'mass_after_bridge': 0.0751629844200663, 'net_residual': 0.013429528276368029, 'multiplicative_factor': 1.2175405220324604, 'target_gap': -9.71445146547012e-17}, {'model_age': 50.0, 'closed_integer_age_bin': [50, 53], 'acs_share_conditional_18_85': 0.0714282608125555, 'mass_before_bridge': 0.061733456160887205, 'target_mass': 0.08066019718385663, 'mass_after_bridge': 0.0806601971838566, 'net_residual': 0.018926741022969394, 'multiplicative_factor': 1.3065880674758161, 'target_gap': -2.7755575615628914e-17}, {'model_age': 54.0, 'closed_integer_age_bin': [54, 57], 'acs_share_conditional_18_85': 0.0695918219694791, 'mass_before_bridge': 0.06173345617075762, 'target_mass': 0.07858640289692366, 'mass_after_bridge': 0.0785864028969236, 'net_residual': 0.016852946726165982, 'multiplicative_factor': 1.2729953540840155, 'target_gap': -5.551115123125783e-17}, {'model_age': 58.0, 'closed_integer_age_bin': [58, 61], 'acs_share_conditional_18_85': 0.07656515710357487, 'mass_before_bridge': 0.06173345613541911, 'target_mass': 0.08646102535793154, 'mass_after_bridge': 0.08646102535793151, 'net_residual': 0.024727569222512402, 'multiplicative_factor': 1.4005537802430792, 'target_gap': -2.7755575615628914e-17}, {'model_age': 62.0, 'closed_integer_age_bin': [62, 65], 'acs_share_conditional_18_85': 0.07798978045201599, 'mass_before_bridge': 0.06173345619560727, 'target_mass': 0.08806977795656389, 'mass_after_bridge': 0.08806977795656391, 'net_residual': 0.02633632176095664, 'multiplicative_factor': 1.4266134343346648, 'target_gap': 2.7755575615628914e-17}, {'model_age': 66.0, 'closed_integer_age_bin': [66, 69], 'acs_share_conditional_18_85': 0.07085160357313883, 'mass_before_bridge': 0.061733456223737805, 'target_mass': 0.08000900833913718, 'mass_after_bridge': 0.08000900833913717, 'net_residual': 0.018275552115399364, 'multiplicative_factor': 1.2960396717326843, 'target_gap': -1.3877787807814457e-17}, {'model_age': 70.0, 'closed_integer_age_bin': [70, 73], 'acs_share_conditional_18_85': 0.06165837774909073, 'mass_before_bridge': 0.05797551270548085, 'target_mass': 0.06962757948607601, 'mass_after_bridge': 0.069627579486076, 'net_residual': 0.011652066780595147, 'multiplicative_factor': 1.2009825568906716, 'target_gap': -1.3877787807814457e-17}, {'model_age': 74.0, 'closed_integer_age_bin': [74, 77], 'acs_share_conditional_18_85': 0.05063149245400102, 'mass_before_bridge': 0.05325037130653293, 'target_mass': 0.057175494945479674, 'mass_after_bridge': 0.05717549494547975, 'net_residual': 0.003925123638946822, 'multiplicative_factor': 1.0737107280689553, 'target_gap': 7.632783294297951e-17}, {'model_age': 78.0, 'closed_integer_age_bin': [78, 81], 'acs_share_conditional_18_85': 0.03500355974319133, 'mass_before_bridge': 0.04712403298031216, 'target_mass': 0.03952768832538099, 'mass_after_bridge': 0.03952768832538103, 'net_residual': -0.007596344654931128, 'multiplicative_factor': 0.8388010496023371, 'target_gap': 4.163336342344337e-17}, {'model_age': 82.0, 'closed_integer_age_bin': [82, 85], 'acs_share_conditional_18_85': 0.02312930168816325, 'mass_before_bridge': 0.039115153073764855, 'target_mass': 0.026118710068945457, 'mass_after_bridge': 0.026118710068945467, 'net_residual': -0.012996443004819388, 'multiplicative_factor': 0.6677389199957825, 'target_gap': 1.0408340855860843e-17}]}",0.13766489625556144,,,,,,,,,,,,,,,,,
1,2023,0.10239514522037683,0.7680462455040129,0.12807576052341055,7.086367431151851,7.086413279529116,6.469898869285109e-06,,0.21770631599032386,0.0,0.0,0.21770631599032386,,,,0.09215603618519536,0.10484549100964441,,,,,0.5493233310919553,,0.05444428274870571,,0.0,0.0,0.0,0,3.5465191812321475,0.27245848116487675,0.8567891900825679,0.27245848116487675,0.179,2.3299951273311352,0.6348269334405544,0.6348269335142047,-7.365030807449102e-11,-1.1601635687822159e-10,2.3299951270608177,0.17900000002076694,,,,,,,2.9659779384078715,1.1292476712474433,2.626507907810385,0.09284543477855925,2.9959496910089363,1.167589457399655,0.030247158265398342,0.10020991302946575,0.024184223873099323,0.008378517839008425,0.09690342552042415,0.008601900795612731,0.0,8.881784197001252e-16,0.0,0.04995973857292596,1.5543122344752192e-15
2,2027,0.10239514522037683,0.7672445568587356,0.13583819594208454,7.082180145748849,7.081752384909077,6.0403247179800815e-05,,0.2173505667007524,0.0,0.0,0.2173505667007524,,,,0.09350513730646148,0.10629033103362032,,,,,0.5603303222142033,,0.054550687825632306,,0.0,3.1471328348942485e-21,0.0,0,3.5690020787379533,0.30624568442337785,0.8613437729760656,0.30624568442337785,0.179,2.086074692781984,0.6388513720940936,0.6388513720493064,4.478717396949605e-11,7.010578035183362e-11,2.08607469292823,0.17899999998745106,,,,,,,2.9959496910089363,1.167589457399443,2.5659273231892454,0.09103399346407204,3.0207618390609645,1.1980653417681153,0.031244362387075397,0.10004162434681302,0.029426652662423166,0.008442975131098648,0.09767681552020212,0.007823416655428489,1.1102230246251565e-15,4.440892098500626e-16,2.220446049250313e-16,0.059377514496314454,-6.661338147750939e-16
3,2031,0.10239514522037683,0.758547583791407,0.14571952018830372,7.031164726725535,7.031073142948998,1.3025575851029446e-05,,0.21333892058788093,0.0,0.0,0.21333892058788093,,,,0.09465036558775071,0.10736737012267035,,,,,0.5517227739126158,,0.05465209426337074,,0.0,2.110513273295589e-15,0.0,0,3.5986141119323585,0.32991592731294267,0.8681494144549758,0.32991592731294267,0.179,1.9524729564396484,0.6441519260358921,0.6441519259772293,5.866285235356372e-11,9.106990134233493e-11,1.9524729566174597,0.17899999998369848,,,,,,,3.0207618390609645,1.1980653417679186,2.5213665179591906,0.08961729079336714,3.038901677700692,1.2184540815707863,0.03146933081253334,0.09908142996778713,0.03691029407314938,0.008406009176922344,0.0974950713402743,0.006876507120913457,-2.220446049250313e-16,4.440892098500626e-16,2.220446049250313e-16,0.07022982441668851,-4.440892098500626e-16
4,2035,0.10239514522037683,0.7385280982918965,0.1582971691625941,6.913633698623874,6.913590592824117,6.2349367059619955e-06,,0.20423650990925843,0.0,0.0,0.20423650990925843,,,,0.09595935537144161,0.1085657981129794,,,,,0.52331015063811,,0.054821355060195025,,0.0,1.5251922299596125e-12,0.0,0,3.6631893029334703,0.33683964673579686,0.8816144348348547,0.33683964673579686,0.179,1.9466558991505134,0.6557108852250911,0.655710885386014,-1.609228306165278e-10,-2.4541735420755334e-10,1.9466558986727704,0.17900000004392969,,,,,,,3.038901677700692,1.2184540815706517,2.4940633575484332,0.0891012634411568,3.051469637931806,1.2333711863611587,0.032279695539658926,0.09744727436147613,0.041107659526983954,0.008778237373030334,0.09689389111871329,0.00613487159577749,1.3322676295501878e-15,8.881784197001252e-16,2.220446049250313e-16,0.07584191473256487,2.220446049250313e-16
5,2039,0.10239514522037683,0.7026135054601605,0.1859635574584786,6.699847977080044,6.699830633778183,2.588617952965815e-06,,0.18829614692905497,0.0,0.0,0.18829614692905497,,,,0.09810817158587369,0.11062232486568158,,,,,0.49415319558972876,,0.05515187497290254,,0.0,0.0,0.0,0,3.7196929397967433,0.33937333489062443,0.8939978514703875,0.33937333489062443,0.179,1.961925018646626,0.665825036223617,0.665825036383456,-1.598390308998887e-10,-2.4006161103235484e-10,1.9619250181756431,0.179000000042971,,,,,,,3.051469637931806,1.2333711863610122,2.4740886374482156,0.08969102415313115,3.0605368239281754,1.2423750115082495,0.03296168678453442,0.09511170090500445,0.04577009654701475,0.009106180811354721,0.09538501881431546,0.0051030849109609255,-2.220446049250313e-16,4.440892098500626e-16,4.440892098500626e-16,0.08127810875626212,-2.220446049250313e-15
