nb,nz,max_iter_eq,iterations_completed,accepted,convergence_reason,best_eq_error,final_eq_error,elapsed_sec,bellman_sec,distribution_sec,residual_final_stats_overhead_sec,bellman_sec_per_iter,distribution_sec_per_iter,elapsed_sec_per_iter,p_P,p_C,scale_factor,city_entry_prob_total,outside_entry_prob,outside_entry_flow,tfr_trace_final,own_rate,rho_z,sigma_z,kappa_entry,target_q,tol_eq,P_population_closure
30,7,4,4,False,max_iter,0.05919081102883539,0.05919081102883539,116.24675668799318,14.685094852029579,7.4291474699857645,94.13251436597784,3.6712737130073947,1.8572868674964411,29.061689171998296,0.5059507776275485,0.6061112947086088,1.0000000000000002,0.8999999999999999,0.09999999999999996,0.005591411437854556,1.5853394219337922,0.564126732985,0.95,0.35,1000000.0,0.9,0.0005,outside_option_benchmark_normalized
30,7,60,17,True,strict_tol,0.00022218249381993278,0.00022218249381993278,200.8220312820049,79.81086964299902,36.38331106095575,84.62785057805013,4.6947570378234715,2.1401947682915146,11.813060663647347,0.5195066598297923,0.6004039929449273,1.0000000000000009,0.9000000000000001,0.1,0.005780247614275978,1.5621013375870467,0.5523856822971628,0.95,0.35,1000000.0,0.9,0.0005,outside_option_benchmark_normalized
