case,ok,elapsed_sec,loss,accepted,strict_converged,convergence_reason,iterations_completed,final_eq_error,p_P,p_C,scale_factor,city_entry_prob_total,outside_entry_prob,outside_entry_flow,outside_value,param_beta,param_psi_child,param_c_bar_n,param_h_bar_jump,param_h_bar_n,param_kappa_fert,param_phi,param_E_C,param_r_bar_C,param_theta0,param_theta_n,param_alpha_cons,tfr,childless_rate,mean_age_first_birth,tfr_gradient,own_rate,own_gradient,own_family_gap,prime_childless_renter_median_rooms,prime_childless_owner_median_rooms,housing_increment_0to1,housing_increment_1to2,young_liquid_wealth_to_income,center_share_nonparents,center_share_newparents,migration_rate,old_age_own_rate,old_age_parent_childless_gap,inv_pop_share_C,inv_rent_ratio_C_over_P
fertility_logit_mid,True,102.2126706809795,286.18891931129895,True,True,strict_tol,12,0.0003135937719470013,0.5127092750906637,0.6113229811075691,1.0,0.9000000000000001,0.10000000000000002,0.004360581139327205,-1504136.2230139202,0.9805235878335584,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,4.0,0.8,0.11127541027064872,0.0719341870623939,0.41101999602420053,0.6219978476345638,0.7,1.7338200858141284,0.2825766311578846,34.467965691494484,-0.22843911849866005,0.5619953126165312,-0.03153021334125283,0.3699145585566361,5.681361584322111,6.8,0.6338675010905064,1.4679102245786844,1.3669564364212132,0.31134838719526525,0.3808452714841033,0.03356516719254364,0.7108795490665025,0.29091385427970373,0.4068817677670404,1.192338447552889
fertility_mid_finance_high,True,97.28727810402052,252.09242974968487,True,True,strict_tol,11,0.0002179190927232218,0.5123979935972834,0.6108135601988094,1.0000000000000002,0.8999999999999999,0.09999999999999999,0.004338341896108273,-1504136.1817711582,0.9805235878335584,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,4.0,0.9,0.11127541027064872,0.0719341870623939,0.41101999602420053,0.6219978476345638,0.7,1.7365015899771867,0.2821374795641828,34.46007448811273,-0.23594729119200553,0.5714804993059982,-0.018373367199279178,0.3517355607831889,5.678881193317572,6.8,0.6351912400159021,1.4622239125041396,1.3660605954574354,0.31131790745425697,0.3810197773877464,0.03351626474659075,0.7295302767088395,0.25826250517613836,0.40628286785902407,1.1920686025926852
beta_mid_finance_high,True,126.16618911697879,275.5201425950129,True,True,strict_tol,15,0.00019076568362865802,0.5108262010141362,0.6090681649620968,1.0000000000000004,0.8999999999999999,0.09999999999999999,0.005844342027662342,-1504130.4567452678,0.972,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,3.0417838844424634,0.9,0.11127541027064872,0.0719341870623939,0.41101999602420053,0.6219978476345638,0.7,1.5509807141720673,0.3345616569347788,34.257372592891414,-0.219071366866741,0.5210888910918386,-0.0839584955433158,0.3402399254118381,5.84426722741429,6.8,0.556331095857928,1.486820177927214,1.0968184340554004,0.3262826571177654,0.39866372252023446,0.03425010313079952,0.6659685477231156,0.28751702518014205,0.4114006362168257,1.1923197434918613
fertility_mid_finance_beta_mid,True,121.17981380099081,253.21511032385098,True,True,strict_tol,12,0.0002503040215296217,0.5115793663736055,0.6082067569578633,1.0000000000000002,0.8999999999999999,0.1,0.004440361831364446,-1504128.942300283,0.972,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,4.0,0.9,0.11127541027064872,0.0719341870623939,0.41101999602420053,0.6219978476345638,0.7,1.7217706443929017,0.26683213820494056,33.93742955021171,-0.20373687754607483,0.5058369955041808,-0.06056720599566928,0.32449056584734304,5.8278449731282285,6.8,0.613564692045192,1.476282029840351,1.2093212573775998,0.3210730819807562,0.38760891362757804,0.03427777652518037,0.665746438568613,0.2888399014880508,0.4097453301884283,1.1888805470580515
center_mild,True,166.21291675898829,312.462847291538,True,True,strict_tol,20,0.00047260189587564077,0.4715231606524495,0.6137225180057354,1.0,0.9,0.09999999999999998,0.005343474921837982,-1504131.5643355362,0.9805235878335584,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,3.0417838844424634,0.8,0.25,0.055,0.41101999602420053,0.6219978476345638,0.7,1.6139456717721963,0.33227168628634524,34.62029270525319,-0.3342810160486407,0.6277971097238352,-0.1676602192291794,0.31089495991817057,5.861971725144189,6.8,0.5863937722302355,1.3903860729935102,1.0913018754132175,0.36014895727814095,0.48077812604730347,0.03433626270339847,0.7717962764458982,0.2555255026991562,0.5017340350531184,1.3015744913919471
alpha_cons_high,True,114.07649340000353,206.9526567793768,True,True,strict_tol,11,0.00026968712435026235,0.46627424510167637,0.5532960889863935,1.0000000000000002,0.9,0.09999999999999999,0.006475340382148571,-1504147.8080122764,0.9805235878335584,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,3.0417838844424634,0.8,0.11127541027064872,0.0719341870623939,0.41101999602420053,0.6219978476345638,0.8,1.4756763474976922,0.3850255543218736,34.80821922921576,-0.22433636501010024,0.6418591195766897,-0.06172828316181245,0.2642023447293028,5.0446488527553015,5.4,0.6286771724983753,1.4075983237438923,1.257588028338861,0.34622580350374427,0.42851725232288235,0.03390112490869038,0.717967801874033,0.21142155665461115,0.43559861752412177,1.1866323194963107
alpha_high_fertility_mid_finance,True,107.72640849198797,166.7224914373928,True,True,strict_tol,16,0.00041013185652335614,0.4671389216095101,0.5522249013498348,0.9999999999999996,0.9,0.09999999999999996,0.004853356989326867,-1504146.3877423254,0.9805235878335584,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,4.0,0.9,0.11127541027064872,0.0719341870623939,0.41101999602420053,0.6219978476345638,0.8,1.6732819984363028,0.30960041250680087,34.44541290012637,-0.25075885263219466,0.6440202700952367,0.046137909841773905,0.184065959739949,5.0917400590493065,5.4,0.6931391258078756,1.3751475866919396,1.3224084342480429,0.3422206902602284,0.4176766070902395,0.03377567601853779,0.7267940470714969,0.199094024217633,0.431144496823522,1.182142775530594
