case,moment,target,baseline,model,baseline_gap,model_gap,abs_gap_improvement
fertility_logit_mid,tfr,1.7,1.5577399532013758,1.7338200858141284,-0.14226004679862414,0.03382008581412843,0.10843996098449571
fertility_logit_mid,childless_rate,0.15,0.3506682481240308,0.2825766311578846,0.2006682481240308,0.13257663115788462,0.06809161696614618
fertility_logit_mid,mean_age_first_birth,26.0,34.792929270511685,34.467965691494484,8.792929270511685,8.467965691494484,0.32496357901720074
fertility_logit_mid,tfr_gradient,0.133,-0.23928484835171626,-0.22843911849866005,-0.37228484835171627,-0.36143911849866006,0.010845729853056207
fertility_logit_mid,own_rate,0.627,0.574877824481063,0.5619953126165312,-0.05212217551893705,-0.06500468738346876,-0.01288251186453171
fertility_logit_mid,own_gradient,0.17,-0.08189595715302245,-0.03153021334125283,-0.2518959571530225,-0.20153021334125285,0.05036574381176964
fertility_logit_mid,own_family_gap,0.11,0.38261844706131304,0.3699145585566361,0.27261844706131305,0.2599145585566361,0.012703888504676963
fertility_logit_mid,prime_childless_renter_median_rooms,4.0,5.766935898924492,5.681361584322111,1.7669358989244923,1.6813615843221106,0.08557431460238174
fertility_logit_mid,prime_childless_owner_median_rooms,6.0,6.8,6.8,0.7999999999999998,0.7999999999999998,0.0
fertility_logit_mid,housing_increment_0to1,0.66443467,0.5914008904712746,0.6338675010905064,-0.07303377952872536,-0.030567168909493625,0.04246661061923174
fertility_logit_mid,housing_increment_1to2,0.56581378,1.492481719454366,1.4679102245786844,0.926667939454366,0.9020964445786843,0.024571494875681665
fertility_logit_mid,young_liquid_wealth_to_income,0.6,1.2146623524737923,1.3669564364212132,0.6146623524737923,0.7669564364212133,-0.15229408394742094
fertility_logit_mid,center_share_nonparents,0.494,0.31623927787718165,0.31134838719526525,-0.17776072212281835,-0.18265161280473474,-0.004890890681916393
fertility_logit_mid,center_share_newparents,0.416,0.3926828644689537,0.3808452714841033,-0.023317135531046307,-0.03515472851589668,-0.011837592984850376
fertility_logit_mid,migration_rate,0.032,0.03350458536257135,0.03356516719254364,0.0015045853625713507,0.00156516719254364,-6.0581829972289336e-05
fertility_logit_mid,old_age_own_rate,0.863,0.7089408305733089,0.7108795490665025,-0.15405916942669107,-0.15212045093349746,0.001938718493193603
fertility_logit_mid,old_age_parent_childless_gap,0.07,0.29081668424259,0.29091385427970373,0.22081668424259,0.22091385427970373,-9.717003711373629e-05
fertility_logit_mid,inv_pop_share_C,0.45,0.40904444539737816,0.4068817677670404,-0.040955554602621846,-0.04311823223295963,-0.0021626776303377837
fertility_logit_mid,inv_rent_ratio_C_over_P,1.14,1.1963150217419762,1.192338447552889,0.056315021741976334,0.05233844755288919,0.003976574189087145
fertility_mid_finance_high,tfr,1.7,1.5577399532013758,1.7365015899771867,-0.14226004679862414,0.03650158997718678,0.10575845682143736
fertility_mid_finance_high,childless_rate,0.15,0.3506682481240308,0.2821374795641828,0.2006682481240308,0.13213747956418279,0.06853076855984802
fertility_mid_finance_high,mean_age_first_birth,26.0,34.792929270511685,34.46007448811273,8.792929270511685,8.460074488112731,0.33285478239895383
fertility_mid_finance_high,tfr_gradient,0.133,-0.23928484835171626,-0.23594729119200553,-0.37228484835171627,-0.36894729119200553,0.0033375571597107356
fertility_mid_finance_high,own_rate,0.627,0.574877824481063,0.5714804993059982,-0.05212217551893705,-0.0555195006940018,-0.003397325175064747
fertility_mid_finance_high,own_gradient,0.17,-0.08189595715302245,-0.018373367199279178,-0.2518959571530225,-0.1883733671992792,0.0635225899537433
fertility_mid_finance_high,own_family_gap,0.11,0.38261844706131304,0.3517355607831889,0.27261844706131305,0.24173556078318892,0.030882886278124133
fertility_mid_finance_high,prime_childless_renter_median_rooms,4.0,5.766935898924492,5.678881193317572,1.7669358989244923,1.6788811933175722,0.08805470560692008
fertility_mid_finance_high,prime_childless_owner_median_rooms,6.0,6.8,6.8,0.7999999999999998,0.7999999999999998,0.0
fertility_mid_finance_high,housing_increment_0to1,0.66443467,0.5914008904712746,0.6351912400159021,-0.07303377952872536,-0.0292434299840979,0.04379034954462746
fertility_mid_finance_high,housing_increment_1to2,0.56581378,1.492481719454366,1.4622239125041396,0.926667939454366,0.8964101325041396,0.030257806950226396
fertility_mid_finance_high,young_liquid_wealth_to_income,0.6,1.2146623524737923,1.3660605954574354,0.6146623524737923,0.7660605954574354,-0.15139824298364313
fertility_mid_finance_high,center_share_nonparents,0.494,0.31623927787718165,0.31131790745425697,-0.17776072212281835,-0.18268209254574302,-0.004921370422924676
fertility_mid_finance_high,center_share_newparents,0.416,0.3926828644689537,0.3810197773877464,-0.023317135531046307,-0.034980222612253586,-0.01166308708120728
fertility_mid_finance_high,migration_rate,0.032,0.03350458536257135,0.03351626474659075,0.0015045853625713507,0.0015162647465907508,-1.1679384019400163e-05
fertility_mid_finance_high,old_age_own_rate,0.863,0.7089408305733089,0.7295302767088395,-0.15405916942669107,-0.13346972329116047,0.020589446135530598
fertility_mid_finance_high,old_age_parent_childless_gap,0.07,0.29081668424259,0.25826250517613836,0.22081668424259,0.18826250517613835,0.03255417906645164
fertility_mid_finance_high,inv_pop_share_C,0.45,0.40904444539737816,0.40628286785902407,-0.040955554602621846,-0.043717132140975945,-0.0027615775383540986
fertility_mid_finance_high,inv_rent_ratio_C_over_P,1.14,1.1963150217419762,1.1920686025926852,0.056315021741976334,0.05206860259268531,0.004246419149291025
beta_mid_finance_high,tfr,1.7,1.5577399532013758,1.5509807141720673,-0.14226004679862414,-0.14901928582793267,-0.006759239029308528
beta_mid_finance_high,childless_rate,0.15,0.3506682481240308,0.3345616569347788,0.2006682481240308,0.1845616569347788,0.016106591189252006
beta_mid_finance_high,mean_age_first_birth,26.0,34.792929270511685,34.257372592891414,8.792929270511685,8.257372592891414,0.5355566776202707
beta_mid_finance_high,tfr_gradient,0.133,-0.23928484835171626,-0.219071366866741,-0.37228484835171627,-0.352071366866741,0.02021348148497526
beta_mid_finance_high,own_rate,0.627,0.574877824481063,0.5210888910918386,-0.05212217551893705,-0.10591110890816136,-0.0537889333892243
beta_mid_finance_high,own_gradient,0.17,-0.08189595715302245,-0.0839584955433158,-0.2518959571530225,-0.25395849554331584,-0.002062538390293356
beta_mid_finance_high,own_family_gap,0.11,0.38261844706131304,0.3402399254118381,0.27261844706131305,0.23023992541183813,0.04237852164947492
beta_mid_finance_high,prime_childless_renter_median_rooms,4.0,5.766935898924492,5.84426722741429,1.7669358989244923,1.8442672274142904,-0.07733132848979807
beta_mid_finance_high,prime_childless_owner_median_rooms,6.0,6.8,6.8,0.7999999999999998,0.7999999999999998,0.0
beta_mid_finance_high,housing_increment_0to1,0.66443467,0.5914008904712746,0.556331095857928,-0.07303377952872536,-0.10810357414207206,-0.035069794613346694
beta_mid_finance_high,housing_increment_1to2,0.56581378,1.492481719454366,1.486820177927214,0.926667939454366,0.9210063979272141,0.005661541527151925
beta_mid_finance_high,young_liquid_wealth_to_income,0.6,1.2146623524737923,1.0968184340554004,0.6146623524737923,0.4968184340554004,0.11784391841839192
beta_mid_finance_high,center_share_nonparents,0.494,0.31623927787718165,0.3262826571177654,-0.17776072212281835,-0.1677173428822346,0.010043379240583739
beta_mid_finance_high,center_share_newparents,0.416,0.3926828644689537,0.39866372252023446,-0.023317135531046307,-0.017336277479765516,0.005980858051280791
beta_mid_finance_high,migration_rate,0.032,0.03350458536257135,0.03425010313079952,0.0015045853625713507,0.0022501031307995203,-0.0007455177682281697
beta_mid_finance_high,old_age_own_rate,0.863,0.7089408305733089,0.6659685477231156,-0.15405916942669107,-0.19703145227688434,-0.04297228285019328
beta_mid_finance_high,old_age_parent_childless_gap,0.07,0.29081668424259,0.28751702518014205,0.22081668424259,0.21751702518014204,0.003299659062447946
beta_mid_finance_high,inv_pop_share_C,0.45,0.40904444539737816,0.4114006362168257,-0.040955554602621846,-0.0385993637831743,0.0023561908194475456
beta_mid_finance_high,inv_rent_ratio_C_over_P,1.14,1.1963150217419762,1.1923197434918613,0.056315021741976334,0.052319743491861415,0.00399527825011492
fertility_mid_finance_beta_mid,tfr,1.7,1.5577399532013758,1.7217706443929017,-0.14226004679862414,0.021770644392901772,0.12048940240572237
fertility_mid_finance_beta_mid,childless_rate,0.15,0.3506682481240308,0.26683213820494056,0.2006682481240308,0.11683213820494057,0.08383610991909024
fertility_mid_finance_beta_mid,mean_age_first_birth,26.0,34.792929270511685,33.93742955021171,8.792929270511685,7.937429550211711,0.8554997202999743
fertility_mid_finance_beta_mid,tfr_gradient,0.133,-0.23928484835171626,-0.20373687754607483,-0.37228484835171627,-0.33673687754607484,0.03554797080564143
fertility_mid_finance_beta_mid,own_rate,0.627,0.574877824481063,0.5058369955041808,-0.05212217551893705,-0.12116300449581918,-0.06904082897688213
fertility_mid_finance_beta_mid,own_gradient,0.17,-0.08189595715302245,-0.06056720599566928,-0.2518959571530225,-0.2305672059956693,0.021328751157353193
fertility_mid_finance_beta_mid,own_family_gap,0.11,0.38261844706131304,0.32449056584734304,0.27261844706131305,0.21449056584734305,0.05812788121397
fertility_mid_finance_beta_mid,prime_childless_renter_median_rooms,4.0,5.766935898924492,5.8278449731282285,1.7669358989244923,1.8278449731282285,-0.06090907420373615
fertility_mid_finance_beta_mid,prime_childless_owner_median_rooms,6.0,6.8,6.8,0.7999999999999998,0.7999999999999998,0.0
fertility_mid_finance_beta_mid,housing_increment_0to1,0.66443467,0.5914008904712746,0.613564692045192,-0.07303377952872536,-0.050869977954807966,0.022163801573917397
fertility_mid_finance_beta_mid,housing_increment_1to2,0.56581378,1.492481719454366,1.476282029840351,0.926667939454366,0.9104682498403509,0.016199689614015078
fertility_mid_finance_beta_mid,young_liquid_wealth_to_income,0.6,1.2146623524737923,1.2093212573775998,0.6146623524737923,0.6093212573775998,0.005341095096192516
fertility_mid_finance_beta_mid,center_share_nonparents,0.494,0.31623927787718165,0.3210730819807562,-0.17776072212281835,-0.1729269180192438,0.004833804103574535
fertility_mid_finance_beta_mid,center_share_newparents,0.416,0.3926828644689537,0.38760891362757804,-0.023317135531046307,-0.028391086372421936,-0.00507395084137563
fertility_mid_finance_beta_mid,migration_rate,0.032,0.03350458536257135,0.03427777652518037,0.0015045853625713507,0.0022777765251803667,-0.000773191162609016
fertility_mid_finance_beta_mid,old_age_own_rate,0.863,0.7089408305733089,0.665746438568613,-0.15405916942669107,-0.19725356143138695,-0.04319439200469588
fertility_mid_finance_beta_mid,old_age_parent_childless_gap,0.07,0.29081668424259,0.2888399014880508,0.22081668424259,0.21883990148805077,0.001976782754539219
fertility_mid_finance_beta_mid,inv_pop_share_C,0.45,0.40904444539737816,0.4097453301884283,-0.040955554602621846,-0.04025466981157172,0.000700884791050127
fertility_mid_finance_beta_mid,inv_rent_ratio_C_over_P,1.14,1.1963150217419762,1.1888805470580515,0.056315021741976334,0.04888054705805156,0.007434474683924774
center_mild,tfr,1.7,1.5577399532013758,1.6139456717721963,-0.14226004679862414,-0.08605432822780368,0.05620571857082046
center_mild,childless_rate,0.15,0.3506682481240308,0.33227168628634524,0.2006682481240308,0.18227168628634524,0.018396561837685566
center_mild,mean_age_first_birth,26.0,34.792929270511685,34.62029270525319,8.792929270511685,8.620292705253192,0.17263656525849314
center_mild,tfr_gradient,0.133,-0.23928484835171626,-0.3342810160486407,-0.37228484835171627,-0.4672810160486407,-0.09499616769692443
