case,ok,elapsed_sec,loss,accepted,strict_converged,convergence_reason,iterations_completed,final_eq_error,p_P,p_C,scale_factor,city_entry_prob_total,outside_entry_prob,outside_entry_flow,outside_value,param_beta,param_psi_child,param_c_bar_n,param_h_bar_jump,param_h_bar_n,param_kappa_fert,param_phi,param_E_C,param_r_bar_C,param_theta0,param_theta_n,tfr,childless_rate,mean_age_first_birth,tfr_gradient,own_rate,own_gradient,own_family_gap,prime_childless_renter_median_rooms,prime_childless_owner_median_rooms,housing_increment_0to1,housing_increment_1to2,young_liquid_wealth_to_income,center_share_nonparents,center_share_newparents,migration_rate,old_age_own_rate,old_age_parent_childless_gap,inv_pop_share_C,inv_rent_ratio_C_over_P
fertility_utility_max,True,103.20315759102232,322.8922688015274,True,True,strict_tol,12,0.0003760435560990536,0.5121188762917166,0.61220298684224,1.0000000000000004,0.9,0.09999999999999998,0.005228997681709705,-1504137.6931188987,0.9805235878335584,0.12,0.09951054009758557,0.24595815946252964,0.7067802199754748,3.0417838844424634,0.8,0.11127541027064872,0.0719341870623939,0.41101999602420053,0.6219978476345638,1.628766192879442,0.3330527060897769,34.79092561401728,-0.25001429822493404,0.5719460372006955,-0.07075746662318738,0.389866808633299,5.755248408263879,6.8,0.6052512700051098,1.509009528715974,1.2446004875560719,0.315312122456169,0.3908312167383982,0.03350118806314265,0.7082527093563031,0.29975527592060247,0.4085827970567459,1.1954314031055413
child_cost_low,True,101.25480549200438,303.28729227111916,True,True,strict_tol,12,0.0003847850879610872,0.5122808549033563,0.6120872052804435,1.0000000000000007,0.8999999999999999,0.09999999999999999,0.0022397073096078607,-1504136.8358615655,0.9805235878335584,0.09201816432650124,0.075,0.2,0.55,3.0417838844424634,0.8,0.11127541027064872,0.0719341870623939,0.41101999602420053,0.6219978476345638,1.9925633288838136,0.23687286029718943,34.17733826724916,-0.25602353453206184,0.5609185607388472,-0.06373471165647904,0.36349571229630817,5.7497526942711925,6.8,0.548629740089881,1.2525276940880747,1.2829072035084759,0.3115565402116743,0.3787164526760956,0.03360946588282455,0.7083063235703191,0.30510910981594813,0.4078789092381275,1.194827406532528
fertility_logit_high,True,99.58496065399959,265.47485593428763,True,True,strict_tol,12,0.00030667956605542803,0.5134776934174475,0.6108442750812437,0.9999999999999991,0.9,0.09999999999999998,0.0032235680207684993,-1504134.3104272732,0.9805235878335584,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,5.0,0.8,0.11127541027064872,0.0719341870623939,0.41101999602420053,0.6219978476345638,1.872293042584062,0.23111615870185476,34.24093353205859,-0.21501931862094636,0.5498362763239076,-0.04040744193900225,0.3457504649666722,5.7028673975356226,6.8,0.6948603773197952,1.4581401741791327,1.4742780622211196,0.30823648377898194,0.3725068788352316,0.03359989712546334,0.7109380630014869,0.2828873184358515,0.405471689701287,1.1896218334544848
finance_high,True,104.49195729001076,280.4759580929281,True,True,strict_tol,13,0.0004778195920245137,0.5115604443728429,0.611839462823868,1.0000000000000002,0.9,0.09999999999999999,0.005777841350491548,-1504137.8698959807,0.9805235878335584,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,3.0417838844424634,0.9,0.11127541027064872,0.0719341870623939,0.41101999602420053,0.6219978476345638,1.5611645827731986,0.3495476348711904,34.76657011388476,-0.24586221793241436,0.5832318493085081,-0.06964959999674092,0.36775100413815454,5.769180151152994,6.8,0.5920038156719087,1.4895677483738305,1.213376644732729,0.31627623806817834,0.39280278429896587,0.03346432349053268,0.7276154195986716,0.26211291425144323,0.4084564842698342,1.1960257474050093
center_pull,True,132.8022105699929,484.97807616688124,True,True,strict_tol,19,0.0002864333967561238,0.43970302531282424,0.6744680607648402,1.0000000000000002,0.8999999999999999,0.09999999999999998,0.005433351422550411,-1504127.0481230405,0.9805235878335584,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,3.0417838844424634,0.8,0.45,0.055,0.41101999602420053,0.6219978476345638,1.6025888442846494,0.3340231739999402,34.555661249682906,-0.43064041660491803,0.5340616197649781,-0.45281299814790116,0.2965271100177516,6.039371482790845,6.8,0.5845516406200861,1.17317760312939,1.2314585361736492,0.36260429385659887,0.5308624546745349,0.03525095741459664,0.7458002764642092,0.23814933512207626,0.5631709168031482,1.5339172621907564
beta_low,True,82.34018034799374,260.1418069413975,True,True,strict_tol,9,0.0003254854259232101,0.5101786232322131,0.6069513915837516,0.9999999999999998,0.9,0.09999999999999999,0.005908231517868998,-1504125.5158199638,0.965,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,3.0417838844424634,0.8,0.11127541027064872,0.0719341870623939,0.41101999602420053,0.6219978476345638,1.541690909492581,0.32325134842563286,33.89439851249988,-0.19214557965367973,0.45264659774898836,-0.08426190207987094,0.2975377426738499,5.927280389144191,6.8,0.5281496668356933,1.4307902242767518,0.9849778496008558,0.33236399535593447,0.4020212903908051,0.03485116922196679,0.5959583162601791,0.3033493725314256,0.413279874471846,1.1896840909139608
bequest_child_low,True,98.62413003100664,299.3127579265387,True,True,strict_tol,12,0.0003122564707169922,0.5121628668777424,0.6126797156553737,0.9999999999999991,0.9,0.09999999999999999,0.005712478323918534,-1504137.840865024,0.9805235878335584,0.09201816432650124,0.09951054009758557,0.24595815946252964,0.7067802199754748,3.0417838844424634,0.8,0.11127541027064872,0.0719341870623939,0.3,0.3,1.5692992153820307,0.34636921702585577,34.798240988732196,-0.24073279070871,0.5691835169125824,-0.0712435967587648,0.38436720642957684,5.765779970558571,6.8,0.5954867147399554,1.4942826526050954,1.229892204083429,0.3159730032365556,0.3920650030533232,0.0335425159029517,0.6914952476740178,0.2782218725794865,0.4089752746713066,1.1962595402325908
combo_soft,True,138.68711170498864,329.34714135400634,True,True,strict_tol,20,0.0004727772152788301,0.44234836126526517,0.6593198676078454,inf,0.8999999999999999,0.09999999999999998,-0.0009676997976319351,-1504112.296390112,0.965,0.12,0.075,0.2,0.55,5.0,0.9,0.45,0.055,0.3,0.3,2.3760950526508706,0.09484391449109819,32.42963337024084,-0.3100101964230113,0.44105255981907826,-0.3861286497731919,0.24734248653022456,6.071563926128445,8.2,0.6030002819178479,1.0290556373135784,1.187999903790366,0.3758443371135866,0.48094031787938746,0.035542652102848564,0.661247963547802,0.20111838964617235,0.5627908305505563,1.4904991751794192
