model,case,annual_property_tax_rate,purchase_grant,tfr,childless_rate,price,population_scale,entry_probability,normalized_births,total_births,lump_sum_transfer_period_units,scaled_property_tax_revenue,scaled_grant_outlays,scaled_transfer_outlays,scaled_fiscal_residual,market_residual,joint_model_evaluations,tfr_change_percent,price_change_percent,population_change_percent,total_births_change_percent
floor,rebated_tax1_baseline,0.01,False,1.980153962642287,0.102083605638915,0.7760939327117291,1.0000357748836965,0.5000101462623079,0.11194512650725065,0.11194913133113184,0.2091305671691188,0.20913767647529313,0.0,0.20913804879083603,-3.7231554289653807e-07,9.556165179636227e-07,4,0.0,0.0,0.00357748836965488,0.0
floor,rebated_tax2,0.02,False,1.983852796552707,0.10157424227022041,0.6870940780898087,1.2221092323934302,0.557480184149213,0.11213044539265345,0.13703565254674915,0.35744901338118074,0.4368524204224354,0.0,0.4368417393630634,1.0681059371991308e-05,1.6631714719095682e-05,8,0.18679526845903904,-11.467665300635499,22.210923239343018,22.408857413475115
floor,rebated_tax2_grant0p4_Hge6,0.02,True,1.991598831275192,0.1000983757340247,0.6791723129224939,1.190205352471391,0.5488721911992854,0.112530440749736,0.13393433289630052,0.303010553634958,0.4231336771502778,0.06248442332683275,0.3606447827916457,4.471031799321648e-06,-6.73229335578877e-07,7,0.5779787253326951,-12.488387771643051,19.020535247139094,19.638563786742715
tilt,rebated_tax1_baseline,0.01,False,1.9825991330165325,0.10707357367330073,0.8716617014175464,1.0000140851770523,0.5000040208645877,0.11190588490695207,0.11190746112115417,0.21687465104395398,0.21687617857085767,0.0,0.21687770576181145,-1.5271909537736501e-06,-5.9626385539917315e-06,4,0.0,0.0,0.0014085177052258757,0.0
tilt,rebated_tax2,0.02,False,1.9838337718915104,0.10692456311724523,0.7704972431316395,1.2222601223316218,0.5578482627640576,0.11196692069145472,0.13685270218143245,0.3690441720555614,0.4510740883529524,0.0,0.45106797488240163,6.113470550772513e-06,1.026628277845197e-05,8,0.062273752389852,-11.605931305848072,22.226012233162184,22.290954338845957
tilt,rebated_tax2_grant0p4_Hge6,0.02,True,1.9895646700024303,0.10583793929367957,0.7673290358320074,1.1957869834256403,0.5507897039134986,0.11226244903195193,0.13424197527989248,0.3285219600452211,0.44598064893821904,0.05314275012377042,0.3928422835915535,-4.384777104829239e-06,-1.473643460622973e-05,7,0.35133360394947744,-11.969398840842405,19.578698342564028,19.95802061361962
