cell,kcfg,psi_child,delta_alpha_jump,kappa_fert,kappa_fert_continuation,CF,childless,childless_chosen,childless_clock,joint_distance,share_3plus,pp12_flow,pp23_flow,mean_age_first_birth,own_family_gap,market_residual
34,shared,3.0,0.46,15.9109,,1.8718871787581692,0.033865124770510256,0.009635330302816495,0.02423191282969917,0.6727588687439028,0.2461919330896674,0.5807507958532017,0.43877941680715776,23.844083288559247,0.43263527316005373,1.985224350572078e-07
35,shared,3.0,0.55,15.9109,,1.8734984578687977,0.033482956085149174,0.00946613624296447,0.024018686204276454,0.6760565806236585,0.24664940379002373,0.5811302056817578,0.43913404003794476,23.827585980428555,0.4690352588704256,1.0012300509415244e-05
36,shared,4.5,0.087,15.9109,,1.981026792721996,0.022336726863814316,0.005161352400142814,0.017175730081681828,0.7775714516233257,0.2869949838120377,0.6153146579462496,0.47707619233746096,23.274741135987085,0.12734228822317728,4.146528817917385e-06
37,shared,4.5,0.15,15.9109,,1.9819668033993412,0.02216910088899724,0.005100058490396832,0.01706955460245599,0.7791760791047341,0.2873095522961134,0.6155486920092653,0.4773356781971424,23.264287520101682,0.20055424540679329,7.1747282114196e-06
38,shared,4.5,0.22,15.9109,,1.9830044451278614,0.021979827694892325,0.005030637783919491,0.01694996706216067,0.7809895769838939,0.28765381060000356,0.6158042084319985,0.47761687952053256,23.25258127532644,0.2797406928110594,2.0776171926802434e-05
39,shared,4.5,0.3,15.9109,,1.9841631201077754,0.021764339343730017,0.004951519112552002,0.016813867073176905,0.7830566164311981,0.2880352248018474,0.6160868665858423,0.47792545211680176,23.239260085912427,0.34763326762930064,1.9473106731876865e-07
40,shared,4.5,0.38,15.9109,,1.9852822848685885,0.021552019753602266,0.004873627502842556,0.01667969131693635,0.7850957216862445,0.28840003181484,0.6163580177619854,0.47821645006509944,23.226241355884415,0.4026196951575625,5.758286328736538e-06
41,shared,4.5,0.46,15.9109,,1.9863925860174731,0.021341189014509297,0.004796186437906433,0.01654645423449298,0.7871236882844952,0.28876149085977443,0.6166272470014157,0.4785036493965187,23.213434373358417,0.45346169548752935,1.8079933519347578e-06
42,shared,4.5,0.55,15.9109,,1.9876594352992365,0.021102750750474245,0.004708796348359597,0.016395287671610605,0.78942147080998,0.28917544770932824,0.6169355978168322,0.4788334475174242,23.199010556541126,0.49049561089565125,3.0448798075719814e-07
43,shared,6.0,0.087,15.9109,,2.0785510914844414,0.013991717759076087,0.002476530597713465,0.011515393362149256,0.863697829919831,0.32628629222175537,0.6447633457493198,0.5132369615814402,22.710047868851536,0.13848418200787938,3.613925260106257e-06
44,shared,6.0,0.15,15.9109,,2.079292997016182,0.013888493418126632,0.002446192686542925,0.011442594156221649,0.8647794431306904,0.32656402990196653,0.6449492219039503,0.5134720370687809,22.700959048013218,0.21334986217905072,1.1857492808832823e-05
45,shared,6.0,0.22,15.9109,,2.080109981039419,0.013772094849391242,0.0024118664574577413,0.011360695391772653,0.8659984535016427,0.32686781381059343,0.645152234425177,0.5137273251504594,22.69079354363328,0.29449461937912685,3.8116118131117455e-07
46,shared,6.0,0.3,15.9109,,2.081018991965063,0.013639746407700973,0.0023727740803920093,0.011267623202464508,0.8673841090223391,0.3272036373551403,0.645376415737125,0.5140075149127052,22.67923767702267,0.3638575191604087,3.590496339486397e-07
47,shared,6.0,0.38,15.9109,,2.081895346229341,0.013509421889629,0.0023343360396514954,0.011175944608586987,0.8687483107874213,0.32752470210434514,0.6455917548375819,0.514272311825986,22.66795378922217,0.4204849039632342,3.078797867544306e-06
48,shared,6.0,0.46,15.9109,,2.082764460901089,0.013380164726761694,0.002296136589115319,0.011085009328972883,0.8701026959290827,0.3278427055219155,0.6458058268300884,0.5145335809304222,22.656879084030628,0.4716050210131513,9.66555407079092e-07
49,shared,6.0,0.55,15.9109,,2.0837578593600963,0.013233929107368935,0.0022529940709835176,0.01098186245282825,0.871637532203194,0.32820736812478424,0.6460512696249741,0.5148338985517104,22.644411788092274,0.5117182208291826,1.4214036696196823e-05
50,split_lo,0.5,0.087,3.0,0.3,2.065136089472584,0.08763353363682413,0.03303672374017694,0.05461043227146799,0.29089589446123665,0.38143775513777256,0.6781888519063649,0.6164583183199847,25.826549856925727,0.11846390537624724,5.932516341566332e-06
51,split_lo,0.5,0.15,3.0,0.3,2.078438055591123,0.08426894455548671,0.031206057035650783,0.053077028217455385,0.31143721926279405,0.38552331325668193,0.6803027569951628,0.6188429835042523,25.739525021933897,0.18184774650132085,1.125916293563593e-05
52,split_lo,0.5,0.22,3.0,0.3,2.092966949153145,0.08059067645415245,0.02922849765130901,0.05138080010205098,0.334735367542371,0.3899857823879765,0.682587737918736,0.6214145074806268,25.64272316554452,0.250099988584959,4.165125971651461e-08
53,split_lo,0.5,0.3,3.0,0.3,2.1089405938544905,0.07656245724063447,0.027096010997065663,0.04949336165394994,0.36126657101620285,0.39490513643666014,0.6850878710013916,0.6242218656325529,25.53386493260285,0.3089857429640246,4.1259747183209945e-07
54,split_lo,0.5,0.38,3.0,0.3,2.124113048557782,0.07275088778067287,0.025111489860249785,0.04767489823619388,0.38735052487891,0.399590646784611,0.6874495988140267,0.6268707770144814,25.428555570315485,0.36017511110154454,3.5747875114543605e-06
55,split_lo,0.5,0.46,3.0,0.3,2.1388570032606777,0.06910794173826147,0.023252851951458944,0.045903161418920674,0.4131949729542003,0.40419606418523946,0.6897582262584332,0.6295001910622652,25.32532080537226,0.4019407971173849,3.1344676823322715e-07
56,split_lo,0.5,0.55,3.0,0.3,2.1552127238502687,0.06515062482264303,0.02127848256886772,0.04393258977190628,0.442298322239885,0.4093785454843878,0.6923397529843315,0.6325052998767806,25.209688409720204,0.4340364998096018,2.355689659390619e-07
57,split_lo,1.0,0.087,3.0,0.3,2.329057355556073,0.03377196274609125,0.008471913970208992,0.025305717532766142,0.7189248316126707,0.4746566098648108,0.7227176582364596,0.6797218508371944,24.076072182832835,0.1335158907321527,4.302329080999807e-06
58,split_lo,1.0,0.15,3.0,0.3,2.3354409524387467,0.03241970966879654,0.007947954485853326,0.02447727995634218,0.7322156971199328,0.4768660442447199,0.7237106899784066,0.6809957443030691,24.00866277507976,0.20313254363732486,1.7196766467121843e-05
59,split_lo,1.0,0.22,3.0,0.3,2.3424043798171157,0.03095337360015197,0.007388314413206268,0.02357265949355715,0.7467793451851232,0.47928443571414,0.7247943749920772,0.6823918601908939,23.934083496306407,0.27748396495555255,7.917881397210889e-07
60,split_lo,1.0,0.3,3.0,0.3,2.3500543586345,0.0293601585853642,0.006792003172896481,0.02257997873610898,0.7627906876833273,0.4819571752168154,0.7259896421771106,0.6839430046477214,23.850553074150454,0.34147864097328995,1.489298786056827e-07
61,split_lo,1.0,0.38,3.0,0.3,2.357312355722523,0.027865381944292753,0.006244718851114427,0.02163750799056193,0.7779915478510553,0.48450707447501556,0.7271295770643558,0.685428097747296,23.770262552092216,0.39603428904657784,9.649489954215595e-06
62,split_lo,1.0,0.46,3.0,0.3,2.3643155693302207,0.02644236752083128,0.005736141217335166,0.020729348291753817,0.7926294456365313,0.48698496278217285,0.7282352526355734,0.6868820790687551,23.69177240849468,0.44407679387663584,7.377697211012914e-07
63,split_lo,1.0,0.55,3.0,0.3,2.3719927463585,0.024907861365602232,0.005201663669865323,0.019734409275645313,0.8086034067593334,0.4897237717102953,0.7294565297772265,0.68850344097203,23.6045731970787,0.48048102570064055,4.3940741367042634e-07
64,split_lo,1.5,0.087,3.0,0.3,2.44282709677988,0.012920870527807918,0.001911777338562849,0.01101105980079103,0.9421422074628985,0.5168734178411342,0.7417087032402455,0.7059904921145488,22.784945186635387,0.15162487080111248,1.930586410905371e-05
65,split_lo,1.5,0.15,3.0,0.3,2.446042382110713,0.012421106215545473,0.001786536623936577,0.010636349425924105,0.9480207444021395,0.5181558697709124,0.742265023575418,0.7068538473565086,22.73509716115587,0.22594515448485153,1.3670621897874441e-05
66,split_lo,1.5,0.22,3.0,0.3,2.4495478479729993,0.01188068476941487,0.0016535876306325004,0.010229700356796857,0.9544080126455932,0.5195588229998004,0.7428720065759548,0.7078012757277975,22.680133065935607,0.30477056512575224,3.8911514156615596e-07
67,split_lo,1.5,0.3,3.0,0.3,2.4534083317990443,0.011294272169503307,0.001512746981520009,0.009786021199476472,0.9613816083066435,0.5211128134324585,0.7435424345588098,0.7088575073850296,22.618720758111277,0.3732302256715331,0.0007043885683350064
68,split_lo,1.5,0.38,3.0,0.3,2.457077369680355,0.010744599392148778,0.0013845007239508492,0.009367219508451574,0.967958097281676,0.522596450231532,0.7441828859960753,0.7098692235465907,22.559810726392147,0.42917415658313024,4.427071090102932e-07
69,split_lo,1.5,0.46,3.0,0.3,2.4606008609236145,0.01022324178622781,0.001266023529758906,0.00896686178827151,0.9742311933694223,0.5240276391877595,0.7447996764111665,0.710849176115747,22.502610515731234,0.4800088167914436,1.045914108455428e-07
70,split_lo,1.5,0.55,3.0,0.3,2.4644693960786253,0.009659483896661035,0.0011419033779614947,0.008529448735105768,0.9810567394127202,0.5256065645021419,0.7454806472321454,0.7119342060974,22.439161359714465,0.5211707281161226,4.2609307867192886e-07
71,split_lo,2.0,0.087,3.0,0.3,2.4982521838492713,0.0052326316467891185,0.0004030031369256138,0.004830298473157332,1.0366326785076325,0.5396853363041803,0.7518595490959655,0.7215764771963311,21.870384884533546,0.1688491261603774,4.8614841495755995e-06
72,split_lo,2.0,0.15,3.0,0.3,2.500038584967566,0.005044512572031643,0.0003756932352988479,0.004669370925630744,1.0391436573994592,0.5404897536575004,0.7521918849995571,0.7221961526831097,21.833503410864093,0.2470256251592416,1.687322955432898e-05
73,split_lo,2.0,0.22,3.0,0.3,2.501989419383168,0.0048410566838964515,0.0003468004441442691,0.00449514523189082,1.0418695228730566,0.5413705913408882,0.7525548080629653,0.7228764475447229,21.79289289075291,0.32955810246429923,3.8264901137494963e-07
74,split_lo,2.0,0.3,3.0,0.3,2.504140380656012,0.004620639771802578,0.0003163951882207235,0.00430600325523974,1.0448395558655774,0.5423462102188569,0.7529554621819131,0.7236335461735546,21.74768376042609,0.3962550056587293,0.00012502147747898705
75,split_lo,2.0,0.38,3.0,0.3,2.506198109622405,0.004412682951803513,0.0002886441378816144,0.004126902263180804,1.047655589560692,0.5432823583078616,0.753339739603091,0.7243615161054524,21.704092746074654,0.4575788388055602,7.703153180955611e-07
76,split_lo,2.0,0.46,3.0,0.3,2.5081698849987415,0.004215691337736927,0.00026317772677117787,0.003956511142751987,1.0503347529570664,0.5441816879097657,0.7537086167491991,0.7250620340437345,21.661981445595842,0.5109497977993976,1.2970094937743036e-06
77,split_lo,2.0,0.55,3.0,0.3,2.5103373651063023,0.004001997771728844,0.00023657749865496112,0.0037703839238587963,1.0532551292808088,0.5451726284563324,0.7541156529859101,0.7258345217448023,21.61529094435854,0.5521370799433019,1.5311973459875331e-06
78,split_lo,3.0,0.087,3.0,0.3,2.5461973577608035,0.0011081324962340458,1.6091762384029024e-05,0.0010921345560577474,1.0955202304547833,0.5620976254805655,0.7612123390001904,0.7392433977377318,20.737737675102256,0.19315344796286094,2.8852195488420872e-06
79,split_lo,3.0,0.15,3.0,0.3,2.5469492666246585,0.0010751316776452043,1.4958519784361557e-05,0.001060226964803296,1.096126217613349,0.5624895429871634,0.7613575988905174,0.7395932535071049,20.715422092119294,0.27660443079372576,1.6564945749024592e-05
80,split_lo,3.0,0.22,3.0,0.3,2.547773321179231,0.0010393544661737404,1.3763827212123067e-05,0.001025701463171245,1.096786646675078,0.5629196391133411,0.7615166653747641,0.7399776600041756,20.690838583284496,0.36336612648293487,3.7122164922944435e-07
81,split_lo,3.0,0.3,3.0,0.3,2.5486892665917495,0.001000347170606799,1.251139501529711e-05,0.0009881534352463035,1.0975132024950418,0.5633987244252525,0.7616933576205702,0.740406725013194,20.663366161199953,0.4311344475047123,2.4235741985460154e-06
82,split_lo,3.0,0.38,3.0,0.3,2.549563277433646,0.0009635075853786717,1.1375201743016144e-05,0.0009526976465021893,1.0982029587032485,0.5638562853424921,0.7618620460025717,0.740816651259965,20.636999782689582,0.49626629110965836,5.497906210858369e-07
83,split_lo,3.0,0.46,3.0,0.3,2.5504042741702175,0.0009282327058546595,1.0330840093959868e-05,0.0009187288777312872,1.0988652922119675,0.5642967096523677,0.7620244504985119,0.7412111190717535,20.61144348590331,0.5537976538532777,9.343608600524656e-08
84,split_lo,3.0,0.55,3.0,0.3,2.5513224493447977,0.0008899768303871659,9.24666807965946e-06,0.0008817728706377515,1.099586215181115,0.5647777336403367,0.7622019424307923,0.7416418008003981,20.583308219636734,0.594812201054139,6.147939411202385e-07
85,split_lo,4.5,0.087,3.0,0.3,2.571905124864958,0.00019773746807243028,1.1243621406924546e-07,0.00019763514963878356,1.1141312734148918,0.575725060700011,0.7662392909107221,0.751513178707655,19.838427793493945,0.20905225301129965,4.366982728498463e-06
86,split_lo,4.5,0.15,3.0,0.3,2.57223095042582,0.00019320263096918295,1.0427500635010807e-07,0.00019309875645813382,1.114295328162265,0.5759078823920201,0.7663011683106136,0.7516877099594864,19.825262185820193,0.2970724514505241,1.9974971939491505e-05
87,split_lo,4.5,0.22,3.0,0.3,2.5725889057748894,0.0001882670421205259,9.569205689815641e-08,0.00018817869674616716,1.1144751348445285,0.5761088129756302,0.7663691160065836,0.7518795880993524,19.810722429719693,0.3878203603118523,9.551313620022159e-07
88,split_lo,4.5,0.3,3.0,0.3,2.5729882996749476,0.00018284570279332208,8.672484110138256e-08,0.00018280371318138026,1.1146749307016397,0.5763331502334221,0.7664448775511576,0.7520939458865528,19.794395691146505,0.45849038943955406,0.000272015264034407
89,split_lo,4.5,0.38,3.0,0.3,2.573368965927323,0.0001777058684365353,7.862057674431375e-08,0.00017772010372037585,1.1148651502401,0.5765469881970812,0.7665171021857283,0.7522982342540528,19.77875556737818,0.5294437494076638,2.6620864465175266e-06
90,split_lo,4.5,0.46,3.0,0.3,2.573733021796229,0.00017277708845829393,7.118882430491296e-08,0.0001728475845398971,1.115047285176379,0.57675148087124,0.7665861735318934,0.7524935453520124,19.763641002763077,0.5868383075786756,1.0653553980537241e-06
91,split_lo,4.5,0.55,3.0,0.3,2.5741294004077155,0.00016739012940766002,6.350596148126803e-08,0.00016751415117807102,1.115245893190162,0.5769740658428513,0.7666614308646293,0.752706004415236,19.747038753973,0.6311588893996656,7.577946825114143e-09
92,split_lo,6.0,0.087,3.0,0.3,2.582610788032622,5.784308431116137e-05,7.252052373526954e-10,5.784475356956521e-05,1.1194555878036676,0.5817413658374377,0.7682751592705839,0.7572482479654761,19.325099442412906,0.2139788992204006,6.832694511908674e-06
93,split_lo,6.0,0.15,3.0,0.3,2.5827898938154967,5.6734880234066994e-05,6.716239559396184e-10,5.673348876224426e-05,1.1195320980559191,0.5818436613320573,0.7683090916472834,0.7573471156730391,19.316260107827375,0.3049531310808339,2.012394041444217e-05
94,split_lo,6.0,0.22,3.0,0.3,2.582986671711143,5.55263986472495e-05,6.153817307558352e-10,5.552638144139275e-05,1.1196160812190232,0.5819560682063807,0.7683463658667848,0.7574557650603256,19.306472802016756,0.39863579145692796,4.3818936457043657e-07
95,split_lo,6.0,0.3,3.0,0.3,2.583206283967005,5.419117541334158e-05,5.567375726900263e-10,5.420212720660908e-05,1.1197096913599272,0.5820815498325851,0.7683879463295258,0.7575770828688343,19.29543005534371,0.4724362694960037,0.0005665320716726357
96,split_lo,6.0,0.38,3.0,0.3,2.5834153699610116,5.292484152222398e-05,5.03836637404352e-10,5.295042219042613e-05,1.1197987871082533,0.5822010122573578,0.7684275465543384,0.7576925500549173,19.284871045766565,0.5447899495281889,5.100142829942573e-06
97,split_lo,6.0,0.46,3.0,0.3,2.583614313024573,5.171340756287324e-05,4.5541997012956206e-10,5.1753704406957606e-05,1.1198836523591245,0.5823146767304597,0.7684652199609197,0.757802406344458,19.274690510500964,0.6030953337542401,1.6816101036193006e-07
98,split_lo,6.0,0.55,3.0,0.3,2.583829728253997,5.038922245565506e-05,4.0547636027164777e-10,5.0443875955694574e-05,1.1199757010462188,0.5824377125674705,0.7685060463136484,0.7579212529454569,19.263611107054658,0.647727043503052,6.639559692265918e-07
99,split_hi,0.5,0.087,10.0,0.3,1.8349194089794976,0.1559503077478879,0.0723976822711581,0.08355829471822597,0.030938735580036007,0.32022548944668155,0.642798683840335,0.5902186154446484,27.252884883955552,0.11126301251507054,5.511823120441994e-05
100,split_hi,0.5,0.15,10.0,0.3,1.8413339380936653,0.15428988965582055,0.07131155717384927,0.08298532985353566,0.03374950350008854,0.3221754551952179,0.6439300933743548,0.5916055044461621,27.222633199992348,0.17166912930193123,8.840970562379196e-06
101,split_hi,0.5,0.22,10.0,0.3,1.848425615076192,0.15241675986356185,0.07008566341721835,0.08233959468124204,0.037139935004233696,0.324304159178161,0.6451479059957388,0.5930767052753487,27.18869599615008,0.2354955321551166,1.9902444298337985e-05
102,split_hi,0.5,0.3,10.0,0.3,1.856347254099099,0.15029217488228203,0.06869569225605468,0.08160574564892889,0.04126299939162914,0.32665842267738066,0.6464782600548961,0.5946621797616117,27.150206853557062,0.29062052285846945,3.3651641659576234e-07
103,split_hi,0.5,0.38,10.0,0.3,1.8641111827775343,0.14818882445650425,0.06732420884365033,0.08087487446573767,0.0456323688012044,0.3289511520897436,0.647759045576124,0.5961761415071555,27.11220808128084,0.3366334197682351,1.489134244393391e-06
104,split_hi,0.5,0.46,10.0,0.3,1.8716761621519833,0.1461230976836701,0.06597814951841714,0.08015360630321365,0.05020065772708393,0.33117462008999043,0.648986744778305,0.5976211424792609,27.07515999440581,0.37353659411076456,3.463110556660058e-06
105,split_hi,0.5,0.55,10.0,0.3,1.8804143060681222,0.14377235431816648,0.06445784212872135,0.07932282425165049,0.05572819321383583,0.33377745620218285,0.6504090633559617,0.5993509100248545,27.032780209698224,0.40123539117842566,2.055732868449871e-06
106,split_hi,1.0,0.087,10.0,0.3,1.9938793018221173,0.12044171192809258,0.051102703523156906,0.0693437633322602,0.13069941485051836,0.3742034512468992,0.6712871566535357,0.6337745939624504,26.564636571177008,0.1140261551240449,3.5854249798053527e-06
107,split_hi,1.0,0.15,10.0,0.3,1.9985549542990682,0.11908629504149387,0.05028414941766876,0.068808010729058,0.13613184496562614,0.3755208856471209,0.6719296177840355,0.6344201151012875,26.536026472642252,0.1762057019046881,2.3528161110208446e-05
108,split_hi,1.0,0.22,10.0,0.3,2.0037993539323424,0.11755984095592,0.049361801246585735,0.06820518173702633,0.14238748348780747,0.3769938110810883,0.6726437522492392,0.6351317801510841,26.50395484690694,0.24197215223809443,6.521679125853773e-08
109,split_hi,1.0,0.3,10.0,0.3,2.0097267772107377,0.1158314317415495,0.04831823107064161,0.06752140210160588,0.14964744656860757,0.3786560823857931,0.6734458954548317,0.6359268399752952,26.467587602230132,0.2983934041215419,9.333826722902469e-07
110,split_hi,1.0,0.38,10.0,0.3,2.0155812584498083,0.11412417124849006,0.04729040074623605,0.06684283572141872,0.1570032643420639,0.38029760941337964,0.6742353240508997,0.6367064393302196,26.431737224956194,0.3466363567805521,0.0006034175562768528
111,split_hi,1.0,0.46,10.0,0.3,2.021313745805827,0.1124499849487106,0.046283505777954266,0.06617446566171498,0.16439436816678907,0.38190268703999464,0.6750041784669518,0.6374607023325743,26.396801596587327,0.38544894383627853,4.2446872335888893e-07
112,split_hi,1.0,0.55,10.0,0.3,2.027869865423246,0.1105463655085997,0.04514759037117122,0.06540675003127944,0.17301503827203543,0.3837471480030492,0.6758870846079372,0.6383335919643909,26.356844834742184,0.41450004106140975,1.3837883767320022e-06
113,split_hi,1.5,0.087,10.0,0.3,2.10066080358337,0.09165909992822177,0.03520695482530496,0.056455879061566974,0.27167635090489045,0.405863973067068,0.6870882302976534,0.65030804127256,25.919615531387063,0.11672939047885783,5.142506719253567e-06
