coefficient,estimate,standard_error
Wleft,-.4682372513475536,.10124263
Wm2,-.4222688067508151,.076812975
Wm1,-.3033435277486,.051873494
Wp1,.3933018212278329,.041997559
Wp2,.7066271367925535,.055308122
Wp3,.8752549942846685,.065945789
Wp4,1.046645158943465,.062502921
Wp5,1.020793988980297,.073042616
Wp6,1.100499369790744,.090164974
Wright,1.069251193772447,.1080533
