coefficient,estimate,standard_error
Wleft,-.638216630439016,.10426142
Wm2,-.6122387872363314,.081633702
Wm1,-.3592903032944187,.057373889
Wp1,.4908394123476539,.04601676
Wp2,.7632853177408143,.058914028
Wp3,.9115182801099424,.067632988
Wp4,1.020589528276553,.075879492
Wp5,1.042137845040459,.086415075
Wp6,1.053258136929273,.095458522
Wright,.8634084505743013,.11950701
