arm,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
H21,-2,-1,65587,65053,5381,3727,1654,16539,Wp2,.7632853177408143,.0589140272058877,4.843461411711627,5676,1968 1969 1984 1985,0,pw=IW,174.001
