case,age,z_index,z,permanent_index,permanent_level,changing_income_state,wealth_index,wealth,renter,location,parity,child_state,graph_value_mask,value,consumption_conditional_renter,housing_conditional_renter,selected_tenure,housing_graph_selected_tenure,owner_entry_probability,graph_fertility_scalar,tenure_probability_sum,pre_fertility_mass,post_fertility_pre_tenure_mass,current_post_tenure_mass,tenure_probability_0,tenure_probability_1,tenure_probability_2,tenure_probability_3,tenure_probability_4,tenure_probability_5
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,0,-12.0,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,1,-11.3,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,2,-10.6,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,3,-9.9,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,4,-9.2,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,5,-8.5,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,6,-7.800000000000001,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,7,-7.1000000000000005,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,8,-6.4,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,9,-5.7,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,10,-5.0,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,11,-4.8604651162790695,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,12,-4.72093023255814,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,13,-4.5813953488372094,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,14,-4.441860465116279,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,15,-4.3023255813953485,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,16,-4.162790697674419,0,0,0,0,False,-9999999999.702808,0.04,4.01,0,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,17,-4.023255813953488,0,0,0,0,False,-8316373018.541279,0.04,0.01,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,18,-3.883720930232558,0,0,0,0,False,-8083735177.163605,0.04,0.01,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,19,-3.744186046511628,0,0,0,0,False,-7791191806.046442,0.04,0.01,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,20,-3.604651162790698,0,0,0,0,False,-7488399908.821682,0.04,0.01,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,21,-3.4651162790697674,0,0,0,0,False,-7100932402.964274,0.04,0.01,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_balanced,30,0,0.11089068477824145,0,0.2774924094113725,0,22,-3.3255813953488373,0,0,0,0,False,-6705375881.25366,0.04,0.01,0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
