case,age,scope,group_index,permanent_level,z,mass,owner_mass,owner_rate
new_balanced,18.0,combined,0,0.2774924094113725,0.11089068477824145,0.0006430568344359182,0.0,0.0
new_balanced,18.0,combined,1,0.2774924094113725,0.1680514187563014,0.0025722273377436723,0.0,0.0
new_balanced,18.0,combined,2,0.2774924094113725,0.25467675127520867,0.0038583410066154985,3.657164668974947e-11,9.47859368237381e-09
new_balanced,18.0,combined,3,0.2774924094113725,0.3859547757472442,0.0025722273377436363,1.612035677860729e-08,6.267080884362307e-06
new_balanced,18.0,combined,4,0.2774924094113725,0.5849025801382837,0.0006430568344359066,1.7309554591825181e-09,2.6917612355382597e-06
new_balanced,18.0,combined,5,0.8219540208905596,0.32846680176271387,0.0025722273377432126,2.0431161878420455e-09,7.942984501652207e-07
new_balanced,18.0,combined,6,0.8219540208905596,0.4977813254644079,0.010288909350974335,2.463161033520638e-06,0.00023939962434282527
new_balanced,18.0,combined,7,0.8219540208905596,0.7543722733967643,0.015433364026461494,0.0006843431211633365,0.04434179871543147
new_balanced,18.0,combined,8,0.8219540208905596,1.1432279552449633,0.010288909350973749,0.0006787731818217179,0.06597134435414949
new_balanced,18.0,combined,9,0.8219540208905596,1.7325267692681683,0.0025722273377432594,0.00028649078100606215,0.11137848385415827
new_balanced,18.0,combined,10,2.43469150702639,0.9729441212847109,0.0006430568344356266,7.946224070942978e-05,0.12356954541843745
new_balanced,18.0,combined,11,2.43469150702639,1.4744668614814156,0.0025722273377436727,0.0004931441308737575,0.19171871927398831
new_balanced,18.0,combined,12,2.43469150702639,2.234509133716906,0.0038583410066155093,0.0007561503447250015,0.19597810132088028
new_balanced,18.0,combined,13,2.43469150702639,3.3863297976379867,0.002572227337743673,0.0006607743876719775,0.2568880199568988
new_balanced,18.0,combined,14,2.43469150702639,5.131878552358484,0.0006430568344359183,0.0002487455076125238,0.38681729870847326
new_balanced,18.0,permanent,0,0.2774924094113725,,0.010288909350974632,1.7887883884479556e-08,1.7385597709425926e-06
new_balanced,18.0,permanent,1,0.8219540208905596,,0.04115563740389605,0.001652072288140825,0.04014206539744734
new_balanced,18.0,permanent,2,2.43469150702639,,0.0102889093509744,0.00223827661159269,0.21754265056098648
new_balanced,22.0,combined,0,0.2774924094113725,0.11089068477824145,0.0006430568344474807,5.2697187767765206e-11,8.194794759166666e-08
new_balanced,22.0,combined,1,0.2774924094113725,0.1680514187563014,0.0025722273377062335,9.966193414931197e-10,3.874538330588805e-07
new_balanced,22.0,combined,2,0.2774924094113725,0.25467675127520867,0.003858341005075331,1.0838564426171135e-08,2.8091255832270638e-06
new_balanced,22.0,combined,3,0.2774924094113725,0.3859547757472442,0.0025722273320578763,3.406117354212954e-08,1.3241898613556585e-05
new_balanced,22.0,combined,4,0.2774924094113725,0.5849025801382837,0.0006430568330673095,2.1853111500724112e-06,0.0033983172834797827
new_balanced,22.0,combined,5,0.8219540208905596,0.32846680176271387,0.00257222734355682,1.4101188822460772e-05,0.005482092730948873
new_balanced,22.0,combined,6,0.8219540208905596,0.4977813254644079,0.010288909379637473,0.00021746575446729833,0.02113593836268783
new_balanced,22.0,combined,7,0.8219540208905596,0.7543722733967643,0.015433364068376998,0.0015961446753596925,0.10342169524985138
new_balanced,22.0,combined,8,0.8219540208905596,1.1432279552449633,0.010288909372596345,0.0021832703880987187,0.21219648351784282
new_balanced,22.0,combined,9,0.8219540208905596,1.7325267692681683,0.002572227336654881,0.0009300004217242102,0.36155452065665905
new_balanced,22.0,combined,10,2.43469150702639,0.9729441212847109,0.000643056834314103,0.0001234246841184776,0.19193433228981197
new_balanced,22.0,combined,11,2.43469150702639,1.4744668614814156,0.00257222733888095,0.0010125927674610887,0.3936637917477458
new_balanced,22.0,combined,12,2.43469150702639,2.234509133716906,0.0038583410096613762,0.0025549727710573217,0.662194649114635
new_balanced,22.0,combined,13,2.43469150702639,3.3863297976379867,0.0025722273394751024,0.001936617298557562,0.752895076122142
new_balanced,22.0,combined,14,2.43469150702639,5.131878552358484,0.00064305683577792,0.0004984594389340915,0.7751405648788324
new_balanced,22.0,permanent,0,0.2774924094113725,,0.01028890934235423,2.231260204569973e-06,0.00021686071189149314
new_balanced,22.0,permanent,1,0.8219540208905596,,0.04115563750082252,0.004940982428472381,0.12005602946555335
new_balanced,22.0,permanent,2,2.43469150702639,,0.010288909358109452,0.006126066960128541,0.5954048915106958
new_balanced,26.0,combined,0,0.2774924094113725,0.11089068477824145,0.0006430568344737367,8.715095012101081e-10,1.3552604598679555e-06
new_balanced,26.0,combined,1,0.2774924094113725,0.1680514187563014,0.0025722273380325493,2.8664339360090163e-08,1.1143781475402173e-05
new_balanced,26.0,combined,2,0.2774924094113725,0.25467675127520867,0.003858341006403671,2.5655586253516086e-07,6.649382781598522e-05
new_balanced,26.0,combined,3,0.2774924094113725,0.3859547757472442,0.0025722273328237432,1.192211829165747e-06,0.00046349395869958314
new_balanced,26.0,combined,4,0.2774924094113725,0.5849025801382837,0.0006430568331162057,2.3099049008722394e-05,0.03592069599320812
new_balanced,26.0,combined,5,0.8219540208905596,0.32846680176271387,0.0025722273463962457,5.068407413963853e-05,0.01970435242073302
new_balanced,26.0,combined,6,0.8219540208905596,0.4977813254644079,0.010288909389250048,0.0006641628954341667,0.06455134070167734
new_balanced,26.0,combined,7,0.8219540208905596,0.7543722733967643,0.015433364078761119,0.003044603318096684,0.19727412005309752
new_balanced,26.0,combined,8,0.8219540208905596,1.1432279552449633,0.01028890937109354,0.003425577485335291,0.3329388336298669
new_balanced,26.0,combined,9,0.8219540208905596,1.7325267692681683,0.0025722273361447633,0.0013719540093001627,0.5333719885569826
new_balanced,26.0,combined,10,2.43469150702639,0.9729441212847109,0.0006430568346711316,0.0002175059710461454,0.33823755431723396
new_balanced,26.0,combined,11,2.43469150702639,1.4744668614814156,0.0025722273361315703,0.0013497897905712858,0.5247552467898364
new_balanced,26.0,combined,12,2.43469150702639,2.234509133716906,0.0038583410023801715,0.002863309249439433,0.7421089135649458
new_balanced,26.0,combined,13,2.43469150702639,3.3863297976379867,0.0025722273409339207,0.002250284722946717,0.8748389720986665
new_balanced,26.0,combined,14,2.43469150702639,5.131878552358484,0.0006430568347733672,0.0006043700621606137,0.9398392637776909
new_balanced,26.0,permanent,0,0.2774924094113725,,0.010288909344849906,2.45773525492846e-05,0.0023887228204208786
new_balanced,26.0,permanent,1,0.8219540208905596,,0.041155637521645715,0.008556981782305942,0.20791760977594909
new_balanced,26.0,permanent,2,2.43469150702639,,0.010288909348890162,0.007285259796164195,0.7080691985054798
new_balanced,30.0,combined,0,0.2774924094113725,0.11089068477824145,0.0006430568345127743,1.629182925107608e-08,2.5334975661085897e-05
new_balanced,30.0,combined,1,0.2774924094113725,0.1680514187563014,0.0025722273380508896,3.928194768877143e-07,0.00015271569160188385
new_balanced,30.0,combined,2,0.2774924094113725,0.25467675127520867,0.0038583410065967565,2.8987456337087456e-06,0.0007512932705410556
new_balanced,30.0,combined,3,0.2774924094113725,0.3859547757472442,0.002572227337383873,1.528941764390279e-05,0.005944038235536814
new_balanced,30.0,combined,4,0.2774924094113725,0.5849025801382837,0.0006430568341018629,6.517284142264481e-05,0.10134849358015088
new_balanced,30.0,combined,5,0.8219540208905596,0.32846680176271387,0.0025722273466399436,0.0001282218158000148,0.04984855478171817
new_balanced,30.0,combined,6,0.8219540208905596,0.4977813254644079,0.010288909378808917,0.0013940696593688444,0.13549246164419296
new_balanced,30.0,combined,7,0.8219540208905596,0.7543722733967643,0.015433364063778337,0.004925327684943214,0.31913506767476685
new_balanced,30.0,combined,8,0.8219540208905596,1.1432279552449633,0.010288909364637649,0.005284784579384789,0.5136389477341758
new_balanced,30.0,combined,9,0.8219540208905596,1.7325267692681683,0.0025722273385593054,0.0019341392936256842,0.7519317070585947
new_balanced,30.0,combined,10,2.43469150702639,0.9729441212847109,0.0006430568347061137,0.00035776282986295485,0.5563471384709839
new_balanced,30.0,combined,11,2.43469150702639,1.4744668614814156,0.0025722273369835702,0.0020122782803869885,0.7823096549260574
new_balanced,30.0,combined,12,2.43469150702639,2.234509133716906,0.003858341005485165,0.0034833944616127106,0.9028218233330293
new_balanced,30.0,combined,13,2.43469150702639,3.3863297976379867,0.0025722273388300125,0.002470894319462795,0.9606049520438932
new_balanced,30.0,combined,14,2.43469150702639,5.131878552358484,0.0006430568342532844,0.0006274117302955409,0.9756707290485286
new_balanced,30.0,permanent,0,0.2774924094113725,,0.010288909350646157,8.377011600639513e-05,0.008141787739740778
new_balanced,30.0,permanent,1,0.8219540208905596,,0.04115563749242415,0.013666543033122546,0.33206976895056617
new_balanced,30.0,permanent,2,2.43469150702639,,0.010288909350258146,0.00895174162162099,0.8700379522146721
new_balanced,34.0,combined,0,0.2774924094113725,0.11089068477824145,0.0006430568345763793,1.3449750817229614e-07,0.00020915337640552075
new_balanced,34.0,combined,1,0.2774924094113725,0.1680514187563014,0.0025722273382385256,2.2874506116431807e-06,0.0008892878858871155
new_balanced,34.0,combined,2,0.2774924094113725,0.25467675127520867,0.003858341006447178,1.3326354216760968e-05,0.003453907830980468
new_balanced,34.0,combined,3,0.2774924094113725,0.3859547757472442,0.0025722273365951648,5.274629449899886e-05,0.020506078039283525
new_balanced,34.0,combined,4,0.2774924094113725,0.5849025801382837,0.0006430568333110635,0.00011510793061412326,0.17900117789191197
new_balanced,34.0,combined,5,0.8219540208905596,0.32846680176271387,0.0025722273463583785,0.00026589707490292584,0.10337230699275811
new_balanced,34.0,combined,6,0.8219540208905596,0.4977813254644079,0.01028890938611336,0.0024130214083504385,0.23452645152140447
new_balanced,34.0,combined,7,0.8219540208905596,0.7543722733967643,0.01543336408467217,0.006914467376877738,0.4480207515965313
new_balanced,34.0,combined,8,0.8219540208905596,1.1432279552449633,0.010288909382475042,0.006869033373613157,0.6676153048167658
new_balanced,34.0,combined,9,0.8219540208905596,1.7325267692681683,0.0025722273418932766,0.002202425531877988,0.856232843811116
new_balanced,34.0,combined,10,2.43469150702639,0.9729441212847109,0.0006430568346534331,0.00045377242696023607,0.7056490227722884
new_balanced,34.0,combined,11,2.43469150702639,1.4744668614814156,0.0025722273368513513,0.002190738630969975,0.8516893509310283
new_balanced,34.0,combined,12,2.43469150702639,2.234509133716906,0.0038583410051931323,0.003640930046602857,0.9436516994486358
new_balanced,34.0,combined,13,2.43469150702639,3.3863297976379867,0.002572227337048417,0.002511554269625949,0.9764122453141764
new_balanced,34.0,combined,14,2.43469150702639,5.131878552358484,0.0006430568343484666,0.0006299266488958167,0.9795816096629263
new_balanced,34.0,permanent,0,0.2774924094113725,,0.010288909349168311,0.00018360252744969858,0.017844702603443563
new_balanced,34.0,permanent,1,0.8219540208905596,,0.041155637541512226,0.018664844765622246,0.45351854279491316
new_balanced,34.0,permanent,2,2.43469150702639,,0.0102889093480948,0.009426922023054833,0.9162217008744876
new_balanced,38.0,combined,0,0.2774924094113725,0.11089068477824145,0.0006430568345671656,5.800969509437644e-07,0.0009020928163126067
new_balanced,38.0,combined,1,0.2774924094113725,0.1680514187563014,0.002572227337592055,7.845275332937068e-06,0.0030499929840110025
new_balanced,38.0,combined,2,0.2774924094113725,0.25467675127520867,0.0038583410045687746,3.71632092544441e-05,0.009631914133675083
new_balanced,38.0,combined,3,0.2774924094113725,0.3859547757472442,0.0025722273395772798,0.00011637600511155019,0.0452432813075828
new_balanced,38.0,combined,4,0.2774924094113725,0.5849025801382837,0.0006430568347369201,0.00014051946058585534,0.21851794895134427
new_balanced,38.0,combined,5,0.8219540208905596,0.32846680176271387,0.002572227346554034,0.00046049237347264247,0.1790247561474516
new_balanced,38.0,combined,6,0.8219540208905596,0.4977813254644079,0.010288909385673187,0.003606443386940767,0.35051755747431956
new_balanced,38.0,combined,7,0.8219540208905596,0.7543722733967643,0.01543336408373969,0.009171895208615565,0.5942900821136531
new_balanced,38.0,combined,8,0.8219540208905596,1.1432279552449633,0.010288909382573541,0.008060982665738646,0.7834632773996082
new_balanced,38.0,combined,9,0.8219540208905596,1.7325267692681683,0.0025722273428700256,0.0023599742074038774,0.9174827465952828
new_balanced,38.0,combined,10,2.43469150702639,0.9729441212847109,0.0006430568334996373,0.0005263332620442985,0.8184863835127807
new_balanced,38.0,combined,11,2.43469150702639,1.4744668614814156,0.0025722273347725663,0.0023850794043221873,0.9272428498366275
new_balanced,38.0,combined,12,2.43469150702639,2.234509133716906,0.00385834100303278,0.0037659590478434537,0.9760565602893287
new_balanced,38.0,combined,13,2.43469150702639,3.3863297976379867,0.0025722273348665154,0.002537391150788911,0.9864568020075829
new_balanced,38.0,combined,14,2.43469150702639,5.131878552358484,0.0006430568340243731,0.0006322543187853677,0.9832013055962703
new_balanced,38.0,permanent,0,0.2774924094113725,,0.010288909351042194,0.00030248404723573046,0.02939903899581844
new_balanced,38.0,permanent,1,0.8219540208905596,,0.04115563754141048,0.023659787842171497,0.5748857083884366
new_balanced,38.0,permanent,2,2.43469150702639,,0.010288909340195872,0.009847017183784218,0.9570516036441972
new_balanced,42.0,combined,0,0.2774924094113725,0.11089068477824145,0.0006430568343450756,1.6599208219554998e-06,0.002581297224911783
