case,age,z_index,z,timing,state_mass,valid_nodes,negative_owner_steps_all_valid,negative_owner_steps_occupied_lower,lower_node_mass_at_negative_owner_steps,largest_owner_drop_all_valid,largest_owner_drop_occupied_lower,masked_node_mass,occupied_threshold,probability_step_threshold
new_balanced,30,0,0.11089068477824145,pre_fertility,0.0004355790848834423,89,27,11,2.5698611787535256e-07,0.25927823781967163,0.000137146475026384,0.0,1e-12,1e-07
new_balanced,30,0,0.11089068477824145,post_fertility_pre_tenure,0.0003967883565899805,89,27,11,2.0407556103566094e-07,0.25927823781967163,0.000137146475026384,0.0,1e-12,1e-07
new_balanced,30,0,0.11089068477824145,current_post_tenure,0.0003967886027290255,89,27,11,2.0454117250697994e-07,0.25927823781967163,0.000137146475026384,0.0,1e-12,1e-07
new_balanced,30,1,0.1680514187563014,pre_fertility,0.0015823672139123261,92,32,13,1.3706797244274536e-05,0.20492208003997803,0.00013589346781373024,0.0,1e-12,1e-07
new_balanced,30,1,0.1680514187563014,post_fertility_pre_tenure,0.0013531957796915077,92,32,13,1.0844209835200214e-05,0.20492208003997803,0.00013589346781373024,0.0,1e-12,1e-07
new_balanced,30,1,0.1680514187563014,current_post_tenure,0.00135318709489564,92,32,13,1.0841509905803831e-05,0.20492208003997803,0.00013589346781373024,0.0,1e-12,1e-07
new_balanced,30,2,0.25467675127520867,pre_fertility,0.0021770218754966937,97,33,11,0.0001701587751554664,0.12814825773239136,4.555212217383087e-05,0.0,1e-12,1e-07
new_balanced,30,2,0.25467675127520867,post_fertility_pre_tenure,0.0017682450847643029,97,33,11,0.00013329283314376112,0.12814825773239136,4.555212217383087e-05,0.0,1e-12,1e-07
new_balanced,30,2,0.25467675127520867,current_post_tenure,0.0017681707669725817,97,33,11,0.00013327225654098917,0.12814825773239136,4.555212217383087e-05,0.0,1e-12,1e-07
new_balanced,30,3,0.3859547757472442,pre_fertility,0.0013426591413610055,103,31,9,0.0008401807747271966,0.1398974359035492,1.7054524505510926e-05,0.0,1e-12,1e-07
new_balanced,30,3,0.3859547757472442,post_fertility_pre_tenure,0.0010457615305861907,103,31,9,0.0006518704796416625,0.1398974359035492,1.7054524505510926e-05,0.0,1e-12,1e-07
new_balanced,30,3,0.3859547757472442,current_post_tenure,0.0010445717327253789,103,31,9,0.0006518281917644542,0.1398974359035492,1.7054524505510926e-05,0.0,1e-12,1e-07
new_balanced,30,4,0.5849025801382837,pre_fertility,0.0003116082332617,110,26,8,2.6180840407775974e-05,0.12020549178123474,0.04443001747131348,0.0,1e-12,1e-07
