age,age_index,tenure,income_index,z,children_ever_born,dependent_child_state,wealth_index,wealth,mass,gap,consumption,saving,housing,housing_cost,resources,income,child_consumption_requirement,value,baseline_housing,dc,current_surplus,housing_cap_binds,exact_consumption,exact_housing,exact_budget_gap
42.0,6,0,0,0.04352796175135016,3,3,47,0.1627906976744189,2.8034576549182127e-63,0.04116941528815121,0.04,0.06303118481751521,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1381434434.1617284,2.3,0.2716290073670856,1.158039605345107e-05,False,8.488430307179634e-06,2.3000261810080054,0.0
46.0,7,0,0,0.04352796175135016,1,1,47,0.1627906976744189,1.180441297877268e-50,0.04116969688724059,0.04,0.06065453812556916,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1085146124.2913933,2.3,0.2716290073670856,1.1298796964084867e-05,False,8.282018174674208e-06,2.3000255443676023,0.0
46.0,7,0,0,0.04352796175135016,2,1,47,0.1627906976744189,4.378070180268081e-51,0.04116969688724059,0.04,0.06065453812556916,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1085146124.2913933,2.3,0.2716290073670856,1.1298796964084867e-05,False,8.282018174674208e-06,2.3000255443676023,0.0
46.0,7,0,0,0.04352796175135016,2,2,47,0.1627906976744189,8.511122416397407e-57,0.041169925867982626,0.04,0.06065476710631119,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1346064070.1245806,2.3,0.2716290073670856,1.106981622205766e-05,False,8.114175290768265e-06,2.3000250266869795,0.0
46.0,7,0,0,0.04352796175135016,3,1,47,0.1627906976744189,1.5015254867987996e-51,0.04116969688724059,0.04,0.06065453812556916,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1085146124.2913933,2.3,0.2716290073670856,1.1298796964084867e-05,False,8.282018174674208e-06,2.3000255443676023,0.0
46.0,7,0,0,0.04352796175135016,3,2,47,0.1627906976744189,3.5620176257830634e-57,0.041169925867982626,0.04,0.06065476710631119,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1346064070.1245806,2.3,0.2716290073670856,1.106981622205766e-05,False,8.114175290768265e-06,2.3000250266869795,0.0
46.0,7,0,0,0.04352796175135016,3,3,47,0.1627906976744189,1.0443088054779935e-62,0.04116941265074253,0.04,0.06065425388907107,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1412577633.0900435,2.3,0.2716290073670856,1.1583033462173042e-05,False,8.49036352777284e-06,2.30002618697067,0.0
50.0,8,0,0,0.04352796175135016,1,1,47,0.1627906976744189,3.175474961741256e-38,0.04116969596193565,0.04,0.060654537200264196,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1093180534.9733107,2.3,0.2716290073670856,1.1299722269049461e-05,False,8.282696423213255e-06,2.3000255464595356,5.551115123125783e-17
50.0,8,0,0,0.04352796175135016,2,1,47,0.1627906976744189,6.885502249309078e-40,0.04116969596193565,0.04,0.060654537200264196,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1093180534.9733107,2.3,0.2716290073670856,1.1299722269049461e-05,False,8.282696423213255e-06,2.3000255464595356,5.551115123125783e-17
50.0,8,0,0,0.04352796175135016,3,1,47,0.1627906976744189,7.891057876696708e-45,0.04116969596193565,0.04,0.060654537200264196,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1093180534.9733107,2.3,0.2716290073670856,1.1299722269049461e-05,False,8.282696423213255e-06,2.3000255464595356,5.551115123125783e-17
54.0,9,0,0,0.04352796175135016,1,1,47,0.1627906976744189,1.492585397023823e-29,0.041170321689689315,0.04,0.06065516292801789,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1212711878.935142,2.3,0.2716290073670856,1.0673994515354723e-05,False,7.824037979755012e-06,2.3000241318116035,0.0
54.0,9,0,0,0.04352796175135016,2,1,47,0.1627906976744189,1.255614855856135e-29,0.041170321689689315,0.04,0.06065516292801789,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1212711878.935142,2.3,0.2716290073670856,1.0673994515354723e-05,False,7.824037979755012e-06,2.3000241318116035,0.0
54.0,9,0,0,0.04352796175135016,2,2,47,0.1627906976744189,2.355113434975338e-31,0.04117052197002713,0.04,0.060655363208355656,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1496784236.7729774,2.3,0.2716290073670856,1.0473714177589022e-05,False,7.677232492172754e-06,2.300023679016975,0.0
54.0,9,0,0,0.04352796175135016,3,1,47,0.1627906976744189,8.891026222694271e-30,0.041170321689689315,0.04,0.06065516292801789,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1212711878.935142,2.3,0.2716290073670856,1.0673994515354723e-05,False,7.824037979755012e-06,2.3000241318116035,0.0
54.0,9,0,0,0.04352796175135016,3,2,47,0.1627906976744189,3.0086512300328626e-31,0.04117052197002713,0.04,0.060655363208355656,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1496784236.7729774,2.3,0.2716290073670856,1.0473714177589022e-05,False,7.677232492172754e-06,2.300023679016975,0.0
54.0,9,0,0,0.04352796175135016,3,3,47,0.1627906976744189,2.5657865441146565e-33,0.04117002767794525,0.04,0.06065486891627379,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1565689791.5491035,2.3,0.2716290073670856,1.0968006259458318e-05,False,8.039548588182948e-06,2.3000247965145886,0.0
58.0,10,0,0,0.04352796175135016,1,1,47,0.1627906976744189,4.913507518956849e-30,0.041170374873307436,0.04,0.0527321218081847,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1215835061.0950818,2.3,0.2716290073670856,1.0620810897261912e-05,False,7.78505438769298e-06,2.3000240115738566,5.551115123125783e-17
58.0,10,0,0,0.04352796175135016,2,1,47,0.1627906976744189,6.178721027372653e-30,0.041170374873307436,0.04,0.0527321218081847,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1215835061.0950818,2.3,0.2716290073670856,1.0620810897261912e-05,False,7.78505438769298e-06,2.3000240115738566,5.551115123125783e-17
58.0,10,0,0,0.04352796175135016,2,2,47,0.1627906976744189,8.06678216029127e-32,0.04117058155667136,0.04,0.05273232849154865,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1486015050.1938546,2.3,0.2716290073670856,1.0414127533310558e-05,False,7.633555481916639e-06,2.3000235443032397,-5.551115123125783e-17
58.0,10,0,0,0.04352796175135016,3,1,47,0.1627906976744189,5.4363932834946364e-30,0.041170374873307436,0.04,0.0527321218081847,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1215835061.0950818,2.3,0.2716290073670856,1.0620810897261912e-05,False,7.78505438769298e-06,2.3000240115738566,5.551115123125783e-17
58.0,10,0,0,0.04352796175135016,3,2,47,0.1627906976744189,1.2971929216580273e-31,0.04117058155667136,0.04,0.05273232849154865,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1486015050.1938546,2.3,0.2716290073670856,1.0414127533310558e-05,False,7.633555481916639e-06,2.3000235443032397,-5.551115123125783e-17
58.0,10,0,0,0.04352796175135016,3,3,47,0.1627906976744189,7.178824005855562e-34,0.04117009437632241,0.04,0.052731841311199686,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1546069750.0748444,2.3,0.2716290073670856,1.090130788227589e-05,False,7.990658677708227e-06,2.3000246457226177,0.0
