age,age_index,tenure,income_index,z,children_ever_born,dependent_child_state,wealth_index,wealth,mass,gap,consumption,saving,housing,housing_cost,resources,income,child_consumption_requirement,value
26.0,2,0,0,0.04352796175135016,1,1,47,0.1627906976744189,2.983396931222978e-25,0.04117318615748272,0.04,0.03926567277649275,2.3099999999999996,0.27281000305129033,0.3109024896703003,0.13469260315867213,0.0,-2649459394.6101136
26.0,2,0,0,0.04352796175135016,2,1,47,0.1627906976744189,6.229119835660179e-32,0.04117318615748272,0.04,0.03926567277649273,2.3099999999999996,0.27281000305129033,0.3109024896703003,0.13469260315867213,0.0,-2649459394.6373734
26.0,2,0,0,0.04352796175135016,2,2,47,0.1627906976744189,4.737815366080378e-33,0.04117331865386065,0.04,0.03926580527287066,2.3099999999999996,0.27281000305129033,0.3109024896703003,0.13469260315867213,0.0,-3246843049.030114
26.0,2,0,1,0.05792653968743761,1,1,47,0.1627906976744189,1.1933587724891912e-24,0.04117318615748272,0.04,0.08382052593210794,2.3099999999999996,0.27281000305129033,0.3554573428259155,0.1792474563142873,0.0,-1739190289.6904185
26.0,2,0,1,0.05792653968743761,2,1,47,0.1627906976744189,2.4916479342640717e-31,0.04117318615748272,0.04,0.08382052593210793,2.3099999999999996,0.27281000305129033,0.3554573428259155,0.1792474563142873,0.0,-1739190289.7200348
26.0,2,0,1,0.05792653968743761,2,2,47,0.1627906976744189,1.8951261464321513e-32,0.04117331865386065,0.04,0.08382065842848585,2.3099999999999996,0.27281000305129033,0.3554573428259155,0.1792474563142873,0.0,-2139930462.0299923
30.0,3,0,0,0.04352796175135016,1,1,47,0.1627906976744189,4.424063285680051e-29,0.04116970011703719,0.04,0.0392621867360472,2.3099999999999996,0.27281000305129033,0.3109024896703003,0.13469260315867213,0.0,-1288419983.1756322
30.0,3,0,0,0.04352796175135016,2,1,47,0.1627906976744189,1.3971773469731871e-44,0.04116970011703719,0.04,0.03926218673604719,2.3099999999999996,0.27281000305129033,0.3109024896703003,0.13469260315867213,0.0,-1288419983.1852412
30.0,3,0,0,0.04352796175135016,2,2,47,0.1627906976744189,3.3643076370914615e-48,0.04116992973056355,0.04,0.039262416349573545,2.3099999999999996,0.27281000305129033,0.3109024896703003,0.13469260315867213,0.0,-1593741658.9633067
30.0,3,0,0,0.04352796175135016,3,1,47,0.1627906976744189,7.656882612829512e-47,0.041169700117037245,0.04,0.03926218673604728,2.3099999999999996,0.27281000305129033,0.3109024896703003,0.13469260315867213,0.0,-1288419983.310227
30.0,3,0,0,0.04352796175135016,3,2,47,0.1627906976744189,5.419946268119481e-50,0.041169929730563604,0.04,0.03926241634957362,2.3099999999999996,0.27281000305129033,0.3109024896703003,0.13469260315867213,0.0,-1593741659.1217082
30.0,3,0,0,0.04352796175135016,3,3,47,0.1627906976744189,7.156614060689194e-54,0.04116941715187217,0.04,0.03926190377088217,2.3099999999999996,0.27281000305129033,0.3109024896703003,0.13469260315867213,0.0,-1669727912.5610967
30.0,3,0,1,0.05792653968743761,2,2,47,0.1627906976744189,1.3457230548365846e-47,0.04116992973056355,0.04,0.08381726950518874,2.3099999999999996,0.27281000305129033,0.3554573428259155,0.1792474563142873,0.0,-1060993267.1846633
30.0,3,0,1,0.05792653968743761,3,2,47,0.1627906976744189,2.1679785072477923e-49,0.041169929730563604,0.04,0.08381726950518882,2.3099999999999996,0.27281000305129033,0.3554573428259155,0.1792474563142873,0.0,-1060993267.3353325
30.0,3,0,1,0.05792653968743761,3,3,47,0.1627906976744189,2.8626456242756774e-53,0.04116941715187217,0.04,0.08381675692649737,2.3099999999999996,0.27281000305129033,0.3554573428259155,0.1792474563142873,0.0,-1114966465.086547
34.0,4,0,0,0.04352796175135016,1,1,47,0.1627906976744189,9.125801129184638e-30,0.04116969995638686,0.04,0.06303146948575082,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1056382418.3470896
34.0,4,0,0,0.04352796175135016,2,1,47,0.1627906976744189,2.240427810701954e-34,0.04116969995638686,0.04,0.06303146948575082,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1056382418.3479278
34.0,4,0,0,0.04352796175135016,2,2,47,0.1627906976744189,2.3111449399103796e-48,0.04116992951883219,0.04,0.06303169904819615,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1309675222.2682738
34.0,4,0,0,0.04352796175135016,3,1,47,0.1627906976744189,5.715700957894274e-47,0.041169699956386974,0.04,0.06303146948575093,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1056382418.4124851
34.0,4,0,0,0.04352796175135016,3,2,47,0.1627906976744189,2.257975883239041e-50,0.041169929518832304,0.04,0.06303169904819628,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1309675222.3506312
34.0,4,0,0,0.04352796175135016,3,3,47,0.1627906976744189,1.8502679091173032e-54,0.04116941688489684,0.04,0.0630311864142608,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1373955156.1827424
38.0,5,0,0,0.04352796175135016,1,1,47,0.1627906976744189,1.4728237687614845e-23,0.041169699234061,0.04,0.06303146876342497,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1056953151.0607699
38.0,5,0,0,0.04352796175135016,2,1,47,0.1627906976744189,1.021823139353841e-26,0.041169699234061,0.04,0.06303146876342497,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1056953151.0607699
38.0,5,0,0,0.04352796175135016,2,2,47,0.1627906976744189,1.275452771770971e-58,0.04116992862618096,0.04,0.06303169815554495,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1310556936.2504597
38.0,5,0,0,0.04352796175135016,3,1,47,0.1627906976744189,6.660372534466439e-29,0.04116969923406116,0.04,0.06303146876342512,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1056953151.0909315
38.0,5,0,0,0.04352796175135016,3,2,47,0.1627906976744189,1.3885073474579199e-58,0.04116992862618113,0.04,0.06303169815554509,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1310556936.287686
38.0,5,0,0,0.04352796175135016,3,3,47,0.1627906976744189,4.424632400998662e-64,0.04116941581495803,0.04,0.06303118534432199,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1375007178.248339
42.0,6,0,0,0.04352796175135016,1,1,47,0.1627906976744189,3.973887640037763e-24,0.04116969884667032,0.04,0.06303146837603428,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1061016957.4693931
42.0,6,0,0,0.04352796175135016,2,1,47,0.1627906976744189,8.823464149295547e-27,0.04116969884667032,0.04,0.06303146837603428,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1061016957.4693931
42.0,6,0,0,0.04352796175135016,2,2,47,0.1627906976744189,1.4912102010270238e-57,0.04116992817118087,0.04,0.06303169770054483,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1316290109.1996934
42.0,6,0,0,0.04352796175135016,3,1,47,0.1627906976744189,1.4979210813787857e-28,0.04116969884667032,0.04,0.06303146837603428,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1061016957.4693931
42.0,6,0,0,0.04352796175135016,3,2,47,0.1627906976744189,8.901906515729977e-58,0.04116992817118087,0.04,0.06303169770054483,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1316290109.1996934
42.0,6,0,0,0.04352796175135016,3,3,47,0.1627906976744189,2.8034576549182127e-63,0.04116941528815121,0.04,0.06303118481751521,2.3099999999999996,0.27281000305129033,0.3346717725806543,0.15846188606902603,0.0,-1381434434.1617284
46.0,7,0,0,0.04352796175135016,1,1,47,0.1627906976744189,1.180441297877268e-50,0.04116969688724059,0.04,0.06065453812556916,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1085146124.2913933
46.0,7,0,0,0.04352796175135016,2,1,47,0.1627906976744189,4.378070180268081e-51,0.04116969688724059,0.04,0.06065453812556916,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1085146124.2913933
46.0,7,0,0,0.04352796175135016,2,2,47,0.1627906976744189,8.511122416397407e-57,0.041169925867982626,0.04,0.06065476710631119,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1346064070.1245806
46.0,7,0,0,0.04352796175135016,3,1,47,0.1627906976744189,1.5015254867987996e-51,0.04116969688724059,0.04,0.06065453812556916,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1085146124.2913933
46.0,7,0,0,0.04352796175135016,3,2,47,0.1627906976744189,3.5620176257830634e-57,0.041169925867982626,0.04,0.06065476710631119,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1346064070.1245806
46.0,7,0,0,0.04352796175135016,3,3,47,0.1627906976744189,1.0443088054779935e-62,0.04116941265074253,0.04,0.06065425388907107,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1412577633.0900435
50.0,8,0,0,0.04352796175135016,1,1,47,0.1627906976744189,3.175474961741256e-38,0.04116969596193565,0.04,0.060654537200264196,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1093180534.9733107
50.0,8,0,0,0.04352796175135016,2,1,47,0.1627906976744189,6.885502249309078e-40,0.04116969596193565,0.04,0.060654537200264196,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1093180534.9733107
50.0,8,0,0,0.04352796175135016,3,1,47,0.1627906976744189,7.891057876696708e-45,0.04116969596193565,0.04,0.060654537200264196,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1093180534.9733107
54.0,9,0,0,0.04352796175135016,1,1,47,0.1627906976744189,1.492585397023823e-29,0.041170321689689315,0.04,0.06065516292801789,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1212711878.935142
54.0,9,0,0,0.04352796175135016,2,1,47,0.1627906976744189,1.255614855856135e-29,0.041170321689689315,0.04,0.06065516292801789,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1212711878.935142
54.0,9,0,0,0.04352796175135016,2,2,47,0.1627906976744189,2.355113434975338e-31,0.04117052197002713,0.04,0.060655363208355656,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1496784236.7729774
54.0,9,0,0,0.04352796175135016,3,1,47,0.1627906976744189,8.891026222694271e-30,0.041170321689689315,0.04,0.06065516292801789,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1212711878.935142
54.0,9,0,0,0.04352796175135016,3,2,47,0.1627906976744189,3.0086512300328626e-31,0.04117052197002713,0.04,0.060655363208355656,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1496784236.7729774
54.0,9,0,0,0.04352796175135016,3,3,47,0.1627906976744189,2.5657865441146565e-33,0.04117002767794525,0.04,0.06065486891627379,2.3099999999999996,0.27281000305129033,0.33229484428961886,0.15608495777799064,0.0,-1565689791.5491035
58.0,10,0,0,0.04352796175135016,1,1,47,0.1627906976744189,4.913507518956849e-30,0.041170374873307436,0.04,0.0527321218081847,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1215835061.0950818
58.0,10,0,0,0.04352796175135016,2,1,47,0.1627906976744189,6.178721027372653e-30,0.041170374873307436,0.04,0.0527321218081847,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1215835061.0950818
58.0,10,0,0,0.04352796175135016,2,2,47,0.1627906976744189,8.06678216029127e-32,0.04117058155667136,0.04,0.05273232849154865,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1486015050.1938546
58.0,10,0,0,0.04352796175135016,3,1,47,0.1627906976744189,5.4363932834946364e-30,0.041170374873307436,0.04,0.0527321218081847,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1215835061.0950818
58.0,10,0,0,0.04352796175135016,3,2,47,0.1627906976744189,1.2971929216580273e-31,0.04117058155667136,0.04,0.05273232849154865,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1486015050.1938546
58.0,10,0,0,0.04352796175135016,3,3,47,0.1627906976744189,7.178824005855562e-34,0.04117009437632241,0.04,0.052731841311199686,2.3099999999999996,0.27281000305129033,0.3243717499861676,0.14816186347453933,0.0,-1546069750.0748444
