coefficient_i,coefficient_j,covariance
L0event,L0event,.0202571181158326
L0event,L1event,.0058303854326586
L0event,L2event,.0108345635465999
L0event,L3event,.0049619513513775
L0event,L4event,.0104882434861966
L0event,L5event,.0050106546867109
L0event,L6event,.0101710586437298
L0event,L7event,.0050716095061014
L0event,L8event,.0090362214006486
L0event,L9event,.0043521647526149
L0event,L10event,.0087548666789823
L0event,L11event,.0056638678603953
L0event,F1event,.0060811541677879
L0event,F3event,.0045428093704
L0event,F4event,.0092889329035408
L0event,F5event,.0056183289085564
L0event,F7event,.0075019701939969
L1event,L0event,.0058303854326586
L1event,L1event,.0242210521742488
L1event,L2event,.0064507189537651
L1event,L3event,.0132320735633163
L1event,L4event,.0063363460923775
L1event,L5event,.0120814997325697
L1event,L6event,.0060179537495728
L1event,L7event,.0115269038134245
L1event,L8event,.0053378709210983
L1event,L9event,.0101237309653082
L1event,L10event,.0056455418727293
L1event,L11event,.0071949043476013
L1event,F1event,.0113295116836445
L1event,F3event,.0108597099278331
L1event,F4event,.0041168286382482
L1event,F5event,.0119536104656453
L1event,F7event,.0025755997137799
L2event,L0event,.0108345635465999
L2event,L1event,.0064507189537651
L2event,L2event,.0235231190438722
L2event,L3event,.0061528373340262
L2event,L4event,.0128860271121468
L2event,L5event,.0060720764615638
L2event,L6event,.0120064572963903
L2event,L7event,.0060474568758232
L2event,L8event,.0101706008674567
L2event,L9event,.0053180546800457
L2event,L10event,.0104362811196965
L2event,L11event,.0072096741671048
L2event,F1event,.0056306562830686
L2event,F3event,.004924543688127
L2event,F4event,.0096843993933925
L2event,F5event,.0053938804819898
L2event,F7event,.0073619140748988
L3event,L0event,.0049619513513775
L3event,L1event,.0132320735633163
L3event,L2event,.0061528373340262
L3event,L3event,.0258658737395944
L3event,L4event,.0070296851785592
L3event,L5event,.0141338467710733
L3event,L6event,.006662561610391
L3event,L7event,.0135485685233565
L3event,L8event,.0057034085240542
L3event,L9event,.0115293848768766
L3event,L10event,.0058668071456377
L3event,L11event,.0083670989724832
L3event,F1event,.0113197290025092
L3event,F3event,.0108094981097767
L3event,F4event,.0036642285393467
L3event,F5event,.0112950649737467
L3event,F7event,.0016792441790453
L4event,L0event,.0104882434861966
L4event,L1event,.0063363460923775
L4event,L2event,.0128860271121468
L4event,L3event,.0070296851785592
L4event,L4event,.024742597522631
L4event,L5event,.007441044236773
L4event,L6event,.0137098454882152
L4event,L7event,.0072687870596813
L4event,L8event,.0125476572878394
L4event,L9event,.0064599963282056
L4event,L10event,.012125545175797
L4event,L11event,.0087056355405138
L4event,F1event,.0058701048023629
L4event,F3event,.0053315359863925
L4event,F4event,.0091556949338712
L4event,F5event,.0057885789230749
L4event,F7event,.0064188550178107
L5event,L0event,.0050106546867109
L5event,L1event,.0120814997325697
L5event,L2event,.0060720764615638
L5event,L3event,.0141338467710733
L5event,L4event,.007441044236773
L5event,L5event,.0261686784408522
L5event,L6event,.0080158088844559
L5event,L7event,.0153639448227618
L5event,L8event,.0069243822388854
L5event,L9event,.0129074956967975
L5event,L10event,.0074845506603656
L5event,L11event,.0100386839273273
L5event,F1event,.0106054839813034
L5event,F3event,.0102041236201141
L5event,F4event,.0034305501416459
L5event,F5event,.0102049245084252
L5event,F7event,.0007252653574529
L6event,L0event,.0101710586437298
L6event,L1event,.0060179537495728
L6event,L2event,.0120064572963903
L6event,L3event,.006662561610391
L6event,L4event,.0137098454882152
L6event,L5event,.0080158088844559
L6event,L6event,.027592766418522
L6event,L7event,.008417868582666
L6event,L8event,.0145065091242159
L6event,L9event,.0078697265266396
L6event,L10event,.0141353833864024
L6event,L11event,.0105657245292981
L6event,F1event,.0057549442690868
L6event,F3event,.0051841835267376
L6event,F4event,.0088280621650081
L6event,F5event,.0052481784620178
L6event,F7event,.0050979183353545
L7event,L0event,.0050716095061014
L7event,L1event,.0115269038134245
L7event,L2event,.0060474568758232
L7event,L3event,.0135485685233565
L7event,L4event,.0072687870596813
L7event,L5event,.0153639448227618
L7event,L6event,.008417868582666
L7event,L7event,.0258627641872081
L7event,L8event,.0084053654338787
L7event,L9event,.0149675012900391
L7event,L10event,.0084354840919773
L7event,L11event,.0114765469166271
L7event,F1event,.0105576678308987
L7event,F3event,.0092771683332629
L7event,F4event,.0029250509265544
L7event,F5event,.008825848156123
L7event,F7event,.0001864015461736
L8event,L0event,.0090362214006486
L8event,L1event,.0053378709210983
L8event,L2event,.0101706008674567
