measurement,own_rate_2534,interpretation
production_whole_nodes,0.324471374038593,unchanged model age_to_index aggregation
cells_start_at_node,0.2788104714030141,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3247066470640107,diagnostic uniform density within each four-year cell
