coefficient_i,coefficient_j,covariance
L0event,L0event,.0172205420141103
L0event,L1event,.0052467131270224
L0event,L2event,.0095156815828609
L0event,L3event,.0045133685644097
L0event,L4event,.0087386751926365
L0event,L5event,.0043102381479055
L0event,L6event,.0082371687322981
L0event,L7event,.0042855063390712
L0event,L8event,.0076286426335797
L0event,L9event,.0043141560282471
L0event,L10event,.0072786529908486
L0event,L11event,.0049846657491214
L0event,F1event,.0044183859227674
L0event,F3event,.0040957894128259
L0event,F4event,.007777601398665
L0event,F5event,.0040543056052108
L0event,F7event,.0054556104412375
L1event,L0event,.0052467131270224
L1event,L1event,.0241011046546223
L1event,L2event,.0056025089133535
L1event,L3event,.0135687542915845
L1event,L4event,.0052082392652514
L1event,L5event,.0136463188601576
L1event,L6event,.0051730083283063
L1event,L7event,.0125986751865225
L1event,L8event,.0046779320035061
L1event,L9event,.0118171904511795
L1event,L10event,.0045713640291603
L1event,L11event,.0069718703806816
L1event,F1event,.0139901179204033
L1event,F3event,.0128137483906491
L1event,F4event,.0030551200512792
L1event,F5event,.0110952336614988
L1event,F7event,.0036227816892416
L2event,L0event,.0095156815828609
L2event,L1event,.0056025089133535
L2event,L2event,.0216036819567699
L2event,L3event,.0056078454459151
L2event,L4event,.0113890089253435
L2event,L5event,.0055786341468381
L2event,L6event,.0099716393113159
L2event,L7event,.0049224027848751
L2event,L8event,.0092588090712922
L2event,L9event,.0051240008198188
L2event,L10event,.0089347411267379
L2event,L11event,.0063465650273426
L2event,F1event,.0046811456948823
L2event,F3event,.0040039494516469
L2event,F4event,.007770559490617
L2event,F5event,.0039752904109424
L2event,F7event,.005324651729337
L3event,L0event,.0045133685644097
L3event,L1event,.0135687542915845
L3event,L2event,.0056078454459151
L3event,L3event,.024097947230565
L3event,L4event,.0057382719441992
L3event,L5event,.015273414461623
L3event,L6event,.0058359370416608
L3event,L7event,.0142919978954271
L3event,L8event,.005605259931919
L3event,L9event,.013114967535359
L3event,L10event,.0052978811704961
L3event,L11event,.0080674959343166
L3event,F1event,.0125906385444741
L3event,F3event,.0119234581106143
L3event,F4event,.003041095139059
L3event,F5event,.0110888234097103
L3event,F7event,.0030396219434598
L4event,L0event,.0087386751926365
L4event,L1event,.0052082392652514
L4event,L2event,.0113890089253435
L4event,L3event,.0057382719441992
L4event,L4event,.0221724306928953
L4event,L5event,.0062900937284006
L4event,L6event,.011699631575603
L4event,L7event,.0059740486519805
L4event,L8event,.0103100775984733
L4event,L9event,.0059790553654541
L4event,L10event,.0099122701749333
L4event,L11event,.0076106352722488
L4event,F1event,.0045206178261713
L4event,F3event,.0039637571285833
L4event,F4event,.0077290642735514
L4event,F5event,.0040193547371568
L4event,F7event,.0048975503222059
L5event,L0event,.0043102381479055
L5event,L1event,.0136463188601576
L5event,L2event,.0055786341468381
L5event,L3event,.015273414461623
L5event,L4event,.0062900937284006
L5event,L5event,.0276212597684004
L5event,L6event,.0068080187670612
L5event,L7event,.0163469877195175
L5event,L8event,.006448644968507
L5event,L9event,.0148390968891014
L5event,L10event,.0061890251336307
L5event,L11event,.0093427141975655
L5event,F1event,.0127003152956958
L5event,F3event,.0113055786054775
L5event,F4event,.0026524139879121
L5event,F5event,.0107143183274883
L5event,F7event,.002587773730614
L6event,L0event,.0082371687322981
L6event,L1event,.0051730083283063
L6event,L2event,.0099716393113159
L6event,L3event,.0058359370416608
L6event,L4event,.011699631575603
L6event,L5event,.0068080187670612
L6event,L6event,.0252553607654286
L6event,L7event,.0073195994143445
L6event,L8event,.0122720470130679
L6event,L9event,.0071891341958826
L6event,L10event,.0122475270606016
L6event,L11event,.0092776270368174
L6event,F1event,.0046066258586804
L6event,F3event,.0037416426083322
L6event,F4event,.00687454038887
L6event,F5event,.003529830922774
L6event,F7event,.0034225673556622
L7event,L0event,.0042855063390712
L7event,L1event,.0125986751865225
L7event,L2event,.0049224027848751
L7event,L3event,.0142919978954271
L7event,L4event,.0059740486519805
L7event,L5event,.0163469877195175
L7event,L6event,.0073195994143445
L7event,L7event,.027713745939014
L7event,L8event,.0072951608472412
L7event,L9event,.0169027887672164
L7event,L10event,.0073353899569147
L7event,L11event,.0109469682954168
L7event,F1event,.0112777667802443
L7event,F3event,.0101716773572357
L7event,F4event,.0027609506799617
L7event,F5event,.0094324081424956
L7event,F7event,.0023052908424439
L8event,L0event,.0076286426335797
L8event,L1event,.0046779320035061
L8event,L2event,.0092588090712922
L8event,L3event,.005605259931919
L8event,L4event,.0103100775984733
L8event,L5event,.006448644968507
L8event,L6event,.0122720470130679
L8event,L7event,.0072951608472412
L8event,L8event,.0234882217646222
L8event,L9event,.0080626153008826
L8event,L10event,.0136210292716664
L8event,L11event,.0099626499251649
L8event,F1event,.003921118745767
L8event,F3event,.0031980071333688
L8event,F4event,.0057693735614601
L8event,F5event,.0033520092117381
L8event,F7event,.0021793327310225
L9event,L0event,.0043141560282471
L9event,L1event,.0118171904511795
L9event,L2event,.0051240008198188
L9event,L3event,.013114967535359
L9event,L4event,.0059790553654541
L9event,L5event,.0148390968891014
L9event,L6event,.0071891341958826
L9event,L7event,.0169027887672164
L9event,L8event,.0080626153008826
L9event,L9event,.0279641025594763
L9event,L10event,.0084736695890588
L9event,L11event,.0118030638148876
L9event,F1event,.0108723532340414
L9event,F3event,.009115455769559
L9event,F4event,.0023590769816301
L9event,F5event,.0082527856905418
L9event,F7event,.0025187260091247
L10event,L0event,.0072786529908486
L10event,L1event,.0045713640291603
L10event,L2event,.0089347411267379
L10event,L3event,.0052978811704961
L10event,L4event,.0099122701749333
L10event,L5event,.0061890251336307
L10event,L6event,.0122475270606016
L10event,L7event,.0073353899569147
L10event,L8event,.0136210292716664
L10event,L9event,.0084736695890588
L10event,L10event,.0244163822797421
L10event,L11event,.0109162364403422
L10event,F1event,.003860899579719
L10event,F3event,.0029202682771853
L10event,F4event,.0051946334403678
L10event,F5event,.0027282054074621
L10event,F7event,.0020423607218171
L11event,L0event,.0049846657491214
L11event,L1event,.0069718703806816
L11event,L2event,.0063465650273426
L11event,L3event,.0080674959343166
L11event,L4event,.0076106352722488
L11event,L5event,.0093427141975655
L11event,L6event,.0092776270368174
L11event,L7event,.0109469682954168
L11event,L8event,.0099626499251649
L11event,L9event,.0118030638148876
L11event,L10event,.0109162364403422
L11event,L11event,.0145535991048102
L11event,F1event,.005693163371901
L11event,F3event,.0043397994128503
L11event,F4event,.0028981046180572
L11event,F5event,.0036510434048374
L11event,F7event,.0009628205500865
F1event,L0event,.0044183859227674
F1event,L1event,.0139901179204033
F1event,L2event,.0046811456948823
F1event,L3event,.0125906385444741
F1event,L4event,.0045206178261713
F1event,L5event,.0127003152956958
F1event,L6event,.0046066258586804
F1event,L7event,.0112777667802443
F1event,L8event,.003921118745767
F1event,L9event,.0108723532340414
F1event,L10event,.003860899579719
F1event,L11event,.005693163371901
F1event,F1event,.0285477583956309
F1event,F3event,.0141775754363419
F1event,F4event,.0031826578447115
F1event,F5event,.0119527499643158
F1event,F7event,.0039087177109846
F3event,L0event,.0040957894128259
F3event,L1event,.0128137483906491
F3event,L2event,.0040039494516469
F3event,L3event,.0119234581106143
F3event,L4event,.0039637571285833
F3event,L5event,.0113055786054775
F3event,L6event,.0037416426083322
F3event,L7event,.0101716773572357
F3event,L8event,.0031980071333688
F3event,L9event,.009115455769559
F3event,L10event,.0029202682771853
F3event,L11event,.0043397994128503
F3event,F1event,.0141775754363419
F3event,F3event,.0310076943583835
F3event,F4event,.0039447203301596
F3event,F5event,.0134084411727849
F3event,F7event,.0038403169757424
F4event,L0event,.007777601398665
F4event,L1event,.0030551200512792
F4event,L2event,.007770559490617
F4event,L3event,.003041095139059
F4event,L4event,.0077290642735514
F4event,L5event,.0026524139879121
F4event,L6event,.00687454038887
F4event,L7event,.0027609506799617
F4event,L8event,.0057693735614601
F4event,L9event,.0023590769816301
F4event,L10event,.0051946334403678
F4event,L11event,.0028981046180572
F4event,F1event,.0031826578447115
F4event,F3event,.0039447203301596
F4event,F4event,.0377777134360696
F4event,F5event,.0034551970981248
F4event,F7event,.008637012218752
F5event,L0event,.0040543056052108
F5event,L1event,.0110952336614988
F5event,L2event,.0039752904109424
F5event,L3event,.0110888234097103
F5event,L4event,.0040193547371568
F5event,L5event,.0107143183274883
F5event,L6event,.003529830922774
F5event,L7event,.0094324081424956
F5event,L8event,.0033520092117381
F5event,L9event,.0082527856905418
F5event,L10event,.0027282054074621
F5event,L11event,.0036510434048374
F5event,F1event,.0119527499643158
F5event,F3event,.0134084411727849
