moment_group,window,mean_center,mean_periphery,mean_ratio_c_to_p,median_center,median_periphery,median_ratio_c_to_p,mean_rent_per_room_center,mean_rent_per_room_periphery,mean_rent_per_room_ratio_c_to_p,median_rent_per_room_center,median_rent_per_room_periphery,median_rent_per_room_ratio_c_to_p
rent,22_45,1388.78261480077,1374.02901819692,1.01073747090379,1200,1300,0.923076923076923,400.209432953605,344.035926785806,1.16327802358494,300,283.333333333333,1.05882352941176
rent,22_55,1361.98503656778,1377.88327998969,0.988461835880593,1200,1300,0.923076923076923,387.123238768356,339.405464955593,1.14059223772076,300,283.333333333333,1.05882352941176
rent,30_55,1340.63162680236,1396.41200336475,0.960054499368396,1200,1300,0.923076923076923,373.853724606478,333.688240614409,1.12036829322518,283.333333333333,280,1.01190476190476
