mms_location,obs,pop_weight,owner_rate,renter_rate,mean_rooms,mean_rent,mean_rti,has_child_u18_rate,has_youngchild_rate,has_children_rate,childless_rate,newparent_rate,pop_share
center,1028415,126320270,0.39781444419015255,0.6021855558098475,5.085746396837182,844.6623459718697,1.3818840232740357,0.35936623631345943,0.1815061193266924,0.3767774324738223,0.6232225675261777,0.07234374974024359,0.37167331322582653
periphery,1730638,213548818,0.6196372531549202,0.3803627468450797,6.199559086297541,509.09570882288847,1.617977173549229,0.47670340652505977,0.22520482412597573,0.4946036975957413,0.5053963024042587,0.08610692942351009,0.6283266867741735
