moment_group,window,any_move_rate,within_cbsa_move_rate,across_cbsa_move_rate,within_share_among_movers
moves,22_45,0.188643641523959,0.130005536494022,0.0349788700514639,0.689159387741727
moves,25_45,0.178444155553154,0.124969123560677,0.0316980463641127,0.700326234688322
moves,30_55,0.128206359030663,0.0912295931553862,0.0213532219109414,0.711583995093153
