moment_group,window,overall,center,periphery,p_minus_c,parent_minus_nochildren,newparent_minus_nochildren
ownership,22_45,0.537604894334617,0.437236488300523,0.61963725315492,0.182400764854398,0.103014174669885,0.101923749009118
ownership,30_45,0.578798580138318,0.480962553523997,0.654882945331211,0.173920391807214,0.11791344053053,0.16491161354257
ownership,30_55,0.627265269014342,0.528689032697602,0.699164351976025,0.170475319278422,0.106594222268695,0.109831888890698
