case_id,first_child_term,per_child_slope,loss,first_birth_rooms,large_family_rooms_gap,mean_rooms,ownership,parent_ownership_gap,treated_rooms,control_rooms,old_intercept,new_intercept,occupied_value_drops,budget_excess_share
1,0.525,0.23062185827671822,21.411270118916256,0.4830939858899672,0.36774857114687176,6.335234440600897,0.5462589664471057,0.1692971910512162,5.815034074170694,5.331940088280727,0.2954512667489339,-0.03142963043649305,0,6.094737205864064e-09
2,0.55,0.23131061975236636,21.110593703821205,0.49232850546503837,0.36766849182736117,6.340112013753719,0.5458357726902752,0.17142284083993686,5.828086109874,5.335757604408962,0.29688145390901116,-0.029999443276415794,0,4.617563914512583e-09
3,0.575,0.2319993812280146,20.81241375029484,0.5040524536930526,0.3676706144960633,6.344530882545115,0.5454005562068193,0.17354613669432645,5.841000071447994,5.336947617754942,0.2983233766052608,-0.02855752058016614,0,3.623184766158803e-09
4,0.6,0.23268814270366286,20.695274279625117,0.5157782239938484,0.3675410209688197,6.349114575537233,0.544967160971465,0.17572428659222455,5.85415710991177,5.338378885917922,0.2997752448535117,-0.027105652331915253,0,2.1598056830650276e-09
