case,moment,target,model,gap,weight,loss_contribution,descriptive_fixed_psi
no_receipt,initial_normalization,2.1,2.1259401743299025,0.025940174329902366,,,True
no_receipt,cps_childlessness,0.19827875100684264,0.1750167313826272,-0.023262019624215452,35532.3042455214,19.22729579704133,True
no_receipt,cps_exactly_one,0.21365532522014702,0.22811683800103896,0.014461512780891944,26952.820824310795,5.636787668110653,True
no_receipt,nchs_mean_age,25.976263860992496,26.19011610814313,0.21385224715063345,139.82806784479274,6.394726769542654,True
no_receipt,nchs_share30,0.2492780130410667,0.2389086968166633,-0.010369316224403402,13866.065434728798,1.4909170568425492,True
no_receipt,wealth_earnings,6.92658379107299,6.054321234312852,-0.8722625567601385,7.595098472533724,5.778669668432294,True
no_receipt,bequest_wealth,0.007291023472616158,0.007072874743370464,-0.00021814872924569382,5165289.256198346,0.2458102689644164,True
no_receipt,old_dispersion,3.51593508651872,3.000285447078229,-0.515649639440491,10.616361531535473,2.822832679019803,True
no_receipt,mean_rooms,5.607885960068579,6.553247277295357,0.9453613172267783,128.02070205233477,114.41312816412422,True
no_receipt,ownership_30_55,0.6762604168538028,0.7555547782593506,0.0792943614055478,2339.3623724673616,14.708964912505136,True
no_receipt,first_birth_rooms,1.465,0.794260289916684,-0.6707397100833161,137.5652749002964,61.88948345855669,True
no_receipt,family_rooms,0.38509964969278165,0.21927227969568275,-0.1658273699970989,280.52808370152104,7.714162283313738,True
no_receipt,recent_parent_ownership,0.12760836356692162,0.07983951894477226,-0.047768844622149365,27055.822957508266,61.737668260746545,True
conditional_mean,initial_normalization,2.1,2.2172230305583023,0.11722303055830219,,,True
conditional_mean,cps_childlessness,0.19827875100684264,0.14544206361445633,-0.05283668739238631,35532.3042455214,99.19608574238244,True
conditional_mean,cps_exactly_one,0.21365532522014702,0.22091548137764283,0.007260156157495812,26952.820824310795,1.420679612546965,True
conditional_mean,nchs_mean_age,25.976263860992496,26.121594567223813,0.1453307062313165,139.82806784479274,2.9533106028300042,True
conditional_mean,nchs_share30,0.2492780130410667,0.23509850331871807,-0.014179509722348632,13866.065434728798,2.7878902612751997,True
conditional_mean,wealth_earnings,6.92658379107299,5.960960927982108,-0.9656228630908821,7.595098472533724,7.0818787852322975,True
conditional_mean,bequest_wealth,0.007291023472616158,0.00729368459642277,2.6611238066118204e-06,5165289.256198346,3.6578408647294336e-05,True
conditional_mean,old_dispersion,3.51593508651872,2.888754848358008,-0.6271802381607121,10.616361531535473,4.175999433150726,True
conditional_mean,mean_rooms,5.607885960068579,6.723642073046461,1.1157561129778824,128.02070205233477,159.37447029412274,True
conditional_mean,ownership_30_55,0.6762604168538028,0.7346126208037416,0.058352203949938786,2339.3623724673616,7.965481402799186,True
conditional_mean,first_birth_rooms,1.465,0.7328038625364437,-0.7321961374635564,137.5652749002964,73.75028236509067,True
conditional_mean,family_rooms,0.38509964969278165,0.2002823721697684,-0.18481727752301325,280.52808370152104,9.582117279879194,True
conditional_mean,recent_parent_ownership,0.12760836356692162,0.03035915690469604,-0.09724920666222558,27055.822957508266,255.87796179955882,True
receipt_lottery,initial_normalization,2.1,2.166356658865027,0.06635665886502684,,,True
receipt_lottery,cps_childlessness,0.19827875100684264,0.1617666799199036,-0.036512071086939046,35532.3042455214,47.36922819650798,True
receipt_lottery,cps_exactly_one,0.21365532522014702,0.2254600998551776,0.011804774635030574,26952.820824310795,3.7559484672507963,True
receipt_lottery,nchs_mean_age,25.976263860992496,26.195337482808625,0.2190736218161291,139.82806784479274,6.7108036653759005,True
receipt_lottery,nchs_share30,0.2492780130410667,0.2391763271126788,-0.010101685928387893,13866.065434728798,1.4149495937145236,True
receipt_lottery,wealth_earnings,6.92658379107299,6.250521874701268,-0.6760619163717223,7.595098472533724,3.4714135414926983,True
receipt_lottery,bequest_wealth,0.007291023472616158,0.007248878303698021,-4.21451689181368e-05,5165289.256198346,0.009174665615383697,True
receipt_lottery,old_dispersion,3.51593508651872,2.7858734276361536,-0.7300616588825664,10.616361531535473,5.6584148062806,True
receipt_lottery,mean_rooms,5.607885960068579,6.706886919399669,1.0990009593310903,128.02070205233477,154.62380190532863,True
receipt_lottery,ownership_30_55,0.6762604168538028,0.7566071916230859,0.08034677476928309,2339.3623724673616,15.101997594044793,True
receipt_lottery,first_birth_rooms,1.465,0.7637477222964684,-0.7012522777035317,137.5652749002964,67.64837832808622,True
receipt_lottery,family_rooms,0.38509964969278165,0.20953115257629307,-0.1755684971164886,280.52808370152104,8.647081019279351,True
receipt_lottery,recent_parent_ownership,0.12760836356692162,0.0636906993564823,-0.06391766421043932,27055.822957508266,110.5356934444946,True
