scenario,policy_case,period_from_2007,calendar_year,years_from_2023,psi_child,asset_price,asset_price_index,adult_population,population_index,population_index_2023,entry_flow_E,birth_children,birth_children_topcode_adjusted,topcode_adjusted_births_per_adult,effective_mature_entrant_flow_B,raw_state_scheduled_mature_entrant_flow_B,queue_B_over_current_E,outside_entry_flow_M,renewal_retention_rho,retained_mature_entrants,entrant_flow_next,adult_deaths,housing_demand,housing_demand_per_adult,housing_supply,relative_market_residual,mass_accounting_residual,owner_rate,dependent_child_owner_rate,parent_owner_rate,childless_owner_rate,birth_queue_scheduled_flows,birth_queue_raw_state_scheduled_flows,model_state_same_period_mature_flow_B,census_age_bridge_net_residual,census_age_bridge_maximum_target_gap,grid_resolution_fallback,feasibility_frontier_projection_mass,min_distribution_mass,nonfinite_distribution_count,adult_household_units,dependent_child_units,model_population_units,policy_label,supply_intercept_multiplier,dependent_child_ltv95,annual_property_tax_rate,housing_user_cost,property_tax_revenue_discarded,property_tax_revenue_discarded_per_adult,property_tax_lump_sum_transfer,purchase_grant
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,4,2023,0,-0.039235116812901205,0.6403001955269467,1.0494745732218889,1.1292476712477768,1.1292476712477615,1.0,0.014337122049139395,0.08223231142955384,0.09444793007147712,0.083637923261879,0.06392233827639678,0.05559754931355344,4.458519503238365,0.0,1.0,0.06392233827639678,0.06392233827639678,0.04995973857292628,6.794692991695204,6.017008637429662,6.794780262591839,1.2843814407947777e-05,-4.440892098500626e-16,0.6138303587415375,0.5776265854325511,0.6766072606573166,0.42453832230506283,"[0.05657152752673661, 0.05200218534452615, 0.04803503819683584, 0.044975204795941484]","[0.04907732030558369, 0.045059631737043866, 0.04173557050617226, 0.039158243537882775]",0.05719217543324802,0.0,0.0,False,0.0,0.0,0,1.1292476712477768,0.5201898541652374,1.6494375254130142,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.13171709405270324,0.348051460090241,0.30821534456273647,0.0,False
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,5,2027,4,-0.039235116812901205,0.635387934857145,1.0414232049636734,1.1432102709512468,1.1432102709512313,1.0123645149412102,0.06392233827639679,0.07711349815584041,0.08788375059004612,0.07687452853001353,0.05657152752673661,0.04907732030558369,0.8850040385275697,0.0,1.0,0.05657152752673661,0.05657152752673661,0.060251780761320727,6.761824543523774,5.914768888401754,6.761892687479154,1.0077645199246718e-05,4.440892098500626e-16,0.6201184077713557,0.5875405052503472,0.6963686404414758,0.41189568949451166,"[0.05200218534452615, 0.04803503819683584, 0.044975204795941484, 0.0418494050428791]","[0.045059631737043866, 0.04173557050617226, 0.039158243537882775, 0.03672071340754305]",0.05233579769493834,0.0,0.0,False,0.0,0.0,0,1.1432102709512468,0.47745872590976557,1.6206689968610124,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.1307065856924439,0.3437105386060742,0.30065382313277067,0.0,False
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,6,2031,8,-0.039235116812901205,0.6244083101883344,1.0234272134054425,1.1395300177166632,1.1395300177166476,1.0091054838816047,0.056571527526736616,0.07111299670231225,0.08002085601022775,0.07022268370829739,0.05200218534452615,0.045059631737043866,0.9192289410949541,0.0,1.0,0.05200218534452615,0.05200218534452615,0.07156101430304662,6.688025546143182,5.8691087046081805,6.68804200017147,2.4602160524550176e-06,0.0,0.6316291807931249,0.5982573072308397,0.7160341628983209,0.41665508210575275,"[0.04803503819683584, 0.044975204795941484, 0.0418494050428791, 0.03810516952867988]","[0.04173557050617226, 0.039158243537882775, 0.03672071340754305, 0.03386333176300583]",0.047785032965784645,0.0,0.0,False,0.0,0.0,0,1.1395300177166632,0.43746358041898803,1.576993598135651,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.12844795096881254,0.33408469838109417,0.29317761988453955,0.0,False
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,7,2035,12,-0.039235116812901205,0.6069677476975568,0.9948415171888493,1.1199711887581427,1.1199711887581276,0.9917852542663348,0.052002185344526164,0.06531718717097151,0.07223901303657451,0.064500778021509,0.04803503819683584,0.04173557050617226,0.9237119147703682,0.0,1.0,0.04803503819683584,0.04803503819683584,0.07749801848550864,6.569860902878219,5.866098136116408,6.569738209005231,1.8675610668856028e-05,4.440892098500626e-16,0.6414801105014892,0.6073095662916527,0.7320296992574463,0.4241497427199514,"[0.044975204795941484, 0.0418494050428791, 0.03810516952867988, 0.034399530017416434]","[0.039158243537882775, 0.03672071340754305, 0.03386333176300583, 0.031103422462367386]",0.04355374517839808,0.0,0.0,False,0.0,0.0,0,1.1199711887581427,0.3998124177266038,1.5197836064847465,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.12486022723238721,0.31901549399249834,0.2848425898761714,0.0,False
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,8,2039,16,-0.039235116812901205,0.5868044752262082,0.9617932034143851,1.0905082084694702,1.0905082084694553,0.9656944497078298,0.04803503819683586,0.06042631297282114,0.06556912492459456,0.060127126430915105,0.044975204795941484,0.039158243537882775,0.936299969444056,0.0,1.0,0.044975204795941484,0.044975204795941484,0.08162579930943106,6.431459265685506,5.897671577100798,6.4313860571490045,1.1383010730636041e-05,-2.220446049250313e-16,0.6513062867955405,0.616158060386805,0.7458022027591006,0.43648682054184246,"[0.0418494050428791, 0.03810516952867988, 0.034399530017416434, 0.031223392821235502]","[0.03672071340754305, 0.03386333176300583, 0.031103422462367386, 0.028774434748962446]",0.03968961281166437,0.0,0.0,False,0.0,0.0,0,1.0905082084694702,0.36530252944404334,1.4558107379135135,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.12071241082522022,0.3019207263471454,0.27686240598863016,0.0,False
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,9,2043,20,-0.039235116812901205,0.565475313620065,0.926833956282864,1.0538576139559803,1.053857613955966,0.9332386869494331,0.0449752047959415,0.058038875035722325,0.062215088615608545,0.059035573488969706,0.0418494050428791,0.03672071340754305,0.9304994881681014,0.0,1.0,0.0418494050428791,0.0418494050428791,0.08556713191852867,6.283118833827208,5.962018730634378,6.283105129899624,2.1810756465948286e-06,2.220446049250313e-16,0.6602060074161376,0.6238749216133571,0.7569786382455549,0.45171565553160786,"[0.03810516952867988, 0.034399530017416434, 0.031223392821235502, 0.029626232674099306]","[0.03386333176300583, 0.031103422462367386, 0.028774434748962446, 0.02763755954082015]",0.03640010173907789,0.0,0.0,False,0.0,0.0,0,1.0538576139559803,0.3358661646923015,1.389723778648282,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.11632475765102493,0.28423588744564615,0.2697099529211996,0.0,False
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,10,2047,24,-0.039235116812901205,0.5428576114325172,0.8897627457532438,1.0101398870803309,1.010139887080317,0.8945246581417907,0.041849405042879116,0.058863196557887146,0.06337419177467786,0.06273803518228764,0.03810516952867988,0.03386333176300583,0.9105307348966402,0.0,1.0,0.03810516952867988,0.03810516952867988,0.08369577221251051,6.123609757089197,6.062140338590767,6.123586595445385,3.782365685659227e-06,-1.1102230246251565e-16,0.6742716546568263,0.6337975044939697,0.7712138409144484,0.47622376649674963,"[0.034399530017416434, 0.031223392821235502, 0.029626232674099306, 0.030178186559370407]","[0.031103422462367386, 0.028774434748962446, 0.02763755954082015, 0.028030093598993878]",0.03396135840781033,0.0,0.0,False,0.0,0.0,0,1.0101398870803309,0.31366390854840215,1.323803795628733,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.1116720369005002,0.26593985328626385,0.2632703219501523,0.0,False
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,11,2051,28,-0.039235116812901205,0.5210232629854004,0.8539754795955972,0.9645492843965002,0.9645492843964871,0.8541521129113413,0.03810516952867989,0.06214728364944858,0.0680469891485179,0.07054796499184961,0.034399530017416434,0.031103422462367386,0.9027523153131649,0.0,1.0,0.034399530017416434,0.034399530017416434,0.07899439375243134,5.967407261542759,6.186731313865884,5.967242797560098,2.7561134721760975e-05,2.220446049250313e-16,0.6879717475723364,0.6447616675333198,0.7826142455096555,0.5028221071958263,"[0.031223392821235502, 0.029626232674099306, 0.030178186559370407, 0.0324033281659609]","[0.028774434748962446, 0.02763755954082015, 0.028030093598993878, 0.029593944594975514]",0.032487246651489915,0.0,0.0,False,0.0,0.0,0,0.9645492843965002,0.2998767923614343,1.2644260767579345,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.1071804609989474,0.24873264023774241,0.25787447490921545,0.0,False
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,12,2055,32,-0.039235116812901205,0.5006104242756804,0.8205181179661815,0.9199544206614856,0.9199544206614731,0.8146613396554274,0.03439953001741645,0.05715243480427973,0.06254687475293055,0.0679891017948006,0.031223392821235502,0.028774434748962446,0.9076691688935031,0.0,1.0,0.031223392821235502,0.031223392821235502,0.08024809606981138,5.818617887460525,6.324898013182758,5.81887002819423,4.3331563084015764e-05,0.0,0.7018153779403515,0.6556428443969988,0.7925104190677735,0.5314880620105226,"[0.029626232674099306, 0.030178186559370407, 0.0324033281659609, 0.02978422607282407]","[0.02763755954082015, 0.028030093598993878, 0.029593944594975514, 0.027215445144895108]",0.030802624077635045,0.0,0.0,False,0.0,0.0,0,0.9199544206614856,0.28456316089293876,1.2045175815544242,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.10298130595418263,0.23302886154717417,0.2533047902304491,0.0,False
property-tax-2pct-no-rebate,property-tax-2pct-no-rebate,13,2059,36,-0.039235116812901205,0.4773431760075708,0.7823822785321072,0.8709297174129097,0.8709297174128979,0.7712477427122472,0.031223392821235513,0.05284037764603118,0.057862111437234055,0.06643717659458565,0.029626232674099306,0.02763755954082015,0.9488473223816358,0.0,1.0,0.029626232674099306,0.029626232674099306,0.07739275692906074,5.646938812870313,6.483805409286645,5.646990790417196,9.204468151722223e-06,5.551115123125783e-16,0.7150052512223297,0.6680072373204825,0.8005570299235993,0.5610514606961848,"[0.030178186559370407, 0.0324033281659609, 0.02978422607282407, 0.02755338639868288]","[0.028030093598993878, 0.029593944594975514, 0.027215445144895108, 0.02516208459334818]",0.0290722565717379,0.0,0.0,False,0.0,0.0,0,0.8709297174129097,0.26845874589638674,1.1393884633092966,Property tax: 1% to 2% (no rebate),1.0,False,0.02,0.09819496612500916,0.21564221661247493,0.24760002133478234,0.0,False
