eval_id,completed_id,worker_pid,ok,solve_ok,accepted,strict_converged,convergence_reason,iterations_completed,elapsed_sec,total_elapsed_sec,objective_loss,moment_loss,penalty,improved,final_eq_error,p_P,p_C,scale_factor,outside_entry_flow,outside_value,error,param_beta,param_b_entry_fixed,param_psi_child,param_h_bar_jump,param_h_bar_n,param_c_bar_n,param_kappa_fert,param_chi,param_kappa_loc,param_mu_move,param_theta0,param_theta_n,param_h_bar_0,param_E_C,param_r_bar_C,param_alpha_cons,param_phi,param_hR_max,param_h_own_max,tfr,childless_rate,mean_age_first_birth,tfr_gradient,own_rate,own_gradient,own_family_gap,prime_childless_renter_median_rooms,prime_childless_owner_median_rooms,housing_increment_0to1,housing_increment_1to2,young_liquid_wealth_to_income,center_share_nonparents,center_share_newparents,migration_rate,old_age_own_rate,old_age_parent_childless_gap,inv_pop_share_C,inv_rent_ratio_C_over_P
7,1,36633,True,True,True,True,strict_tol,9,227.92895797200617,230.03976242098724,260.1418069413975,260.1418069413975,0.0,True,0.0003254854259232101,0.5101786232322131,0.6069513915837516,0.9999999999999998,0.005908231517868998,-1504125.5158199638,,0.965,0.31883369129402983,0.09201816432650124,0.24595815946252964,0.7067802199754748,0.09951054009758557,3.0417838844424634,1.0738923846894777,2.6815562612708366,8.644845291269531,0.41101999602420053,0.6219978476345638,3.0532061053532615,0.11127541027064872,0.0719341870623939,0.7,0.8,8.0,11.0,1.541690909492581,0.32325134842563286,33.89439851249988,-0.19214557965367973,0.45264659774898836,-0.08426190207987094,0.2975377426738499,5.927280389144191,6.8,0.5281496668356933,1.4307902242767518,0.9849778496008558,0.33236399535593447,0.4020212903908051,0.03485116922196679,0.5959583162601791,0.3033493725314256,0.413279874471846,1.1896840909139608
3,2,36632,True,True,True,True,strict_tol,11,256.7149978230009,258.8140349419846,206.9526567793768,206.9526567793768,0.0,True,0.00026968712435026235,0.46627424510167637,0.5532960889863935,1.0000000000000002,0.006475340382148571,-1504147.8080122764,,0.9805235878335584,0.31883369129402983,0.09201816432650124,0.24595815946252964,0.7067802199754748,0.09951054009758557,3.0417838844424634,1.0738923846894777,2.6815562612708366,8.644845291269531,0.41101999602420053,0.6219978476345638,3.0532061053532615,0.11127541027064872,0.0719341870623939,0.8,0.8,8.0,11.0,1.4756763474976922,0.3850255543218736,34.80821922921576,-0.22433636501010024,0.6418591195766897,-0.06172828316181245,0.2642023447293028,5.0446488527553015,5.4,0.6286771724983753,1.4075983237438923,1.257588028338861,0.34622580350374427,0.42851725232288235,0.03390112490869038,0.717967801874033,0.21142155665461115,0.43559861752412177,1.1866323194963107
4,3,36631,True,True,True,True,strict_tol,11,262.44591109402245,264.5532524199807,252.09242974968487,252.09242974968487,0.0,False,0.0002179190927232218,0.5123979935972834,0.6108135601988094,1.0000000000000002,0.004338341896108273,-1504136.1817711582,,0.9805235878335584,0.31883369129402983,0.09201816432650124,0.24595815946252964,0.7067802199754748,0.09951054009758557,4.0,1.0738923846894777,2.6815562612708366,8.644845291269531,0.41101999602420053,0.6219978476345638,3.0532061053532615,0.11127541027064872,0.0719341870623939,0.7,0.9,8.0,11.0,1.7365015899771867,0.2821374795641828,34.46007448811273,-0.23594729119200553,0.5714804993059982,-0.018373367199279178,0.3517355607831889,5.678881193317572,6.8,0.6351912400159021,1.4622239125041396,1.3660605954574354,0.31131790745425697,0.3810197773877464,0.03351626474659075,0.7295302767088395,0.25826250517613836,0.40628286785902407,1.1920686025926852
1,4,36626,True,True,True,True,strict_tol,12,270.0282877779973,272.114580124995,311.29977174646774,311.29977174646774,0.0,False,0.0003464318147695515,0.511963296326644,0.6124693819761028,0.9999999999999998,0.005806434956255813,-1504137.9225856075,,0.9805235878335584,0.31883369129402983,0.09201816432650124,0.24595815946252964,0.7067802199754748,0.09951054009758557,3.0417838844424634,1.0738923846894777,2.6815562612708366,8.644845291269531,0.41101999602420053,0.6219978476345638,3.0532061053532615,0.11127541027064872,0.0719341870623939,0.7,0.8,8.0,11.0,1.5577399532013758,0.3506682481240308,34.792929270511685,-0.23928484835171626,0.574877824481063,-0.08189595715302245,0.38261844706131304,5.766935898924492,6.8,0.5914008904712746,1.492481719454366,1.2146623524737923,0.31623927787718165,0.3926828644689537,0.03350458536257135,0.7089408305733089,0.29081668424259,0.40904444539737816,1.1963150217419762
5,5,36629,True,True,True,True,strict_tol,12,271.71534208598314,273.838667331991,265.47485593428763,265.47485593428763,0.0,False,0.00030667956605542803,0.5134776934174475,0.6108442750812437,0.9999999999999991,0.0032235680207684993,-1504134.3104272732,,0.9805235878335584,0.31883369129402983,0.09201816432650124,0.24595815946252964,0.7067802199754748,0.09951054009758557,5.0,1.0738923846894777,2.6815562612708366,8.644845291269531,0.41101999602420053,0.6219978476345638,3.0532061053532615,0.11127541027064872,0.0719341870623939,0.7,0.8,8.0,11.0,1.872293042584062,0.23111615870185476,34.24093353205859,-0.21501931862094636,0.5498362763239076,-0.04040744193900225,0.3457504649666722,5.7028673975356226,6.8,0.6948603773197952,1.4581401741791327,1.4742780622211196,0.30823648377898194,0.3725068788352316,0.03359989712546334,0.7109380630014869,0.2828873184358515,0.405471689701287,1.1896218334544848
8,6,36628,True,True,True,True,strict_tol,12,272.53598791299737,274.6635708989925,253.21511032385098,253.21511032385098,0.0,False,0.0002503040215296217,0.5115793663736055,0.6082067569578633,1.0000000000000002,0.004440361831364446,-1504128.942300283,,0.972,0.31883369129402983,0.09201816432650124,0.24595815946252964,0.7067802199754748,0.09951054009758557,4.0,1.0738923846894777,2.6815562612708366,8.644845291269531,0.41101999602420053,0.6219978476345638,3.0532061053532615,0.11127541027064872,0.0719341870623939,0.7,0.9,8.0,11.0,1.7217706443929017,0.26683213820494056,33.93742955021171,-0.20373687754607483,0.5058369955041808,-0.06056720599566928,0.32449056584734304,5.8278449731282285,6.8,0.613564692045192,1.476282029840351,1.2093212573775998,0.3210730819807562,0.38760891362757804,0.03427777652518037,0.665746438568613,0.2888399014880508,0.4097453301884283,1.1888805470580515
6,7,36630,True,True,True,True,strict_tol,13,289.6960787799908,291.80726629297715,280.4759580929281,280.4759580929281,0.0,False,0.0004778195920245137,0.5115604443728429,0.611839462823868,1.0000000000000002,0.005777841350491548,-1504137.8698959807,,0.9805235878335584,0.31883369129402983,0.09201816432650124,0.24595815946252964,0.7067802199754748,0.09951054009758557,3.0417838844424634,1.0738923846894777,2.6815562612708366,8.644845291269531,0.41101999602420053,0.6219978476345638,3.0532061053532615,0.11127541027064872,0.0719341870623939,0.7,0.9,8.0,11.0,1.5611645827731986,0.3495476348711904,34.76657011388476,-0.24586221793241436,0.5832318493085081,-0.06964959999674092,0.36775100413815454,5.769180151152994,6.8,0.5920038156719087,1.4895677483738305,1.213376644732729,0.31627623806817834,0.39280278429896587,0.03346432349053268,0.7276154195986716,0.26211291425144323,0.4084564842698342,1.1960257474050093
2,8,36627,True,True,True,True,strict_tol,16,340.3436695499986,342.4591750729887,166.7224914373928,166.7224914373928,0.0,True,0.00041013185652335614,0.4671389216095101,0.5522249013498348,0.9999999999999996,0.004853356989326867,-1504146.3877423254,,0.9805235878335584,0.31883369129402983,0.09201816432650124,0.24595815946252964,0.7067802199754748,0.09951054009758557,4.0,1.0738923846894777,2.6815562612708366,8.644845291269531,0.41101999602420053,0.6219978476345638,3.0532061053532615,0.11127541027064872,0.0719341870623939,0.8,0.9,8.0,11.0,1.6732819984363028,0.30960041250680087,34.44541290012637,-0.25075885263219466,0.6440202700952367,0.046137909841773905,0.184065959739949,5.0917400590493065,5.4,0.6931391258078756,1.3751475866919396,1.3224084342480429,0.3422206902602284,0.4176766070902395,0.03377567601853779,0.7267940470714969,0.199094024217633,0.431144496823522,1.182142775530594
10,9,36632,True,True,True,True,strict_tol,12,348.0812009560177,606.9488915629918,322.8922688015274,322.8922688015274,0.0,False,0.0003760435560990536,0.5121188762917166,0.61220298684224,1.0000000000000004,0.005228997681709705,-1504137.6931188987,,0.9805235878335584,0.31883369129402983,0.12,0.24595815946252964,0.7067802199754748,0.09951054009758557,3.0417838844424634,1.0738923846894777,2.6815562612708366,8.644845291269531,0.41101999602420053,0.6219978476345638,3.0532061053532615,0.11127541027064872,0.0719341870623939,0.7,0.8,8.0,11.0,1.628766192879442,0.3330527060897769,34.79092561401728,-0.25001429822493404,0.5719460372006955,-0.07075746662318738,0.389866808633299,5.755248408263879,6.8,0.6052512700051098,1.509009528715974,1.2446004875560719,0.315312122456169,0.3908312167383982,0.03350118806314265,0.7082527093563031,0.29975527592060247,0.4085827970567459,1.1954314031055413
11,10,36631,True,True,True,True,strict_tol,12,354.3861922879878,619.0072957259836,303.28729227111916,303.28729227111916,0.0,False,0.0003847850879610872,0.5122808549033563,0.6120872052804435,1.0000000000000007,0.0022397073096078607,-1504136.8358615655,,0.9805235878335584,0.31883369129402983,0.09201816432650124,0.2,0.55,0.075,3.0417838844424634,1.0738923846894777,2.6815562612708366,8.644845291269531,0.41101999602420053,0.6219978476345638,3.0532061053532615,0.11127541027064872,0.0719341870623939,0.7,0.8,8.0,11.0,1.9925633288838136,0.23687286029718943,34.17733826724916,-0.25602353453206184,0.5609185607388472,-0.06373471165647904,0.36349571229630817,5.7497526942711925,6.8,0.548629740089881,1.2525276940880747,1.2829072035084759,0.3115565402116743,0.3787164526760956,0.03360946588282455,0.7083063235703191,0.30510910981594813,0.4078789092381275,1.194827406532528
