coefficient,estimate,standard_error
Wleft,-.5085398506831614,.12430409
Wm2,-.5008825722911248,.095060304
Wm1,-.3540098422613282,.064522378
Wp1,.4069671021299153,.052679442
Wp2,.8215433249339631,.063510112
Wp3,1.003025630641719,.074112892
Wp4,1.133502566577813,.079882383
Wp5,1.175624534354442,.093213104
Wp6,1.243699975653999,.10536939
Wright,1.157873217319761,.12867965
