arm,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
Hshift,-3,-2,61150,60614,5231,3577,1654,16031,Wp3,1.003025630641719,.0741128916596598,4.716637914248751,8689,1968 1969 1970 1971 1985 1986,0,pw=IW,169.403
