f_c_y,K,lastcohort,rows
1982,25,0,113
1982,27,0,112
1982,29,0,101
1982,31,0,94
1982,33,0,88
1982,35,0,82
1982,37,0,80
1983,-12,0,1
1983,-11,0,2
1983,-10,0,1
1983,-9,0,3
1983,-6,0,20
1983,-5,0,31
1983,-4,0,37
1983,-3,0,50
1983,-2,0,72
1983,2,0,134
1983,3,0,143
1983,4,0,150
1983,5,0,154
1983,6,0,147
1983,7,0,184
1983,8,0,188
1983,9,0,188
1983,10,0,192
1983,11,0,196
1983,12,0,163
1983,13,0,129
1983,14,0,133
1983,16,0,139
1983,18,0,137
1983,20,0,137
1983,22,0,131
1983,24,0,124
1983,26,0,116
1983,28,0,107
1983,30,0,99
1983,32,0,94
1983,34,0,88
1983,36,0,87
1984,-13,0,1
1984,-12,0,3
1984,-11,0,4
1984,-10,0,3
1984,-7,0,10
1984,-6,0,13
1984,-5,0,20
1984,-4,0,29
1984,-3,0,37
1984,1,0,110
1984,2,0,110
1984,3,0,116
1984,4,0,121
1984,5,0,123
1984,6,0,163
1984,7,0,170
1984,8,0,168
1984,9,0,172
1984,10,0,188
1984,11,0,151
1984,12,0,109
1984,13,0,112
1984,15,0,114
1984,17,0,114
1984,19,0,110
1984,21,0,107
1984,23,0,103
1984,25,0,89
1984,27,0,90
1984,29,0,78
1984,31,0,67
1984,33,0,62
1984,35,0,63
1987,-17,0,1
1987,-16,0,1
1987,-15,0,1
1987,-14,0,2
1987,-13,0,2
1987,-10,0,9
1987,-9,0,10
1987,-8,0,18
1987,-7,0,24
1987,-6,0,27
1987,-2,0,74
1987,-1,0,86
1987,0,0,108
1987,1,0,119
1987,2,0,124
1987,3,0,151
1987,4,0,160
1987,5,0,166
1987,6,0,164
1987,7,0,173
1987,8,0,147
1987,9,0,112
1987,10,0,113
1987,12,0,121
1987,14,0,120
1987,16,0,118
1987,18,0,118
1987,20,0,117
1987,22,0,115
1987,24,0,103
1987,26,0,93
1987,28,0,86
1987,30,0,81
1987,32,0,78
1988,-11,0,6
1988,-10,0,7
1988,-9,0,9
1988,-8,0,9
1988,-7,0,12
1988,-3,0,45
1988,-2,0,64
1988,-1,0,81
1988,0,0,100
1988,1,0,109
1988,2,0,141
1988,3,0,137
1988,4,0,145
1988,5,0,151
1988,6,0,162
1988,7,0,139
1988,8,0,108
1988,9,0,109
1988,11,0,119
1988,13,0,124
1988,15,0,122
1988,17,0,113
1988,19,0,119
1988,21,0,118
1988,23,0,107
1988,25,0,96
1988,27,0,91
1988,29,0,83
1988,31,0,83
1989,-15,0,1
1989,-12,0,5
1989,-11,0,8
1989,-10,0,12
1989,-9,0,13
1989,-8,0,16
1989,-4,0,41
1989,-3,0,53
1989,-2,0,65
1989,-1,0,80
1989,0,0,93
1989,1,0,130
1989,2,0,137
1989,3,0,138
1989,4,0,146
1989,5,0,159
1989,6,0,136
1989,7,0,106
1989,8,0,107
1989,10,0,114
1989,12,0,112
1989,14,0,114
1989,16,0,121
1989,18,0,119
1989,20,0,117
1989,22,0,112
1989,24,0,98
1989,26,0,91
1989,28,0,84
1989,30,0,74
1990,-13,0,2
1990,-12,0,4
1990,-11,0,4
1990,-10,0,6
1990,-9,0,7
1990,-5,0,14
1990,-4,0,20
1990,-3,0,22
1990,-2,0,39
1990,-1,0,54
1990,0,0,88
1990,1,0,109
1990,2,0,120
1990,3,0,128
1990,4,0,148
1990,5,0,115
1990,6,0,104
1990,7,0,109
1990,9,0,117
1990,11,0,119
1990,13,0,121
1990,15,0,122
1990,17,0,123
1990,19,0,124
1990,21,0,114
1990,23,0,100
1990,25,0,95
1990,27,0,85
1990,29,0,92
1991,-14,0,2
1991,-13,0,3
1991,-12,0,7
1991,-11,0,10
1991,-10,0,10
1991,-6,0,22
1991,-5,0,29
1991,-4,0,36
1991,-3,0,46
1991,-2,0,60
1991,-1,0,91
1991,0,0,111
1991,1,0,123
1991,2,0,129
1991,3,0,152
1991,4,0,138
1991,5,0,117
1991,6,0,116
1991,8,0,126
1991,10,0,130
1991,12,0,130
1991,14,0,126
1991,16,0,124
1991,18,0,125
1991,20,0,122
1991,22,0,113
1991,24,0,112
1991,26,0,104
1991,28,0,93
1992,-15,0,2
1992,-14,0,2
1992,-13,0,3
1992,-12,0,4
1992,-11,0,7
1992,-7,0,17
1992,-6,0,23
1992,-5,0,29
1992,-4,0,34
1992,-3,0,44
1992,-2,0,68
1992,-1,0,81
1992,0,0,103
1992,1,0,124
1992,2,0,135
1992,3,0,114
1992,4,0,104
1992,5,0,114
1992,7,0,122
1992,9,0,125
1992,11,0,129
1992,13,0,129
1992,15,0,126
1992,17,0,126
1992,19,0,123
1992,21,0,109
1992,23,0,107
1992,25,0,103
1992,27,0,89
1993,-15,0,1
1993,-14,0,2
1993,-13,0,1
1993,-12,0,4
1993,-8,0,13
1993,-7,0,13
1993,-6,0,21
1993,-5,0,25
1993,-4,0,34
1993,-3,0,45
1993,-2,0,60
1993,-1,0,85
1993,0,0,112
1993,1,0,136
1993,2,0,123
1993,3,0,117
1993,4,0,126
1993,6,0,135
1993,8,0,137
1993,10,0,137
1993,12,0,141
1993,14,0,140
1993,16,0,141
1993,18,0,129
1993,20,0,129
1993,22,0,123
1993,24,0,118
1993,26,0,103
1994,-17,0,2
1994,-16,0,3
1994,-15,0,4
1994,-14,0,4
1994,-13,0,5
1994,-9,0,9
1994,-8,0,15
1994,-7,0,17
1994,-6,0,25
1994,-5,0,32
1994,-4,0,36
1994,-3,0,43
1994,-2,0,62
1994,-1,0,81
1994,0,0,104
1994,1,0,99
1994,2,0,92
1994,3,0,99
1994,5,0,108
1994,7,0,125
1994,9,0,117
1994,11,0,124
1994,13,0,122
1994,15,0,119
1994,17,0,116
1994,19,0,111
1994,21,0,111
1994,23,0,113
1994,25,0,103
1995,-18,0,1
1995,-17,0,1
1995,-16,0,1
1995,-15,0,1
1995,-14,0,1
1995,-10,0,6
1995,-9,0,8
1995,-8,0,9
1995,-7,0,9
1995,-6,0,14
1995,-5,0,21
1995,-4,0,29
1995,-3,0,36
1995,-2,0,51
1995,-1,0,67
1995,0,0,80
1995,1,0,75
1995,2,0,95
1995,4,0,118
1995,6,0,129
1995,8,0,130
1995,10,0,134
1995,12,0,127
1995,14,0,138
1995,16,0,132
1995,18,0,128
1995,20,0,116
1995,22,0,113
1995,24,0,100
1996,-16,0,1
1996,-15,0,2
1996,-11,0,3
1996,-10,0,3
1996,-9,0,3
1996,-8,0,7
1996,-7,0,9
1996,-6,0,15
1996,-5,0,18
1996,-4,0,23
1996,-3,0,43
1996,-2,0,53
1996,-1,0,54
1996,0,0,72
1996,1,0,76
1996,3,0,94
1996,5,0,95
1996,7,0,105
1996,9,0,105
1996,11,0,113
1996,13,0,111
1996,15,0,107
1996,17,0,101
1996,19,0,91
1996,21,0,101
1996,23,0,88
1997,-19,0,1
1997,-18,0,1
1997,-17,0,2
1997,-16,0,4
1997,-12,0,5
1997,-11,0,6
1997,-10,0,6
1997,-9,0,6
1997,-8,0,8
1997,-7,0,12
1997,-6,0,14
1997,-5,0,18
1997,-4,0,22
1997,-3,0,31
1997,-2,0,41
1997,-1,0,49
1997,0,0,65
1997,2,0,88
1997,4,0,106
1997,6,0,115
1997,8,0,120
1997,10,0,118
1997,12,0,123
1997,14,0,117
1997,16,0,112
1997,18,0,110
1997,20,0,114
1997,22,0,92
1998,-11,0,2
1998,-10,0,4
1998,-9,0,3
1998,-8,0,6
1998,-7,0,9
1998,-6,0,7
1998,-5,0,12
1998,-4,0,21
1998,-3,0,26
1998,-2,0,33
1998,-1,0,41
1998,1,0,65
1998,3,0,74
1998,5,0,89
1998,7,0,93
1998,9,0,93
1998,11,0,96
1998,13,0,94
1998,15,0,85
1998,17,0,82
1998,19,0,90
1998,21,0,73
1999,-14,0,2
1999,-13,0,1
1999,-12,0,1
1999,-11,0,2
1999,-10,0,2
1999,-9,0,3
1999,-8,0,5
1999,-7,0,4
1999,-6,0,9
1999,-5,0,12
1999,-4,0,16
1999,-3,0,19
1999,-2,0,30
1999,0,0,68
1999,2,0,85
1999,4,0,101
1999,6,0,117
1999,8,0,122
1999,10,0,122
1999,12,0,119
1999,14,0,113
1999,16,0,105
1999,18,0,114
1999,20,0,102
2000,-15,0,3
2000,-13,0,3
2000,-12,0,6
2000,-11,0,5
2000,-10,0,7
2000,-9,0,8
2000,-8,0,9
2000,-7,0,14
2000,-6,0,19
2000,-5,0,22
2000,-4,0,26
2000,-3,0,35
2000,-1,0,56
2000,1,0,75
2000,3,0,102
2000,5,0,104
2000,7,0,115
2000,9,0,123
2000,11,0,114
2000,13,0,111
2000,15,0,111
2000,17,0,117
2000,19,0,102
2001,-16,0,1
2001,-15,0,2
2001,-14,0,1
2001,-13,0,1
2001,-12,0,1
2001,-11,0,2
2001,-10,0,2
2001,-9,0,2
2001,-8,0,7
2001,-7,0,12
2001,-6,0,16
2001,-5,0,21
2001,-4,0,29
2001,-2,0,45
2001,0,0,82
2001,2,0,96
2001,4,0,111
2001,6,0,116
2001,8,0,130
2001,10,0,123
2001,12,0,123
2001,14,0,124
2001,16,0,131
2001,18,0,111
2002,-17,0,1
2002,-16,0,1
2002,-15,0,1
2002,-14,0,1
2002,-13,0,1
2002,-12,0,2
2002,-11,0,2
2002,-10,0,2
2002,-9,0,6
2002,-8,0,10
2002,-7,0,11
2002,-6,0,16
2002,-5,0,17
2002,-3,0,31
2002,-1,0,49
2002,1,0,90
2002,3,0,111
2002,5,0,119
2002,7,0,132
2002,9,0,137
2002,11,0,122
2002,13,0,123
2002,15,0,126
2002,17,0,113
2003,-17,0,1
2003,-16,0,1
2003,-15,0,2
2003,-14,0,3
2003,-13,0,3
2003,-12,0,4
2003,-11,0,7
2003,-10,0,9
2003,-9,0,11
2003,-8,0,13
2003,-7,0,15
2003,-6,0,17
2003,-4,0,30
2003,-2,0,49
2003,0,0,64
2003,2,0,90
2003,4,0,103
2003,6,0,116
2003,8,0,110
2003,10,0,109
2003,12,0,104
2003,14,0,119
2003,16,0,106
2004,-17,0,1
2004,-15,0,1
2004,-14,0,2
2004,-13,0,2
2004,-12,0,3
2004,-11,0,6
2004,-10,0,9
2004,-9,0,10
2004,-8,0,10
2004,-7,0,15
2004,-5,0,25
2004,-3,0,44
2004,-1,0,77
2004,1,0,107
2004,3,0,139
2004,5,0,150
2004,7,0,150
2004,9,0,146
2004,11,0,152
2004,13,0,151
2004,15,0,141
2005,-14,0,1
2005,-13,0,3
2005,-12,0,4
2005,-11,0,8
2005,-10,0,7
2005,-9,0,10
2005,-8,0,15
2005,-6,0,25
2005,-4,0,36
2005,-2,0,61
2005,0,0,103
2005,2,0,117
2005,4,0,135
2005,6,0,147
2005,8,0,127
2005,10,0,134
2005,12,0,150
2005,14,0,128
2006,-15,0,1
2006,-14,0,1
2006,-13,0,1
2006,-12,0,2
2006,-11,0,3
2006,-10,0,4
2006,-9,0,5
2006,-7,0,9
2006,-5,0,21
2006,-3,0,38
2006,-1,0,58
2006,1,0,88
2006,3,0,110
2006,5,0,105
2006,7,0,114
2006,9,0,116
2006,11,0,120
2006,13,0,114
2007,-14,0,1
2007,-13,0,2
2007,-12,0,3
2007,-11,0,5
2007,-10,0,7
2007,-8,0,10
2007,-6,0,20
2007,-4,0,43
2007,-2,0,61
2007,0,0,96
2007,2,0,119
2007,4,0,137
2007,6,0,143
2007,8,0,134
2007,10,0,137
2007,12,0,126
2008,-22,0,1
2008,-21,0,1
2008,-20,0,1
2008,-19,0,1
2008,-18,0,1
2008,-17,0,1
2008,-16,0,1
2008,-15,0,2
2008,-14,0,2
2008,-13,0,2
2008,-12,0,3
2008,-11,0,4
2008,-9,0,7
2008,-7,0,13
2008,-5,0,25
2008,-3,0,50
2008,-1,0,74
2008,1,0,114
2008,3,0,118
2008,5,0,126
2008,7,0,118
2008,9,0,133
2008,11,0,125
2009,-15,0,1
2009,-14,0,2
2009,-13,0,2
2009,-12,0,2
2009,-10,0,8
2009,-8,0,14
2009,-6,0,21
2009,-4,0,44
2009,-2,0,69
2009,0,0,114
2009,2,0,141
2009,4,0,142
2009,6,0,143
2009,8,0,157
2009,10,0,151
2010,-17,0,2
2010,-16,0,2
2010,-15,0,2
2010,-14,0,2
2010,-13,0,3
2010,-11,0,8
2010,-9,0,13
2010,-7,0,25
2010,-5,0,38
2010,-3,0,61
2010,-1,0,89
2010,1,0,115
2010,3,0,124
2010,5,0,130
2010,7,0,151
2010,9,0,141
2011,-18,0,1
2011,-17,0,1
2011,-16,0,1
2011,-15,0,1
2011,-14,0,1
2011,-12,0,5
2011,-10,0,6
2011,-8,0,6
2011,-6,0,11
2011,-4,0,25
2011,-2,0,44
2011,0,0,68
2011,2,0,80
2011,4,0,92
2011,6,0,98
2011,8,0,88
2012,-16,0,1
2012,-11,0,6
2012,-9,0,8
2012,-7,0,18
2012,-5,0,30
2012,-3,0,49
2012,-1,0,82
2012,1,0,96
2012,3,0,113
2012,5,0,124
2012,7,0,113
2013,-14,0,2
2013,-12,0,3
2013,-10,0,4
2013,-8,0,11
2013,-6,0,20
2013,-4,0,39
2013,-2,0,59
2013,0,0,79
2013,2,0,89
2013,4,0,110
2013,6,0,97
2014,-15,0,1
2014,-13,0,1
2014,-11,0,5
2014,-9,0,10
2014,-7,0,17
2014,-5,0,26
2014,-3,0,43
2014,-1,0,71
2014,1,0,92
2014,3,0,100
2014,5,0,90
2015,-18,0,2
2015,-16,0,2
2015,-14,0,4
2015,-12,0,9
2015,-10,0,12
2015,-8,0,17
2015,-6,0,25
2015,-4,0,39
2015,-2,0,57
2015,0,0,75
2015,2,0,86
2015,4,0,74
2016,-13,0,2
2016,-11,0,9
2016,-9,0,14
2016,-7,0,26
2016,-5,0,33
2016,-3,0,51
2016,-1,0,73
2016,1,0,91
2016,3,0,89
2017,-16,0,1
2017,-14,0,2
2017,-12,0,7
2017,-10,0,13
2017,-8,0,18
2017,-6,0,26
2017,-4,0,52
2017,-2,0,68
2017,0,0,89
2017,2,0,81
2018,-17,0,1
2018,-15,0,3
2018,-13,0,3
2018,-11,0,7
2018,-9,0,11
2018,-7,0,21
2018,-5,0,30
2018,-3,0,52
2018,-1,0,73
2018,1,0,67
2019,-22,1,1
2019,-20,1,1
2019,-18,1,1
2019,-16,1,2
2019,-14,1,2
2019,-12,1,5
2019,-10,1,4
2019,-8,1,6
2019,-6,1,10
2019,-4,1,14
2019,-2,1,19
2019,0,1,19
,,0,20049
