arm,codes_cleaned,entry_rule_applied,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
S4ac,1,0,-3,-2,101160,11088,20049,Wp3,.9326670286117139,.0622257673607066,4.694706308919507,18100,1968 1969 1970 1971 1978 1985 1986,0,none,102.259
