coefficient,estimate,standard_error
Wleft,-.5202731144450004,.099195458
Wm2,-.4568543098777962,.075982355
Wm1,-.3200220713065443,.051412534
Wp1,.411574229861028,.041493617
Wp2,.7461204751744712,.054578759
Wp3,.9326670286117139,.062225766
Wp4,1.095419018362215,.060933724
Wp5,1.121966850020792,.067876667
Wp6,1.205487123765709,.082643077
Wright,1.164200936039902,.10404221
