coefficient_i,coefficient_j,covariance
Wleft,Wleft,.0098397392510947
Wleft,Wm2,.0030341761953495
Wleft,Wm1,.0013539537159614
Wleft,Wp1,.000666656254335
Wleft,Wp2,.000514197777328
Wleft,Wp3,.0002125044595762
Wleft,Wp4,-.0000456207833489
Wleft,Wp5,-.0003093171692784
Wleft,Wp6,-.0005801664523756
Wleft,Wright,-.0012491823807541
Wm2,Wleft,.0030341761953495
Wm2,Wm2,.0057733185545955
Wm2,Wm1,.0016765565637538
Wm2,Wp1,.0005425735450166
Wm2,Wp2,.0005938688390089
Wm2,Wp3,.0004106854120087
Wm2,Wp4,.0001377412909816
Wm2,Wp5,.0001508895726559
Wm2,Wp6,.0001614548410988
Wm2,Wright,-.0002472270871436
Wm1,Wleft,.0013539537159614
Wm1,Wm2,.0016765565637538
Wm1,Wm1,.0026432486400981
Wm1,Wp1,.0003825271298672
Wm1,Wp2,.0004334468684652
Wm1,Wp3,.0004388505895472
Wm1,Wp4,.000249539881892
Wm1,Wp5,.0002525789469433
Wm1,Wp6,.0002942033409341
Wm1,Wright,.0001660992802884
Wp1,Wleft,.000666656254335
Wp1,Wm2,.0005425735450166
Wp1,Wm1,.0003825271298672
Wp1,Wp1,.0017217202555161
Wp1,Wp2,.0014972036678252
Wp1,Wp3,.0014467867888884
Wp1,Wp4,.0011744903535928
Wp1,Wp5,.0014012729809362
Wp1,Wp6,.001542865821619
Wp1,Wright,.0018002244017076
Wp2,Wleft,.000514197777328
Wp2,Wm2,.0005938688390089
Wp2,Wm1,.0004334468684652
Wp2,Wp1,.0014972036678252
Wp2,Wp2,.0029788410001583
Wp2,Wp3,.0027440081055689
Wp2,Wp4,.0020059367042693
Wp2,Wp5,.0022298571099246
Wp2,Wp6,.0031134288203976
Wp2,Wright,.0036518646057787
Wp3,Wleft,.0002125044595762
Wp3,Wm2,.0004106854120087
Wp3,Wm1,.0004388505895472
Wp3,Wp1,.0014467867888884
Wp3,Wp2,.0027440081055689
Wp3,Wp3,.0038720461236288
Wp3,Wp4,.002928845492415
Wp3,Wp5,.0030071653006047
Wp3,Wp6,.0038204069806445
Wp3,Wright,.0049476990940658
Wp4,Wleft,-.0000456207833489
Wp4,Wm2,.0001377412909816
Wp4,Wm1,.000249539881892
Wp4,Wp1,.0011744903535928
Wp4,Wp2,.0020059367042693
Wp4,Wp3,.002928845492415
Wp4,Wp4,.0037129189249078
Wp4,Wp5,.0035523361601656
Wp4,Wp6,.0037049640027719
Wp4,Wright,.0048105380139692
Wp5,Wleft,-.0003093171692784
Wp5,Wm2,.0001508895726559
Wp5,Wm1,.0002525789469433
Wp5,Wp1,.0014012729809362
Wp5,Wp2,.0022298571099246
Wp5,Wp3,.0030071653006047
Wp5,Wp4,.0035523361601656
Wp5,Wp5,.004607241584402
Wp5,Wp6,.0046623039002892
Wp5,Wright,.0054599095333855
Wp6,Wleft,-.0005801664523756
Wp6,Wm2,.0001614548410988
Wp6,Wm1,.0002942033409341
Wp6,Wp1,.001542865821619
Wp6,Wp2,.0031134288203976
Wp6,Wp3,.0038204069806445
Wp6,Wp4,.0037049640027719
Wp6,Wp5,.0046623039002892
Wp6,Wp6,.0068298779719523
Wp6,Wright,.0071309366452934
Wright,Wleft,-.0012491823807541
Wright,Wm2,-.0002472270871436
Wright,Wm1,.0001660992802884
Wright,Wp1,.0018002244017076
Wright,Wp2,.0036518646057787
Wright,Wp3,.0049476990940658
Wright,Wp4,.0048105380139692
Wright,Wp5,.0054599095333855
Wright,Wp6,.0071309366452934
Wright,Wright,.0108247813519038
