coefficient_i,coefficient_j,covariance
Wleft,Wleft,.0029747719371046
Wleft,Wm2,.0011280092810566
Wleft,Wm1,.0005066009743393
Wleft,Wp1,.0001482184475072
Wleft,Wp2,.0000889043749486
Wleft,Wp3,-.0000108357384319
Wleft,Wp4,-.000110152725197
Wleft,Wp5,-.0001916426145485
Wleft,Wp6,-.0002443367798013
Wleft,Wright,-.0004292523794704
Wm2,Wleft,.0011280092810566
Wm2,Wm2,.0016523419672766
Wm2,Wm1,.000586243971262
Wm2,Wp1,.0001528321320283
Wm2,Wp2,.0001355775628156
Wm2,Wp3,.0000897004217905
Wm2,Wp4,.0000380819301514
Wm2,Wp5,-.0000153431125661
Wm2,Wp6,-.0000555873096856
Wm2,Wright,-.0001685746055092
Wm1,Wleft,.0005066009743393
Wm1,Wm2,.000586243971262
Wm1,Wm1,.0007594555771325
Wm1,Wp1,.0000923343137398
Wm1,Wp2,.000093778489269
Wm1,Wp3,.0000774706784904
Wm1,Wp4,.0000506485742707
Wm1,Wp5,.0000341179327901
Wm1,Wp6,.000015136629412
Wm1,Wright,-.0000335902468998
Wp1,Wleft,.0001482184475072
Wp1,Wm2,.0001528321320283
Wp1,Wm1,.0000923343137398
Wp1,Wp1,.0005170439475345
Wp1,Wp2,.0004720034003454
Wp1,Wp3,.0004857105065419
Wp1,Wp4,.0004964134616652
Wp1,Wp5,.0005132490395953
Wp1,Wp6,.0005316598700577
Wp1,Wright,.0005911734827404
Wp2,Wleft,.0000889043749486
Wp2,Wm2,.0001355775628156
Wp2,Wm1,.000093778489269
Wp2,Wp1,.0004720034003454
Wp2,Wp2,.0007481965629467
Wp2,Wp3,.0007244405071653
Wp2,Wp4,.0007440702733998
Wp2,Wp5,.0007752017475632
Wp2,Wp6,.0008227528593991
Wp2,Wright,.0009525425923396
Wp3,Wleft,-.0000108357384319
Wp3,Wm2,.0000897004217905
Wp3,Wm1,.0000774706784904
Wp3,Wp1,.0004857105065419
Wp3,Wp2,.0007244405071653
Wp3,Wp3,.0010118561842178
Wp3,Wp4,.001005863187883
Wp3,Wp5,.0010487566021019
Wp3,Wp6,.0011153063842859
Wp3,Wright,.0013157390219993
Wp4,Wleft,-.000110152725197
Wp4,Wm2,.0000380819301514
Wp4,Wm1,.0000506485742707
Wp4,Wp1,.0004964134616652
Wp4,Wp2,.0007440702733998
Wp4,Wp3,.001005863187883
Wp4,Wp4,.0012974548257031
Wp4,Wp5,.0013062960775669
Wp4,Wp6,.0013855440854926
Wp4,Wright,.0016622915982994
Wp5,Wleft,-.0001916426145485
Wp5,Wm2,-.0000153431125661
Wp5,Wm1,.0000341179327901
Wp5,Wp1,.0005132490395953
Wp5,Wp2,.0007752017475632
Wp5,Wp3,.0010487566021019
Wp5,Wp4,.0013062960775669
Wp5,Wp5,.0016069830977805
Wp5,Wp6,.0016346613452168
Wp5,Wright,.0019501369017414
Wp6,Wleft,-.0002443367798013
Wp6,Wm2,-.0000555873096856
Wp6,Wm1,.000015136629412
Wp6,Wp1,.0005316598700577
Wp6,Wp2,.0008227528593991
Wp6,Wp3,.0011153063842859
Wp6,Wp4,.0013855440854926
Wp6,Wp5,.0016346613452168
Wp6,Wp6,.0020925500043558
Wp6,Wright,.0022705973114421
Wright,Wleft,-.0004292523794704
Wright,Wm2,-.0001685746055092
Wright,Wm1,-.0000335902468998
Wright,Wp1,.0005911734827404
Wright,Wp2,.0009525425923396
Wright,Wp3,.0013157390219993
Wright,Wp4,.0016622915982994
Wright,Wp5,.0019501369017414
Wright,Wp6,.0022705973114421
Wright,Wright,.0032566389245509
