coefficient,estimate,standard_error
Wleft,-.0815740263189471,.054541469
Wm2,-.1583831896496607,.040649008
Wm1,-.144860656659651,.027558222
Wp1,.1844655627840668,.0227386
Wp2,.5418299545139109,.027353182
Wp3,.8200832220112569,.031809688
Wp4,1.005857469321581,.036020201
Wp5,1.103646772383134,.040087193
Wp6,1.223957871675889,.0457444
Wright,1.290466166122524,.05706697
