case,label,note,status,rank_loss,market_residual,elapsed_sec,p_eq,H_own,hR_max,debt_diagnostics.taper_end_age,debt_diagnostics.post_taper_renter_negative_b_mass,debt_diagnostics.post_taper_owner_negative_unsecured_mass,debt_diagnostics.post_taper_total_mass,debt_diagnostics.all_age_renter_negative_b_mass,debt_diagnostics.all_age_owner_negative_unsecured_mass,moments.aggregate_mean_occupied_rooms_18_85,moments.aggregate_own_rate,moments.childless_rate,moments.housing_increment_0to1,moments.mean_age_first_birth,moments.old_age_own_rate,moments.old_nonhousing_ge_1x_income_share_6575,moments.old_total_estate_wealth_to_annual_income_median_7684,moments.own_family_gap,moments.own_rate,moments.own_rate_2534,moments.prime30_55_childless_owner_minus_renter_mean_rooms,moments.prime30_55_childless_owner_share_rooms_ge6,moments.prime30_55_childless_renter_mean_rooms,moments.prime30_55_parent_3plus_minus_1to2_mean_rooms,moments.renter25_45_all_cap_share,moments.tfr,moments.young_childless_renter_liquid_wealth_to_annual_gross_income_2535,delta_from_baseline.aggregate_mean_occupied_rooms_18_85,delta_from_baseline.aggregate_own_rate,delta_from_baseline.childless_rate,delta_from_baseline.housing_increment_0to1,delta_from_baseline.mean_age_first_birth,delta_from_baseline.old_age_own_rate,delta_from_baseline.old_nonhousing_ge_1x_income_share_6575,delta_from_baseline.old_total_estate_wealth_to_annual_income_median_7684,delta_from_baseline.own_family_gap,delta_from_baseline.own_rate,delta_from_baseline.own_rate_2534,delta_from_baseline.prime30_55_childless_owner_minus_renter_mean_rooms,delta_from_baseline.prime30_55_childless_owner_share_rooms_ge6,delta_from_baseline.prime30_55_childless_renter_mean_rooms,delta_from_baseline.prime30_55_parent_3plus_minus_1to2_mean_rooms,delta_from_baseline.renter25_45_all_cap_share,delta_from_baseline.tfr,delta_from_baseline.young_childless_renter_liquid_wealth_to_annual_gross_income_2535,overrides.birth_entry_grant,overrides.birth_entry_grant_amount,overrides.birth_entry_grant_locations,overrides.birth_entry_grant_owner_rungs,overrides.tau_H
baseline,Baseline,Same solved theta as the mechanics packet baseline.,diagnostic_mechanics_not_policy_estimate,8.99896940330704,9.324104321982198e-06,165.3703930620104,[0.7588760587781781],"[2.0, 4.0, 6.0, 8.0, 10.0]",6.0,62.0,0.0,1.5418480838090737e-07,0.3209319825452264,0.061364545818054,0.0005132089858813852,5.672127521787135,0.6681264621884594,0.18882652375386613,0.6808310748094978,32.29524118562811,0.9539983711574811,0.6099961319373566,6.4305369605457745,0.21768525321853405,0.658311496455828,0.275979063355956,2.3132472995875792,0.7583779556622434,3.9681153730989633,0.6016665648637796,0.11124708888079787,2.0346245418569757,0.32259353337070473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
birth_grant_A0p4_Hge6,"Birth grant, family-size homes",Pays 0.4 period-income units when a renter buys a home with at least six rooms in the birth state.,diagnostic_mechanics_not_policy_estimate,25.090963984981062,1.7795873459752648e-05,114.69204462898779,[0.7656968970121781],"[2.0, 4.0, 6.0, 8.0, 10.0]",6.0,62.0,0.0,1.0501215401894742e-06,0.32093198256064165,0.06030197368815029,0.0008538902952966345,5.761596877693319,0.6460876722486754,0.17309517701105503,1.3145358418284074,32.154857644617636,0.947341835447706,0.6044641260835172,6.525800064372592,0.506415679044228,0.6375153810612085,0.20958083892007634,2.34062980244075,0.8216799387023663,4.18637044947511,0.6708043231508336,0.1613605377986527,2.076594736641818,0.7007471846297983,0.08946935590618388,-0.02203878993978403,-0.015731346742811098,0.6337047670189097,-0.1403835410104719,-0.006656535709775091,-0.005532005853839395,0.09526310382681746,0.28873042582569397,-0.020796115394619452,-0.06639822443587967,0.027382502853170898,0.06330198304012291,0.21825507637614638,0.06913775828705404,0.050113448917854825,0.041970194784842096,0.3781536512590936,True,0.4,[],"[3, 4, 5]",
tax2_grant_A0p4_Hge6,Property tax plus birth grant,Combines the 2 percent annual property tax with the family-size birth grant.,diagnostic_mechanics_not_policy_estimate,388.59554346145967,1.49884335280147e-05,113.24613819198566,[0.6189333128314761],"[2.0, 4.0, 6.0, 8.0, 10.0]",6.0,62.0,0.0,6.768035973294075e-17,0.32093198262615086,0.06072097584790507,0.00026022947098450905,5.796551490156948,0.6425429067171754,0.169073752079579,1.3464176310080347,32.12431168551548,0.9480641752803504,0.8050301427627508,6.383063726886441,0.4497122481407061,0.6262367659392012,0.21295849879714918,2.303520000331954,0.8067997919243377,4.196868895679556,0.6250696213953528,0.19262897619586752,2.089883627882258,0.6710864751113609,0.12442396836981295,-0.025583555471283992,-0.01975277167428713,0.6655865561985369,-0.17092950011262786,-0.005934195877130732,0.19503401082539418,-0.04747323365933376,0.23202699492217205,-0.03207473051662679,-0.06302056455880684,-0.009727299255625432,0.04842183626209429,0.22875352258059234,0.023403056531573263,0.08138188731506965,0.0552590860252824,0.34849294174065615,True,0.4,[],"[3, 4, 5]",0.08
