measurement,own_rate_2534,interpretation
production_whole_nodes,0.3609067549945246,unchanged model age_to_index aggregation
cells_start_at_node,0.3136234155921628,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3615794648573589,diagnostic uniform density within each four-year cell
