moment,target,model,gap,weight,loss_contribution
initial_normalization,2.1,2.100000727534378,7.275343780754895e-07,,
cps_childlessness,0.19827875100684264,0.17130757005748104,-0.0269711809493616,35532.3042455214,25.847782913033686
cps_exactly_one,0.21365532522014702,0.23054789629028263,0.016892571070135615,26952.820824310795,7.691228848324977
nchs_mean_age,25.976263860992496,25.439610955002,-0.536652905990497,139.82806784479274,40.26997197943904
nchs_share30,0.2492780130410667,0.19415238343088118,-0.05512562961018552,13866.065434728798,42.13668550886858
wealth_earnings,6.92658379107299,7.640677402657478,0.714093611584488,7.595098472533724,3.872966180041594
bequest_wealth,0.007291023472616158,0.007389341982071643,9.831850945548563e-05,5165289.256198346,0.049930419946014534
old_dispersion,3.51593508651872,2.7632539774616656,-0.7526811090570544,10.616361531535473,6.01447511014902
mean_rooms,5.607885960068579,5.978620474271099,0.37073451420252024,128.02070205233477,17.59568761722297
ownership_30_55,0.6762604168538028,0.7879238908820282,0.1116634740282254,2339.3623724673616,29.168881144543928
first_birth_rooms,1.465,1.5609815880223525,0.09598158802235246,137.5652749002964,1.2673153131527106
family_rooms,0.38509964969278165,0.6100538171718117,0.22495416747903008,280.52808370152104,14.195949037496893
recent_parent_ownership,0.12760836356692162,0.03773594277609349,-0.08987242079082813,27055.822957508266,218.531289439337
