case,age,z_index,z,timing,state_mass,valid_nodes,negative_owner_steps_all_valid,negative_owner_steps_occupied_lower,lower_node_mass_at_negative_owner_steps,largest_owner_drop_all_valid,largest_owner_drop_occupied_lower,masked_node_mass,occupied_threshold,probability_step_threshold
current_transition,30,0,0.11089068477824145,pre_fertility,0.0006643453018501726,89,16,0,0.0,0.019165843725204468,0.0,0.0,1e-12,1e-07
current_transition,30,0,0.11089068477824145,post_fertility_pre_tenure,0.0006401652781166991,89,16,0,0.0,0.019165843725204468,0.0,0.0,1e-12,1e-07
current_transition,30,0,0.11089068477824145,current_post_tenure,0.0006401991221878167,89,16,0,0.0,0.019165843725204468,0.0,0.0,1e-12,1e-07
current_transition,30,1,0.1680514187563014,pre_fertility,0.002498628791789035,92,21,0,0.0,0.02638721466064453,0.0,0.0,1e-12,1e-07
current_transition,30,1,0.1680514187563014,post_fertility_pre_tenure,0.002310273405882456,92,21,0,0.0,0.02638721466064453,0.0,0.0,1e-12,1e-07
current_transition,30,1,0.1680514187563014,current_post_tenure,0.002310277839884652,92,21,0,0.0,0.02638721466064453,0.0,0.0,1e-12,1e-07
current_transition,30,2,0.25467675127520867,pre_fertility,0.0035312260781196975,97,22,0,0.0,0.019261136651039124,0.0,0.0,1e-12,1e-07
current_transition,30,2,0.25467675127520867,post_fertility_pre_tenure,0.003152111941145128,97,22,0,0.0,0.019261136651039124,0.0,0.0,1e-12,1e-07
current_transition,30,2,0.25467675127520867,current_post_tenure,0.0031520207273703395,97,22,0,0.0,0.019261136651039124,0.0,0.0,1e-12,1e-07
current_transition,30,3,0.3859547757472442,pre_fertility,0.0022249207236404497,103,27,1,1.5831236245259393e-08,0.001274392008781433,8.813757449388504e-05,0.0,1e-12,1e-07
current_transition,30,3,0.3859547757472442,post_fertility_pre_tenure,0.0019331809157686474,103,27,1,1.3336592125232638e-08,0.001274392008781433,8.813757449388504e-05,0.0,1e-12,1e-07
current_transition,30,3,0.3859547757472442,current_post_tenure,0.0019313582812849738,103,27,2,1.320336356336142e-08,0.001274392008781433,0.00023669470101594925,0.0,1e-12,1e-07
current_transition,30,4,0.5849025801382837,pre_fertility,0.0005262854656260926,110,26,11,6.538208123653642e-05,0.00301949679851532,0.0006532697007060051,0.0,1e-12,1e-07
current_transition,30,4,0.5849025801382837,post_fertility_pre_tenure,0.0004472185808737819,110,26,11,5.495586459751796e-05,0.00301949679851532,0.0006532697007060051,0.0,1e-12,1e-07
current_transition,30,4,0.5849025801382837,current_post_tenure,0.0004434586017934047,110,26,12,5.428222079375286e-05,0.00301949679851532,0.0006532697007060051,0.0,1e-12,1e-07
current_transition,30,5,0.32846680176271387,pre_fertility,0.001596607102408628,111,10,10,0.00021168149733032535,0.012649745680391788,0.012649745680391788,0.0,1e-12,1e-07
current_transition,30,5,0.32846680176271387,post_fertility_pre_tenure,0.001345815351036526,111,10,10,0.00017636711294915448,0.012649745680391788,0.012649745680391788,0.0,1e-12,1e-07
current_transition,30,5,0.32846680176271387,current_post_tenure,0.0013506323252643177,111,10,10,0.00017730209382111237,0.012649745680391788,0.012649745680391788,0.0,1e-12,1e-07
current_transition,30,6,0.4977813254644079,pre_fertility,0.00597072211250838,113,3,3,0.0003432149367968351,0.010365873575210571,0.010365873575210571,0.0,1e-12,1e-07
current_transition,30,6,0.4977813254644079,post_fertility_pre_tenure,0.004938400093142501,113,3,3,0.0002836804352002262,0.010365873575210571,0.010365873575210571,0.0,1e-12,1e-07
current_transition,30,6,0.4977813254644079,current_post_tenure,0.004918730261291534,113,3,3,0.00028298053667528093,0.010365873575210571,0.010365873575210571,0.0,1e-12,1e-07
current_transition,30,7,0.7543722733967643,pre_fertility,0.008279717220210467,116,2,2,0.00029019432471118775,5.8809586334973574e-05,5.8809586334973574e-05,0.0,1e-12,1e-07
current_transition,30,7,0.7543722733967643,post_fertility_pre_tenure,0.006765974248572828,116,2,2,0.0002374567535989572,5.8809586334973574e-05,5.8809586334973574e-05,0.0,1e-12,1e-07
current_transition,30,7,0.7543722733967643,current_post_tenure,0.006525562674597232,116,2,2,0.00023702151199268834,5.8809586334973574e-05,5.8809586334973574e-05,0.0,1e-12,1e-07
current_transition,30,8,1.1432279552449633,pre_fertility,0.005088017904435884,120,3,3,0.00017144658663594881,0.004756569862365723,0.004756569862365723,0.0,1e-12,1e-07
current_transition,30,8,1.1432279552449633,post_fertility_pre_tenure,0.004118052081085503,120,3,3,0.00013894882466463724,0.004756569862365723,0.004756569862365723,0.0,1e-12,1e-07
current_transition,30,8,1.1432279552449633,current_post_tenure,0.0037176225559677786,120,3,3,0.0001358775303103927,0.004756569862365723,0.004756569862365723,0.0,1e-12,1e-07
current_transition,30,9,1.7325267692681683,pre_fertility,0.0011487786271898275,120,5,5,9.800710533680017e-05,0.002665013074874878,0.002665013074874878,0.0,1e-12,1e-07
current_transition,30,9,1.7325267692681683,post_fertility_pre_tenure,0.0009222692349588691,120,5,5,7.867602703217425e-05,0.002665013074874878,0.002665013074874878,0.0,1e-12,1e-07
current_transition,30,9,1.7325267692681683,current_post_tenure,0.0007923390104530674,120,5,5,6.861960725829853e-05,0.002665013074874878,0.002665013074874878,0.0,1e-12,1e-07
current_transition,30,10,0.9729441212847109,pre_fertility,0.00019877686979487041,120,7,7,1.315851199371993e-05,0.05194014310836792,0.05194014310836792,0.0,1e-12,1e-07
current_transition,30,10,0.9729441212847109,post_fertility_pre_tenure,0.00015894423304872382,120,7,7,1.0483955014116223e-05,0.05194014310836792,0.05194014310836792,0.0,1e-12,1e-07
current_transition,30,10,0.9729441212847109,current_post_tenure,0.00015095043555036323,120,7,7,3.0833074965553964e-06,0.05194014310836792,0.05194014310836792,0.0,1e-12,1e-07
current_transition,30,11,1.4744668614814156,pre_fertility,0.0006145836399121328,120,1,1,5.15569416213153e-05,0.004083581268787384,0.004083581268787384,0.0,1e-12,1e-07
current_transition,30,11,1.4744668614814156,post_fertility_pre_tenure,0.0004887031071496875,120,1,1,4.098498327486107e-05,0.004083581268787384,0.004083581268787384,0.0,1e-12,1e-07
current_transition,30,11,1.4744668614814156,current_post_tenure,0.00041752576948381946,120,1,1,3.949680968683418e-05,0.004083581268787384,0.004083581268787384,0.0,1e-12,1e-07
current_transition,30,12,2.234509133716906,pre_fertility,0.0006609358752818543,120,5,5,7.893375073778261e-07,0.0021893978118896484,0.0021893978118896484,0.0,1e-12,1e-07
current_transition,30,12,2.234509133716906,post_fertility_pre_tenure,0.0005232800579271567,120,5,5,6.224431853564751e-07,0.0021893978118896484,0.0021893978118896484,0.0,1e-12,1e-07
current_transition,30,12,2.234509133716906,current_post_tenure,0.00032094614035021204,120,5,5,5.98647959256692e-07,0.0021893978118896484,0.0021893978118896484,0.0,1e-12,1e-07
current_transition,30,13,3.3863297976379867,pre_fertility,0.00031956420336208286,120,16,16,2.2593496078408687e-05,0.003660142421722412,0.003660142421722412,0.0,1e-12,1e-07
current_transition,30,13,3.3863297976379867,post_fertility_pre_tenure,0.0002521292630497693,120,16,16,1.780851835401067e-05,0.003660142421722412,0.003660142421722412,0.0,1e-12,1e-07
