case,age,z_index,z,timing,state_mass,valid_nodes,negative_owner_steps_all_valid,negative_owner_steps_occupied_lower,lower_node_mass_at_negative_owner_steps,largest_owner_drop_all_valid,largest_owner_drop_occupied_lower,masked_node_mass,occupied_threshold,probability_step_threshold
current_transition,30,13,3.3863297976379867,current_post_tenure,0.00010069871075441713,120,16,16,5.44616572514703e-06,0.003660142421722412,0.003660142421722412,0.0,1e-12,1e-07
current_transition,30,14,5.131878552358484,pre_fertility,5.7027353964418155e-05,120,32,32,3.3614928841161314e-05,0.003569304943084717,0.003569304943084717,0.0,1e-12,1e-07
current_transition,30,14,5.131878552358484,post_fertility_pre_tenure,4.4854499401699744e-05,120,32,32,2.643520079884239e-05,0.003569304943084717,0.003569304943084717,0.0,1e-12,1e-07
current_transition,30,14,5.131878552358484,current_post_tenure,1.661321646703585e-05,120,32,32,7.0693358089418055e-06,0.003569304943084717,0.003569304943084717,0.0,1e-12,1e-07
current_transition,42,0,0.11089068477824145,pre_fertility,0.0004220157357472962,82,22,12,2.7916100534520342e-08,0.0016337521374225616,0.0016337521374225616,0.0,1e-12,1e-07
current_transition,42,0,0.11089068477824145,post_fertility_pre_tenure,0.00039328413285203594,82,22,12,2.476134058892835e-08,0.0016337521374225616,0.0016337521374225616,0.0,1e-12,1e-07
current_transition,42,0,0.11089068477824145,current_post_tenure,0.00039354095119222324,82,22,12,2.4202792731999707e-08,0.0016337521374225616,0.0016337521374225616,0.0,1e-12,1e-07
current_transition,42,1,0.1680514187563014,pre_fertility,0.0015658897361762478,85,27,18,3.384545079998456e-06,0.0018775910139083862,0.00145781971514225,0.0,1e-12,1e-07
current_transition,42,1,0.1680514187563014,post_fertility_pre_tenure,0.001424475412558085,85,27,18,3.0034258742288746e-06,0.0018775910139083862,0.00145781971514225,0.0,1e-12,1e-07
current_transition,42,1,0.1680514187563014,current_post_tenure,0.0014241629356024322,85,27,18,2.9359125682341173e-06,0.0018775910139083862,0.00145781971514225,0.0,1e-12,1e-07
current_transition,42,2,0.25467675127520867,pre_fertility,0.002186590814687386,88,24,20,2.887616401281317e-05,0.005102425813674927,0.0016886889934539795,0.0,1e-12,1e-07
current_transition,42,2,0.25467675127520867,post_fertility_pre_tenure,0.001961813920447173,88,24,20,2.558588262319207e-05,0.005102425813674927,0.0016886889934539795,0.0,1e-12,1e-07
current_transition,42,2,0.25467675127520867,current_post_tenure,0.001957457236126762,88,24,20,2.5090211737027307e-05,0.005102425813674927,0.0016886889934539795,0.0,1e-12,1e-07
current_transition,42,3,0.3859547757472442,pre_fertility,0.0013613079615327462,95,24,23,0.0003277746175970644,0.008034229278564453,0.0015080645680427551,0.0,1e-12,1e-07
current_transition,42,3,0.3859547757472442,post_fertility_pre_tenure,0.0012110900940164654,95,24,23,0.0002904386155354661,0.008034229278564453,0.0015080645680427551,0.0,1e-12,1e-07
current_transition,42,3,0.3859547757472442,current_post_tenure,0.0011953914354924176,95,24,23,0.00028523688085763024,0.008034229278564453,0.0015080645680427551,0.0,1e-12,1e-07
current_transition,42,4,0.5849025801382837,pre_fertility,0.0003226291815542566,100,23,21,0.00027351045147877985,0.011431112885475159,0.0017909584566950798,0.0,1e-12,1e-07
current_transition,42,4,0.5849025801382837,post_fertility_pre_tenure,0.0002854010992106899,100,23,21,0.00024196736536506377,0.011431112885475159,0.0017909584566950798,0.0,1e-12,1e-07
current_transition,42,4,0.5849025801382837,current_post_tenure,0.00028281285544009096,100,23,21,0.0002396813451292591,0.011431112885475159,0.0017909584566950798,0.0,1e-12,1e-07
current_transition,42,5,0.32846680176271387,pre_fertility,0.0005832225515533572,97,9,9,0.00018628864764832077,0.01181703805923462,0.01181703805923462,0.0,1e-12,1e-07
current_transition,42,5,0.32846680176271387,post_fertility_pre_tenure,0.0005166721745970179,97,9,9,0.00016482608422595035,0.01181703805923462,0.01181703805923462,0.0,1e-12,1e-07
current_transition,42,5,0.32846680176271387,current_post_tenure,0.0005412324780630182,97,9,9,0.00016784619053033706,0.01181703805923462,0.01181703805923462,0.0,1e-12,1e-07
current_transition,42,6,0.4977813254644079,pre_fertility,0.0019619128762378125,107,2,2,0.00024728986544979585,0.004364088177680969,0.004364088177680969,0.0,1e-12,1e-07
current_transition,42,6,0.4977813254644079,post_fertility_pre_tenure,0.0017293494850497615,107,2,2,0.0002181987216226432,0.004364088177680969,0.004364088177680969,0.0,1e-12,1e-07
current_transition,42,6,0.4977813254644079,current_post_tenure,0.0017219768161699403,107,2,2,0.00021778761112445775,0.004364088177680969,0.004364088177680969,0.0,1e-12,1e-07
current_transition,42,7,0.7543722733967643,pre_fertility,0.0024505968914121214,111,1,1,0.00013404349201326588,5.5493670515716076e-05,5.5493670515716076e-05,0.0,1e-12,1e-07
current_transition,42,7,0.7543722733967643,post_fertility_pre_tenure,0.0021533033955710274,111,1,1,0.00011795577422393532,5.5493670515716076e-05,5.5493670515716076e-05,0.0,1e-12,1e-07
current_transition,42,7,0.7543722733967643,current_post_tenure,0.0019988370994334904,111,1,1,0.00011789582698060483,5.5493670515716076e-05,5.5493670515716076e-05,0.0,1e-12,1e-07
current_transition,42,8,1.1432279552449633,pre_fertility,0.0013596308803598748,114,3,3,4.8474234721118786e-05,0.004954129457473755,0.004954129457473755,0.0,1e-12,1e-07
current_transition,42,8,1.1432279552449633,post_fertility_pre_tenure,0.0011917722238138947,114,3,3,4.250242120915465e-05,0.004954129457473755,0.004954129457473755,0.0,1e-12,1e-07
current_transition,42,8,1.1432279552449633,current_post_tenure,0.0010640211060600222,114,3,3,4.051465860094278e-05,0.004954129457473755,0.004954129457473755,0.0,1e-12,1e-07
current_transition,42,9,1.7325267692681683,pre_fertility,0.0002668204326665209,118,5,4,1.3015630377098302e-05,0.0038442015647888184,0.0021162331104278564,0.0,1e-12,1e-07
current_transition,42,9,1.7325267692681683,post_fertility_pre_tenure,0.00023343493088360422,118,5,4,1.1390723921087563e-05,0.0038442015647888184,0.0021162331104278564,0.0,1e-12,1e-07
current_transition,42,9,1.7325267692681683,current_post_tenure,0.00019445820323914562,118,5,4,9.756445963161595e-06,0.0038442015647888184,0.0021162331104278564,0.0,1e-12,1e-07
current_transition,42,10,0.9729441212847109,pre_fertility,2.1471556383791112e-05,117,2,2,4.802242621535493e-07,0.00529884546995163,0.00529884546995163,0.0,1e-12,1e-07
current_transition,42,10,0.9729441212847109,post_fertility_pre_tenure,1.8792839583793668e-05,117,2,2,4.203201341167376e-07,0.00529884546995163,0.00529884546995163,0.0,1e-12,1e-07
current_transition,42,10,0.9729441212847109,current_post_tenure,1.904059052655704e-05,117,2,2,5.572798750812098e-07,0.00529884546995163,0.00529884546995163,0.0,1e-12,1e-07
current_transition,42,11,1.4744668614814156,pre_fertility,4.8853620369441786e-05,120,1,1,1.7587305473238284e-07,0.00012336298823356628,0.00012336298823356628,0.0,1e-12,1e-07
current_transition,42,11,1.4744668614814156,post_fertility_pre_tenure,4.268827318733378e-05,120,1,1,1.5373235155143753e-07,0.00012336298823356628,0.00012336298823356628,0.0,1e-12,1e-07
current_transition,42,11,1.4744668614814156,current_post_tenure,3.122719582105503e-05,120,1,1,1.893503752817778e-07,0.00012336298823356628,0.00012336298823356628,0.0,1e-12,1e-07
current_transition,42,12,2.234509133716906,pre_fertility,4.42394044859675e-05,120,1,1,9.289004712154188e-07,0.0013522505760192871,0.0013522505760192871,0.0,1e-12,1e-07
current_transition,42,12,2.234509133716906,post_fertility_pre_tenure,3.8606746457971595e-05,120,1,1,8.098451052021451e-07,0.0013522505760192871,0.0013522505760192871,0.0,1e-12,1e-07
current_transition,42,12,2.234509133716906,current_post_tenure,2.608260882868399e-05,120,1,1,9.951532857213911e-07,0.0013522505760192871,0.0013522505760192871,0.0,1e-12,1e-07
current_transition,42,13,3.3863297976379867,pre_fertility,2.250586389214135e-05,120,21,21,8.129363865853832e-06,0.0032737255096435547,0.0032737255096435547,0.0,1e-12,1e-07
current_transition,42,13,3.3863297976379867,post_fertility_pre_tenure,1.962032665968406e-05,120,21,21,7.086063805513561e-06,0.0032737255096435547,0.0032737255096435547,0.0,1e-12,1e-07
current_transition,42,13,3.3863297976379867,current_post_tenure,1.768852406674557e-05,120,21,21,8.580957411147953e-06,0.0032737255096435547,0.0032737255096435547,0.0,1e-12,1e-07
current_transition,42,14,5.131878552358484,pre_fertility,5.382069032550396e-06,120,31,31,1.678408802286936e-06,0.0019774436950683594,0.0019774436950683594,0.0,1e-12,1e-07
current_transition,42,14,5.131878552358484,post_fertility_pre_tenure,4.68842565150536e-06,120,31,31,1.462385643309133e-06,0.0019774436950683594,0.0019774436950683594,0.0,1e-12,1e-07
current_transition,42,14,5.131878552358484,current_post_tenure,4.541834152512401e-06,120,31,31,2.0137081373606587e-06,0.0019774436950683594,0.0019774436950683594,0.0,1e-12,1e-07
