case,age,scope,group_index,permanent_level,z,mass,owner_mass,owner_rate
current_transition,18.0,combined,0,0.2774924094113725,0.11089068477824145,0.0001493450213452012,0.0,0.0
current_transition,18.0,combined,1,0.2774924094113725,0.1680514187563014,0.0005973800853808046,0.0,0.0
current_transition,18.0,combined,2,0.2774924094113725,0.25467675127520867,0.0008960701280711286,0.0,0.0
current_transition,18.0,combined,3,0.2774924094113725,0.3859547757472442,0.0005973800853808049,3.383280124478992e-11,5.663530149858096e-08
current_transition,18.0,combined,4,0.2774924094113725,0.5849025801382837,0.00014934502134520116,1.703784165310083e-08,0.0001140837605407614
current_transition,18.0,combined,5,0.8219540208905596,0.32846680176271387,0.0005973800853808045,3.637583230046671e-07,0.0006089227476888296
current_transition,18.0,combined,6,0.8219540208905596,0.4977813254644079,0.002389520341523197,1.4759086967337153e-06,0.000617658979957835
current_transition,18.0,combined,7,0.8219540208905596,0.7543722733967643,0.0035842805122847307,1.1542009887713008e-05,0.0032201748295519915
current_transition,18.0,combined,8,0.8219540208905596,1.1432279552449633,0.002389520341522849,3.8745157468548295e-05,0.0162146171326819
current_transition,18.0,combined,9,0.8219540208905596,1.7325267692681683,0.0005973800853808048,1.472419474505369e-05,0.024647950451290375
current_transition,18.0,combined,10,2.43469150702639,0.9729441212847109,0.0001493450213452012,1.0477646038389122e-05,0.0701573172243267
current_transition,18.0,combined,11,2.43469150702639,1.4744668614814156,0.0005973800853808046,9.597838960871525e-05,0.1606655326441508
current_transition,18.0,combined,12,2.43469150702639,2.234509133716906,0.0008960701280712074,0.0001666010829690854,0.18592415677073684
current_transition,18.0,combined,13,2.43469150702639,3.3863297976379867,0.0005973800853808048,0.0001558647432541482,0.2609138588120007
current_transition,18.0,combined,14,2.43469150702639,5.131878552358484,0.0001493450213452012,5.606439856806157e-05,0.3754018584822617
current_transition,18.0,permanent,0,0.2774924094113725,,0.0023895203415231405,1.707167445434562e-08,7.144393859172466e-06
current_transition,18.0,permanent,1,0.8219540208905596,,0.009558081366092385,6.685102912105337e-05,0.006994189164177828
current_transition,18.0,permanent,2,2.43469150702639,,0.002389520341523219,0.00048498626043839955,0.20296385513472598
current_transition,22.0,combined,0,0.2774924094113725,0.11089068477824145,0.0004660544602181225,2.771108582348944e-10,5.945890059826939e-07
current_transition,22.0,combined,1,0.2774924094113725,0.1680514187563014,0.0018642178410354432,6.313603198296095e-09,3.3867303806025845e-06
current_transition,22.0,combined,2,0.2774924094113725,0.25467675127520867,0.0027963267624148617,5.274283971644746e-08,1.886147228047827e-05
current_transition,22.0,combined,3,0.2774924094113725,0.3859547757472442,0.0018642178429580962,2.1632621571790747e-07,0.00011604127518415241
current_transition,22.0,combined,4,0.2774924094113725,0.5849025801382837,0.0004660544600173602,5.290795814722454e-07,0.0011352312376809732
current_transition,22.0,combined,5,0.8219540208905596,0.32846680176271387,0.0018642178392329954,6.9654128761881954e-06,0.003736372825964379
current_transition,22.0,combined,6,0.8219540208905596,0.4977813254644079,0.007456871339773774,5.287397063095919e-05,0.0070906373761523535
current_transition,22.0,combined,7,0.8219540208905596,0.7543722733967643,0.011185307002208749,0.00024202529765280463,0.021637787644542272
current_transition,22.0,combined,8,0.8219540208905596,1.1432279552449633,0.007456871352379902,0.00045651964325760664,0.06122133823750438
current_transition,22.0,combined,9,0.8219540208905596,1.7325267692681683,0.0018642178451975613,0.00019690098893742776,0.10562123382986986
current_transition,22.0,combined,10,2.43469150702639,0.9729441212847109,0.0004660544603093721,9.846670995707122e-05,0.21127726122759974
current_transition,22.0,combined,11,2.43469150702639,1.4744668614814156,0.0018642178443435827,0.0007030074240782574,0.37710583353298827
current_transition,22.0,combined,12,2.43469150702639,2.234509133716906,0.0027963267710687948,0.0017477316619500915,0.6250098093085467
current_transition,22.0,combined,13,2.43469150702639,3.3863297976379867,0.001864217846389395,0.0013572660531877326,0.728061935366876
current_transition,22.0,combined,14,2.43469150702639,5.131878552358484,0.0004660544603036125,0.00035288301380262616,0.7571711974878205
current_transition,22.0,permanent,0,0.2774924094113725,,0.007456871366643884,8.047393509631313e-07,0.00010791916762342121
current_transition,22.0,permanent,1,0.8219540208905596,,0.02982748537879298,0.0009552853133549864,0.03202701472227303
current_transition,22.0,permanent,2,2.43469150702639,,0.007456871382414757,0.004259354862975779,0.5711986494792503
current_transition,26.0,combined,0,0.2774924094113725,0.11089068477824145,0.0006781532846730436,1.0006151160367944e-08,1.4754999181626298e-05
current_transition,26.0,combined,1,0.2774924094113725,0.1680514187563014,0.0027126131388503895,1.4759841167327042e-07,5.4411891456008687e-05
current_transition,26.0,combined,2,0.2774924094113725,0.25467675127520867,0.004068919710277588,7.340510355484744e-07,0.0001804044040717619
current_transition,26.0,combined,3,0.2774924094113725,0.3859547757472442,0.002712613145134181,1.8681934212972083e-06,0.0006887061742100335
