scenario,period,years_from_start,parity_state,child_state,child_state_label,household_mass,household_share,child_units
task_001,0,0.0,0,0,no_children_at_home,0.4213777346966706,0.421377734696669,0.0
task_001,0,0.0,0,1,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,0,2,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,0,3,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,1,0,no_children_at_home,0.0034489149048164696,0.0034489149048164565,0.0
task_001,0,0.0,1,1,active_child_stage_1,0.02999415868699625,0.029994158686996137,0.02999415868699625
task_001,0,0.0,1,2,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,1,3,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,2,0,no_children_at_home,0.01065032198165401,0.01065032198165397,0.0
task_001,0,0.0,2,1,active_child_stage_1,0.023704478326696553,0.023704478326696463,0.023704478326696553
task_001,0,0.0,2,2,active_child_stage_2,0.03489884864468824,0.03489884864468811,0.06979769728937649
task_001,0,0.0,2,3,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,3,0,no_children_at_home,0.2074812758404971,0.20748127584049633,0.0
task_001,0,0.0,3,1,active_child_stage_1,0.15120746418416262,0.15120746418416203,0.15120746418416262
task_001,0,0.0,3,2,active_child_stage_2,0.08681100663855443,0.0868110066385541,0.17362201327710886
task_001,0,0.0,3,3,active_child_stage_3,0.03042579609526677,0.030425796095266657,0.09127738828580031
task_001,1,4.0,0,0,no_children_at_home,0.45223348812139386,0.43922830136840657,0.0
task_001,1,4.0,0,1,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,0,2,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,0,3,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,1,0,no_children_at_home,0.004022136744911903,0.003906469416225288,0.0
task_001,1,4.0,1,1,active_child_stage_1,0.009642004524275735,0.009364722826203667,0.009642004524275735
task_001,1,4.0,1,2,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,1,3,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,2,0,no_children_at_home,0.0117236727762199,0.011386527124934728,0.0
task_001,1,4.0,2,1,active_child_stage_1,0.024353289286182328,0.02365294514198373,0.024353289286182328
task_001,1,4.0,2,2,active_child_stage_2,0.0337562924717975,0.03278553975397501,0.067512584943595
task_001,1,4.0,2,3,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,3,0,no_children_at_home,0.22599289170227943,0.21949386003249996,0.0
task_001,1,4.0,3,1,active_child_stage_1,0.15591391739896124,0.15143019457342155,0.15591391739896124
task_001,1,4.0,3,2,active_child_stage_2,0.08370221037074292,0.08129512883852093,0.16740442074148584
task_001,1,4.0,3,3,active_child_stage_3,0.028269269583368627,0.02745631092382866,0.08480780875010588
task_001,2,8.0,0,0,no_children_at_home,0.49884490341910864,0.46714626698644374,0.0
task_001,2,8.0,0,1,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,0,2,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,0,3,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,1,0,no_children_at_home,0.002769439364558064,0.002593457910327026,0.0
task_001,2,8.0,1,1,active_child_stage_1,0.003070927141328556,0.002875787926119631,0.003070927141328556
task_001,2,8.0,1,2,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,1,3,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,2,0,no_children_at_home,0.013453392355122797,0.012598509023393652,0.0
task_001,2,8.0,2,1,active_child_stage_1,0.022897277368183484,0.021442291127736445,0.022897277368183484
task_001,2,8.0,2,2,active_child_stage_2,0.018833579693212338,0.01763681735018969,0.037667159386424676
task_001,2,8.0,2,3,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,3,0,no_children_at_home,0.24355703603556556,0.2280804302148131,0.0
task_001,2,8.0,3,1,active_child_stage_1,0.15839393418388736,0.1483289386343264,0.15839393418388736
task_001,2,8.0,3,2,active_child_stage_2,0.08013720737584115,0.07504496290481434,0.1602744147516823
task_001,2,8.0,3,3,active_child_stage_3,0.025898216024141562,0.02425253792183536,0.07769464807242468
task_001,3,12.0,0,0,no_children_at_home,0.555260319389552,0.5041481843524449,0.0
task_001,3,12.0,0,1,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,0,2,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,0,3,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,1,0,no_children_at_home,0.0020539423299009677,0.0018648753750720253,0.0
task_001,3,12.0,1,1,active_child_stage_1,0.0012131585359238615,0.0011014863692944694,0.0012131585359238615
task_001,3,12.0,1,2,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,1,3,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,2,0,no_children_at_home,0.015306071628183837,0.013897136084568102,0.0
task_001,3,12.0,2,1,active_child_stage_1,0.018758554849613494,0.017031815597601918,0.018758554849613494
task_001,3,12.0,2,2,active_child_stage_2,0.009356929608137754,0.008495617115666423,0.018713859216275507
task_001,3,12.0,2,3,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,3,0,no_children_at_home,0.2578175320331019,0.2340852319712194,0.0
task_001,3,12.0,3,1,active_child_stage_1,0.15486574818934282,0.1406102381921967,0.15486574818934282
task_001,3,12.0,3,2,active_child_stage_2,0.06909975160856083,0.06273906687760403,0.13819950321712166
task_001,3,12.0,3,3,active_child_stage_3,0.017651149842539012,0.016026348064331772,0.05295344952761703
task_001,4,16.0,0,0,no_children_at_home,0.6186697319865427,0.5478600910488847,0.0
task_001,4,16.0,0,1,no_children_at_home,0.0,0.0,0.0
task_001,4,16.0,0,2,no_children_at_home,0.0,0.0,0.0
task_001,4,16.0,0,3,no_children_at_home,0.0,0.0,0.0
task_001,4,16.0,1,0,no_children_at_home,0.0021162276652652878,0.0018740155230313228,0.0
task_001,4,16.0,1,1,active_child_stage_1,0.0008278656203958105,0.0007331125327724224,0.0008278656203958105
task_001,4,16.0,1,2,no_children_at_home,0.0,0.0,0.0
task_001,4,16.0,1,3,no_children_at_home,0.0,0.0,0.0
task_001,4,16.0,2,0,no_children_at_home,0.01803883190228666,0.015974203322779115,0.0
task_001,4,16.0,2,1,active_child_stage_1,0.016681687353664265,0.014772390307638855,0.016681687353664265
task_001,4,16.0,2,2,active_child_stage_2,0.0053482900746191445,0.004736153291075223,0.010696580149238289
