stage,case_id,candidate,moment,target,model,gap,weight,loss_contribution,standardized_gap
initial_population,4,task_001,tfr,1.918,1.9195668599993765,0.0015668599993765575,1425.7389910084596,0.003500260877211703,0.059163002604767305
initial_population,4,task_001,childless_rate,0.188,0.19119465470289826,0.0031946547028982586,17180.743822072007,0.1753435560766745,0.41874043998242455
initial_population,4,task_001,mean_age_first_birth,26.0446272574833,26.254682341519985,0.2100550840366857,44.44444444444444,1.961028370207071,1.4003672269112382
initial_population,4,task_001,share_first_births_age30plus,0.260327401666964,0.2371268342375895,-0.023200567429374486,10000.0,5.382663290449522,-2.3200567429374486
initial_population,4,task_001,housing_increment_0to1,0.7202462623815278,0.6240300099511762,-0.09621625243035159,137.5652749002964,1.2735197811424457,-1.1285033367883526
initial_population,4,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3758026005073063,0.008103041697306301,2958.514988007638,0.19425397802966124,0.4407425303163529
initial_population,4,task_001,own_family_gap,0.16766167,0.19136675354085858,0.023705083540858568,14229.590955975675,7.996048071701587,2.8277284296236065
initial_population,4,task_001,own_rate,0.575472,0.3719601997027095,-0.2035118002972905,1207.8460856134493,50.025425174891325,-7.072865414730534
initial_population,4,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.27422967313269,0.49425919119072237,11.973159013172177,2.9249487345894223,1.7102481500032158
initial_population,4,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,6.924455698515141,0.05135569851514088,6.287669427540395,0.016583148203248434,0.12877557300687284
initial_population,4,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.00855398566172381,-0.00024601433827619104,5165289.256198346,0.3126190838712404,-0.5591234960822523
initial_population,4,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.2028342412611837,-0.2452765131843364,56.95977216091135,3.426732241786597,-1.8511434957308406
initial_population,7,task_001,tfr,1.918,1.932378287009824,0.014378287009824131,1425.7389910084596,0.2947503461126748,0.5429091508831609
initial_population,7,task_001,childless_rate,0.188,0.191106890377089,0.003106890377089,17180.743822072007,0.1658417310077215,0.4072367014498098
initial_population,7,task_001,mean_age_first_birth,26.0446272574833,26.509483735978627,0.46485647849532796,44.44444444444444,9.604068693292325,3.099043189968853
initial_population,7,task_001,share_first_births_age30plus,0.260327401666964,0.2528572985253353,-0.0074701031416287145,10000.0,0.558024409465712,-0.7470103141628714
initial_population,7,task_001,housing_increment_0to1,0.7202462623815278,0.7919049437689258,0.07165868138739806,137.5652749002964,0.7063930944338637,0.8404719474401651
initial_population,7,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3318562666334888,-0.03584329217651122,2958.514988007638,3.8009272617159695,-1.9495966920663284
initial_population,7,task_001,own_family_gap,0.16766167,0.226716675441473,0.05905500544147299,14229.590955975675,49.625608352818276,7.044544580937669
initial_population,7,task_001,own_rate,0.575472,0.546277477829285,-0.029194522170714943,1207.8460856134493,1.0294715264007008,-1.0146287628491029
initial_population,7,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.5460410336951975,0.7660705517532298,11.973159013172177,7.02661707184549,2.650776692187686
initial_population,7,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.038206546276436,0.16510654627643628,6.287669427540395,0.1714029477055351,0.4140083908636818
initial_population,7,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008517891881462897,-0.0002821081185371034,5165289.256198346,0.4110794966143821,-0.6411548148570532
initial_population,7,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.2232562868655776,-0.22485446757994243,56.95977216091135,2.879859399966358,-1.6970148496599426
initial_population,12,task_001,tfr,1.918,1.9165708489831776,-0.0014291510168222832,1425.7389910084596,0.0029120328650677064,-0.05396325476718122
initial_population,12,task_001,childless_rate,0.188,0.19992986399004603,0.01192986399004603,17180.743822072007,2.4451918918129087,1.5637109361429014
initial_population,12,task_001,mean_age_first_birth,26.0446272574833,26.314900234282167,0.27027297679886786,44.44444444444444,3.246554755009838,1.8018198453257857
initial_population,12,task_001,share_first_births_age30plus,0.260327401666964,0.24006509871603252,-0.020262302950931482,10000.0,4.1056092087532665,-2.026230295093148
initial_population,12,task_001,housing_increment_0to1,0.7202462623815278,0.6971053047002105,-0.023140957681317298,137.5652749002964,0.07366674429631478,-0.271416182819512
initial_population,12,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3390241490598802,-0.028675409750119785,2958.514988007638,2.432725113677594,-1.5597195625103872
initial_population,12,task_001,own_family_gap,0.16766167,0.2137790287591521,0.0461173587591521,14229.590955975675,30.263647424796492,5.5012405350790194
initial_population,12,task_001,own_rate,0.575472,0.5782025173120697,0.002730517312069747,1207.8460856134493,0.009005368004839639,0.09489661745731319
initial_population,12,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.510625124186402,0.730654642244434,11.973159013172177,6.391945247400641,2.5282296666641346
initial_population,12,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.042878322639486,0.16977832263948578,6.287669427540395,0.18124005189010695,0.4257229755252903
initial_population,12,task_001,annual_bequest_flow_to_aggregate_wealth,0.0088,0.00860211601371746,-0.00019788398628254114,5165289.256198346,0.20226276873486013,-0.44973633246032074
initial_population,12,task_001,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.261662626556887,-0.18644812788863296,56.95977216091135,1.980087113886851,-1.407155682178362
initial_population,1,task_001,tfr,1.918,1.9238178405329724,0.005817840532972518,1425.7389910084596,0.04825737039267269,0.21967560263414024
initial_population,1,task_001,childless_rate,0.188,0.18910143268210475,0.001101432682104747,17180.743822072007,0.02084288728680843,0.14437065936958393
initial_population,1,task_001,mean_age_first_birth,26.0446272574833,26.34920352459885,0.3045762671155501,44.44444444444444,4.122964555113018,2.0305084474370005
initial_population,1,task_001,share_first_births_age30plus,0.260327401666964,0.24314448357129123,-0.017182918095672767,10000.0,2.9525267428259863,-1.7182918095672768
initial_population,1,task_001,housing_increment_0to1,0.7202462623815278,0.5157782239938484,-0.20446803838767935,137.5652749002964,5.751216033712268,-2.398169308808756
initial_population,1,task_001,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3675410209689076,-0.00015853784109237656,2958.514988007638,7.43600466340652e-05,-0.008623227158904328
initial_population,1,task_001,own_family_gap,0.16766167,0.17572428659220551,0.008062616592205502,14229.590955975675,0.9250057490042352,0.961772191843908
initial_population,1,task_001,own_rate,0.575472,0.5449671609714565,-0.030504839028543507,1207.8460856134493,1.1239553823278245,-1.0601676199204655
initial_population,1,task_001,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.349114575536986,0.5691440935950185,11.973159013172177,3.8784055246504234,1.9693667826614787
initial_population,1,task_001,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.033807287509764,0.16070728750976393,6.287669427540395,0.1623905836035308,0.4029771502250851
