coefficient_i,coefficient_j,covariance
Wleft,Wleft,.0000236558153923
Wleft,Wm2,.0000105648713417
Wleft,Wm1,8.07604044531e-06
Wleft,Wp1,7.53645848579e-06
Wleft,Wp2,8.21518180910e-06
Wleft,Wp3,6.43333308671e-06
Wleft,Wp4,6.31055896475e-06
Wleft,Wp5,5.86945673621e-06
Wleft,Wp6,5.27999581563e-06
Wleft,Wright,1.98411417347e-06
Wm2,Wleft,.0000105648713417
Wm2,Wm2,.0000196966704633
Wm2,Wm1,9.02496169504e-06
Wm2,Wp1,7.35897089168e-06
Wm2,Wp2,7.08599709270e-06
Wm2,Wp3,6.85075611488e-06
Wm2,Wp4,6.64592941739e-06
Wm2,Wp5,5.81863383193e-06
Wm2,Wp6,5.21881815600e-06
Wm2,Wright,3.51465802823e-06
Wm1,Wleft,8.07604044531e-06
Wm1,Wm2,9.02496169504e-06
Wm1,Wm1,.000017044354006
Wm1,Wp1,6.46420496201e-06
Wm1,Wp2,6.38305078060e-06
Wm1,Wp3,5.54220129193e-06
Wm1,Wp4,5.11000237788e-06
Wm1,Wp5,5.42071766337e-06
Wm1,Wp6,4.98839139644e-06
Wm1,Wright,3.89278548858e-06
Wp1,Wleft,7.53645848579e-06
Wp1,Wm2,7.35897089168e-06
Wp1,Wm1,6.46420496201e-06
Wp1,Wp1,.0000128209074075
Wp1,Wp2,7.37696268872e-06
Wp1,Wp3,6.14860698811e-06
Wp1,Wp4,6.02299301409e-06
Wp1,Wp5,5.67063469039e-06
Wp1,Wp6,5.42452200484e-06
Wp1,Wright,4.85514532901e-06
Wp2,Wleft,8.21518180910e-06
Wp2,Wm2,7.08599709270e-06
Wp2,Wm1,6.38305078060e-06
Wp2,Wp1,7.37696268872e-06
Wp2,Wp2,.0000145808183859
Wp2,Wp3,7.12266144719e-06
Wp2,Wp4,7.11396530212e-06
Wp2,Wp5,6.82570227142e-06
Wp2,Wp6,6.36694213202e-06
Wp2,Wright,5.56556824859e-06
Wp3,Wleft,6.43333308671e-06
Wp3,Wm2,6.85075611488e-06
Wp3,Wm1,5.54220129193e-06
Wp3,Wp1,6.14860698811e-06
Wp3,Wp2,7.12266144719e-06
Wp3,Wp3,.0000133828122965
Wp3,Wp4,7.94232079620e-06
Wp3,Wp5,7.54235183007e-06
Wp3,Wp6,7.36517044355e-06
Wp3,Wright,6.41027056250e-06
Wp4,Wleft,6.31055896475e-06
Wp4,Wm2,6.64592941739e-06
Wp4,Wm1,5.11000237788e-06
Wp4,Wp1,6.02299301409e-06
Wp4,Wp2,7.11396530212e-06
Wp4,Wp3,7.94232079620e-06
Wp4,Wp4,.0000152834041651
Wp4,Wp5,7.96432695961e-06
Wp4,Wp6,7.68903507648e-06
Wp4,Wright,7.35813211050e-06
Wp5,Wleft,5.86945673621e-06
Wp5,Wm2,5.81863383193e-06
Wp5,Wm1,5.42071766337e-06
Wp5,Wp1,5.67063469039e-06
Wp5,Wp2,6.82570227142e-06
Wp5,Wp3,7.54235183007e-06
Wp5,Wp4,7.96432695961e-06
Wp5,Wp5,.0000163785867927
Wp5,Wp6,7.92390604388e-06
Wp5,Wright,7.64942706594e-06
Wp6,Wleft,5.27999581563e-06
Wp6,Wm2,5.21881815600e-06
Wp6,Wm1,4.98839139644e-06
Wp6,Wp1,5.42452200484e-06
Wp6,Wp2,6.36694213202e-06
Wp6,Wp3,7.36517044355e-06
Wp6,Wp4,7.68903507648e-06
Wp6,Wp5,7.92390604388e-06
Wp6,Wp6,.0000157573647642
Wp6,Wright,8.28944256828e-06
Wright,Wleft,1.98411417347e-06
Wright,Wm2,3.51465802823e-06
Wright,Wm1,3.89278548858e-06
Wright,Wp1,4.85514532901e-06
Wright,Wp2,5.56556824859e-06
Wright,Wp3,6.41027056250e-06
Wright,Wp4,7.35813211050e-06
Wright,Wp5,7.64942706594e-06
Wright,Wp6,8.28944256828e-06
Wright,Wright,.0000112877365578
