f_c_y,control,K,rows,unsupported
1971,0,-2,27,0
1971,0,-1,25,0
1971,0,0,26,0
1971,0,1,26,0
1971,0,2,25,0
1971,0,3,26,0
1971,0,4,26,0
1971,0,5,26,0
1971,0,6,26,0
1971,0,7,26,0
1971,0,8,26,0
1971,0,9,26,0
1971,0,10,26,0
1971,0,11,26,0
1971,0,12,26,0
1971,0,13,26,0
1971,0,14,26,0
1971,0,15,26,0
1971,0,16,25,0
1971,0,17,24,0
1971,0,18,24,0
1971,0,19,25,0
1971,0,20,24,0
1971,0,21,25,0
1971,0,22,25,0
1971,0,23,22,0
1971,0,24,21,0
1971,0,25,21,0
1971,0,26,18,0
1971,0,28,17,0
1971,0,30,17,0
1971,0,32,16,0
1971,0,34,17,0
1971,0,36,17,0
1971,0,38,16,0
1971,0,40,16,0
1971,0,42,15,0
1971,0,44,14,0
1971,0,46,14,0
1971,0,48,12,0
1972,0,-3,25,0
1972,0,-2,27,0
1972,0,-1,27,0
1972,0,0,27,0
1972,0,1,27,0
1972,0,2,27,0
1972,0,3,27,0
1972,0,4,27,0
1972,0,5,26,0
1972,0,6,26,0
1972,0,7,26,0
1972,0,8,26,0
1972,0,9,26,0
1972,0,10,26,0
1972,0,11,26,0
1972,0,12,26,0
1972,0,13,26,0
1972,0,14,25,0
1972,0,15,25,0
1972,0,16,24,0
1972,0,17,22,0
1972,0,18,23,0
1972,0,19,23,0
1972,0,20,21,0
1972,0,21,22,0
1972,0,22,24,0
1972,0,23,23,0
1972,0,24,22,0
1972,0,25,16,0
1972,0,27,16,0
1972,0,29,15,0
1972,0,31,14,0
1972,0,33,14,0
1972,0,35,14,0
1972,0,37,12,0
1972,0,39,12,0
1972,0,41,12,0
1972,0,43,11,0
1972,0,45,11,0
1972,0,47,11,0
1973,0,-4,24,0
1973,0,-3,29,0
1973,0,-2,31,0
1973,0,-1,31,0
1973,0,0,31,0
1973,0,1,29,0
1973,0,2,29,0
1973,0,3,27,0
1973,0,4,28,0
1973,0,5,28,0
1973,0,6,28,0
1973,0,7,27,0
1973,0,8,26,0
1973,0,9,26,0
1973,0,10,27,0
1973,0,11,27,0
1973,0,12,26,0
1973,0,13,25,0
1973,0,14,25,0
1973,0,15,24,0
1973,0,16,23,0
1973,0,17,23,0
1973,0,18,21,0
1973,0,19,20,0
1973,0,20,20,0
1973,0,21,22,0
1973,0,22,22,0
1973,0,23,22,0
1973,0,24,16,0
1973,0,26,15,0
1973,0,28,14,0
1973,0,30,13,0
1973,0,32,11,0
1973,0,34,11,0
1973,0,36,12,0
1973,0,38,12,0
1973,0,40,11,0
1973,0,42,10,0
1973,0,44,10,0
1973,0,46,9,0
1974,0,-5,12,0
1974,0,-4,17,0
1974,0,-3,22,0
1974,0,-2,21,0
1974,0,-1,23,0
1974,0,0,22,0
1974,0,1,22,0
1974,0,2,23,0
1974,0,3,21,0
1974,0,4,22,0
1974,0,5,23,0
1974,0,6,22,0
1974,0,7,22,0
1974,0,8,22,0
1974,0,9,21,0
1974,0,10,22,0
1974,0,11,22,0
1974,0,12,21,0
1974,0,13,20,0
1974,0,14,19,0
1974,0,15,19,0
1974,0,16,20,0
1974,0,17,20,0
1974,0,18,20,0
1974,0,19,20,0
1974,0,20,21,0
1974,0,21,19,0
1974,0,22,18,0
1974,0,23,13,0
1974,0,25,13,0
1974,0,27,13,0
1974,0,29,12,0
1974,0,31,12,0
1974,0,33,11,0
1974,0,35,12,0
1974,0,37,12,0
1974,0,39,11,0
1974,0,41,12,0
1974,0,43,11,0
1974,0,45,12,0
1975,0,-6,10,0
1975,0,-5,11,0
1975,0,-4,13,0
1975,0,-3,18,0
1975,0,-2,19,0
1975,0,-1,17,0
1975,0,0,18,0
1975,0,1,17,0
1975,0,2,18,0
1975,0,3,18,0
1975,0,4,18,0
1975,0,5,18,0
1975,0,6,17,0
1975,0,7,17,0
1975,0,8,17,0
1975,0,9,17,0
1975,0,10,17,0
1975,0,11,17,0
1975,0,12,17,0
1975,0,13,16,0
1975,0,14,16,0
1975,0,15,16,0
1975,0,16,16,0
1975,0,17,16,0
1975,0,18,17,0
1975,0,19,15,0
1975,0,20,15,0
1975,0,21,15,0
1975,0,22,9,0
1975,0,24,9,0
1975,0,26,8,0
1975,0,28,8,0
1975,0,30,8,0
1975,0,32,8,0
1975,0,34,8,0
1975,0,36,8,0
1975,0,38,8,0
1975,0,40,8,0
1975,0,42,8,0
1975,0,44,7,0
1976,0,-7,11,0
1976,0,-6,16,0
1976,0,-5,15,0
1976,0,-4,20,0
1976,0,-3,24,0
1976,0,-2,25,0
1976,0,-1,25,0
1976,0,0,24,0
1976,0,1,24,0
1976,0,2,24,0
1976,0,3,24,0
1976,0,4,24,0
1976,0,5,24,0
1976,0,6,24,0
1976,0,7,24,0
1976,0,8,24,0
1976,0,9,24,0
1976,0,10,24,0
1976,0,11,24,0
1976,0,12,24,0
1976,0,13,21,0
1976,0,14,21,0
1976,0,15,20,0
1976,0,16,20,0
1976,0,17,20,0
1976,0,18,22,0
1976,0,19,22,0
1976,0,20,18,0
1976,0,21,17,0
1976,0,23,17,0
1976,0,25,17,0
1976,0,27,17,0
1976,0,29,16,0
1976,0,31,17,0
1976,0,33,17,0
1976,0,35,16,0
1976,0,37,16,0
1976,0,39,14,0
1976,0,41,15,0
1976,0,43,16,0
1977,0,-8,6,0
1977,0,-7,10,0
1977,0,-6,15,0
1977,0,-5,18,0
1977,0,-4,21,0
1977,0,-3,23,0
1977,0,-2,64,0
1977,0,-1,65,0
1977,0,0,63,0
1977,0,1,64,0
1977,0,2,63,0
1977,0,3,64,0
1977,0,4,64,0
1977,0,5,64,0
1977,0,6,65,0
1977,0,7,64,0
1977,0,8,63,0
1977,0,9,60,0
1977,0,10,59,0
1977,0,11,59,0
1977,0,12,60,0
1977,0,13,59,0
1977,0,14,59,0
1977,0,15,60,0
1977,0,16,61,0
1977,0,17,61,0
1977,0,18,57,0
1977,0,19,54,0
1977,0,20,41,0
1977,0,22,42,0
1977,0,24,40,0
1977,0,26,39,0
1977,0,28,39,0
1977,0,30,38,0
1977,0,32,39,0
1977,0,34,39,0
1977,0,36,37,0
1977,0,38,36,0
1977,0,40,36,0
1977,0,42,32,0
1978,0,-9,8,0
1978,0,-8,7,0
1978,0,-7,11,0
1978,0,-6,14,0
1978,0,-5,17,0
1978,0,-4,20,0
1978,0,-3,65,0
1978,0,-2,80,0
1978,0,-1,81,0
1978,0,0,78,0
1978,0,1,79,0
1978,0,2,79,0
1978,0,3,78,0
1978,0,4,78,0
1978,0,5,78,0
1978,0,6,78,0
1978,0,7,78,0
1978,0,8,75,0
1978,0,9,69,0
1978,0,10,70,0
1978,0,11,65,0
1978,0,12,64,0
1978,0,13,63,0
1978,0,14,65,0
1978,0,15,65,0
1978,0,16,67,0
1978,0,17,66,0
1978,0,18,67,0
1978,0,19,51,0
1978,0,21,50,0
1978,0,23,49,0
1978,0,25,49,0
1978,0,27,46,0
1978,0,29,48,0
1978,0,31,48,0
1978,0,33,47,0
1978,0,35,46,0
1978,0,37,45,0
1978,0,39,40,0
1978,0,41,40,0
1979,0,-10,6,0
1979,0,-9,8,0
1979,0,-8,9,0
1979,0,-7,16,0
1979,0,-6,25,0
1979,0,-5,29,0
1979,0,-4,66,0
1979,0,-3,79,0
1979,0,-2,88,0
1979,0,-1,84,0
1979,0,0,86,0
1979,0,1,85,0
1979,0,2,86,0
1979,0,3,85,0
1979,0,4,84,0
1979,0,5,85,0
1979,0,6,85,0
1979,0,7,82,0
1979,0,8,80,0
1979,0,9,78,0
1979,0,10,76,0
1979,0,11,77,0
1979,0,12,74,0
1979,0,13,75,0
1979,0,14,71,0
1979,0,15,74,0
1979,0,16,69,0
1979,0,17,70,0
1979,0,18,57,0
1979,0,20,56,0
1979,0,22,53,0
1979,0,24,51,0
1979,0,26,51,0
1979,0,28,49,0
1979,0,30,50,0
1979,0,32,49,0
1979,0,34,48,0
1979,0,36,46,0
1979,0,38,45,0
1979,0,40,42,0
1980,0,-11,5,0
1980,0,-10,7,0
1980,0,-9,10,0
1980,0,-8,12,0
1980,0,-7,13,0
1980,0,-6,16,0
1980,0,-5,41,0
1980,0,-4,58,0
1980,0,-3,70,0
1980,0,-2,81,0
1980,0,-1,78,0
1980,0,0,80,0
1980,0,1,80,0
1980,0,2,79,0
1980,0,3,79,0
1980,0,4,79,0
1980,0,5,78,0
1980,0,6,74,0
1980,0,7,70,0
1980,0,8,70,0
1980,0,9,73,0
1980,0,10,70,0
1980,0,11,71,0
1980,0,12,71,0
1980,0,13,70,0
1980,0,14,72,0
1980,0,15,70,0
1980,0,16,70,0
1980,0,17,47,0
1980,0,19,50,0
1980,0,21,50,0
1980,0,23,47,0
1980,0,25,47,0
1980,0,27,42,0
1980,0,29,47,0
1980,0,31,45,0
1980,0,33,45,0
1980,0,35,45,0
1980,0,37,46,0
1980,0,39,41,0
1981,0,-12,6,0
1981,0,-11,8,0
1981,0,-10,8,0
1981,0,-9,13,0
1981,0,-8,17,0
1981,0,-7,19,0
1981,0,-6,41,0
1981,0,-5,49,0
1981,0,-4,55,0
1981,0,-3,65,0
1981,0,-2,71,0
