coefficient,estimate,standard_error
Wleft,.0027535340357218,.0048637246
Wm2,-.0010495721946144,.0044380929
Wm1,.0017950265223483,.0041284808
Wp1,-.0085228807494064,.0035806294
Wp2,-.0076333917859687,.0038184838
Wp3,-.0094312898505882,.0036582525
Wp4,-.0033504575411402,.0039093993
Wp5,-.0017029623347539,.0040470469
Wp6,-.0031123991517075,.0039695548
Wright,-.0002275172068596,.0033597227
