arm,design,outcome,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
A2h_moved_nbhd,A2h,moved_nbhd,-3,-2,118205,116697,9245,3255,5990,57375,Wp3,-.0094312898505882,.0036582526288566,.0301630132610839,0,,0,pw=IW,319.56
