restriction_id,label,target,model,gap,actual_weight,loss_contribution,scored
initial_normalization,Initial model completed fertility,2.1,2.1002763436053793,0.00027634360537920344,,,False
cps_childlessness,"Childless women, ages 40–44",0.19827875100684264,0.2222865840482807,0.024007833041438054,35532.3042455214,20.479969074113654,True
cps_exactly_one,"Exactly one child among mothers, ages 40–44",0.21365532522014702,0.1992177167114408,-0.014437608508706207,26952.820824310795,5.61816832361978,True
nchs_mean_age,Period mean first-birth age,25.976263860992496,26.591456963496537,0.6151931025040405,139.82806784479274,52.91968758913066,True
nchs_share30,First births at age 30+,0.2492780130410667,0.25336474967328737,0.004086736632220672,13866.065434728798,0.23158293128417526,True
wealth_earnings,Wealth / annual gross labor earnings,6.14586139445743,6.722485873957676,0.5766244795002455,7.595098472533724,2.5253382694789956,True
bequest_wealth,Annual bequests / aggregate wealth,0.0088,0.00797845839698882,-0.0008215416030111812,5165289.256198346,3.486211805155894,True
old_dispersion,"Old wealth/income p90 / median, ages 76–84",3.51593508651872,4.28135774073836,0.7654226542196403,10.616361531535473,6.219827260261214,True
mean_rooms,"Mean occupied rooms, capped at 9",5.561097376118652,6.678025451128305,1.1169280750096533,128.02070205233477,159.7094519639985,True
ownership_30_55,"Ownership, heads 30–55",0.6483340343191493,0.48389152049281187,-0.1644425138263374,2339.3623724673616,63.25949412412004,True
first_birth_rooms,"First-birth room response, −1 to +3",0.7202462623815278,1.016538970789564,0.29629270840803623,137.5652749002964,12.076768687480518,True
family_rooms,Rooms: 3+ versus 1–2 resident children (model dependent proxy),0.3470669317962507,0.3405497891211535,-0.006517142675097176,280.52808370152104,0.011914910998873441,True
recent_parent_ownership,Recent-parent ownership gap,0.16289550916123285,0.1588409450564009,-0.004054564104831959,27055.822957508266,0.44478393312138237,True
