measurement,own_rate_2534,interpretation
production_whole_nodes,0.2652753068213418,unchanged model age_to_index aggregation
cells_start_at_node,0.22954748475025416,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.2644849874627443,diagnostic uniform density within each four-year cell
