diagnostic,model,reference,bootstrap_se
old_total_estate_wealth_to_annual_income_p90_p50_7684,1.7514127190498914,3.44811075444552,0.132477154936326
old_2plus_minus_1_total_estate_wealth_to_annual_income_median_gap_6575,3.572820579446539,0.101108088567873,0.563010076238571
old_nonhousing_wealth_to_income_median_6575,2.0029448702957864,1.90821154211154,0.109272216032637
old_total_wealth_to_income_median_6575,12.291010679914448,,
ownership_path_acceptance,False,True,
ownership_band_failure,True,False,
ownership_cliff_failure,False,False,
