earnings_tercile,wealth_quintile,z_state,candidate_product_probability,empirical_rank_overlap_probability,candidate_combination_absent_in_ranked_microdata
1,1,1,1.22060271035194e-05,8.04604638261208e-06,FALSE
1,1,2,0.000170884379449272,0.000112644649356569,FALSE
1,1,3,0.00111074846642027,0.000732190220817699,FALSE
1,1,4,0.00444299386568107,0.0029287608832708,FALSE
1,1,5,0.0122182331306229,0.00862538774487446,FALSE
1,1,6,0.0244364662612459,0.0302255836556028,FALSE
1,1,7,0.0244519482544667,0.0242108671846847,FALSE
1,1,8,0,0,FALSE
1,1,9,0,0,FALSE
1,1,10,0,0,FALSE
1,1,11,0,0,FALSE
1,1,12,0,0,FALSE
1,1,13,0,0,FALSE
1,1,14,0,0,FALSE
1,1,15,0,0,FALSE
1,2,1,9.42937305971684e-06,9.1392580401331e-06,FALSE
1,2,2,0.000132011222836036,0.000127949612561863,FALSE
1,2,3,0.000858072948434232,0.000831672481652112,FALSE
1,2,4,0.00343229179373693,0.00332668992660845,FALSE
1,2,5,0.00943880243277655,0.0086562589350218,FALSE
1,2,6,0.0188776048655531,0.0213816478065963,FALSE
1,2,7,0.0188895649807117,0.0173044195966275,FALSE
1,2,8,0,0,FALSE
1,2,9,0,0,FALSE
1,2,10,0,0,FALSE
1,2,11,0,0,FALSE
1,2,12,0,0,FALSE
1,2,13,0,0,FALSE
1,2,14,0,0,FALSE
1,2,15,0,0,FALSE
1,3,1,1.50909232423705e-05,2.72656787024641e-05,FALSE
1,3,2,0.000211272925393187,0.000381719501834498,FALSE
1,3,3,0.00137327401505571,0.00248117676192424,FALSE
1,3,4,0.00549309606022286,0.00992470704769695,FALSE
1,3,5,0.0151060141656129,0.0262602141063217,FALSE
1,3,6,0.0302120283312257,0.0242973946590419,FALSE
1,3,7,0.0302311694956154,0.0192694681608462,FALSE
1,3,8,0,0,FALSE
1,3,9,0,0,FALSE
1,3,10,0,0,FALSE
1,3,11,0,0,FALSE
1,3,12,0,0,FALSE
1,3,13,0,0,FALSE
1,3,14,0,0,FALSE
1,3,15,0,0,FALSE
1,4,1,1.21469835377093e-05,9.38396997380372e-06,FALSE
1,4,2,0.000170057769527931,0.000131375579633252,FALSE
1,4,3,0.00110537550193155,0.000853941267616138,FALSE
1,4,4,0.0044215020077262,0.00341576507046455,FALSE
1,4,5,0.012159130521247,0.0083339964732332,FALSE
1,4,6,0.0243182610424941,0.0220151704937668,FALSE
1,4,7,0.0243336681454924,0.0317605091172691,FALSE
1,4,8,0,0,FALSE
1,4,9,0,0,FALSE
1,4,10,0,0,FALSE
1,4,11,0,0,FALSE
1,4,12,0,0,FALSE
1,4,13,0,0,FALSE
1,4,14,0,0,FALSE
1,4,15,0,0,FALSE
1,5,1,1.21618493066839e-05,7.20020315098696e-06,FALSE
1,5,2,0.000170265890293575,0.000100802844113817,FALSE
1,5,3,0.00110672828690824,0.000655218486739813,FALSE
1,5,4,0.00442691314763295,0.00262087394695925,FALSE
1,5,5,0.0121740111559906,0.00922033414679884,FALSE
1,5,6,0.0243480223119812,0.0242725861974921,FALSE
1,5,7,0.0243634482705607,0.0297245350874193,FALSE
1,5,8,0,0,FALSE
1,5,9,0,0,FALSE
1,5,10,0,0,FALSE
1,5,11,0,0,FALSE
1,5,12,0,0,FALSE
1,5,13,0,0,FALSE
1,5,14,0,0,FALSE
1,5,15,0,0,FALSE
2,1,1,0,0,FALSE
2,1,2,0,0,FALSE
2,1,3,0,0,FALSE
2,1,4,0,0,FALSE
2,1,5,0,0,FALSE
2,1,6,0,0,FALSE
2,1,7,0.0121794654413794,0.016262619852956,FALSE
2,1,8,0.0418111470560406,0.0393502393705082,FALSE
2,1,9,0.0123299051706869,0.0107076584446427,FALSE
2,1,10,0,0,FALSE
2,1,11,0,0,FALSE
2,1,12,0,0,FALSE
2,1,13,0,0,FALSE
2,1,14,0,0,FALSE
2,1,15,0,0,FALSE
2,2,1,0,0,FALSE
2,2,2,0,0,FALSE
2,2,3,0,0,FALSE
2,2,4,0,0,FALSE
2,2,5,0,0,FALSE
2,2,6,0,0,FALSE
2,2,7,0.0121303459726429,0.0127508521442257,FALSE
2,2,8,0.0416425237826679,0.0438301657889633,FALSE
2,2,9,0.0122801789824178,0.00947203080453981,FALSE
2,2,10,0,0,FALSE
2,2,11,0,0,FALSE
2,2,12,0,0,FALSE
2,2,13,0,0,FALSE
2,2,14,0,0,FALSE
2,2,15,0,0,FALSE
2,3,1,0,0,FALSE
2,3,2,0,0,FALSE
2,3,3,0,0,FALSE
2,3,4,0,0,FALSE
2,3,5,0,0,FALSE
2,3,6,0,0,FALSE
2,3,7,0.0121838011652726,0.0097535258910727,FALSE
2,3,8,0.0418260312552008,0.041282935063799,FALSE
2,3,9,0.0123342944490758,0.0153076659146776,FALSE
2,3,10,0,0,FALSE
2,3,11,0,0,FALSE
2,3,12,0,0,FALSE
2,3,13,0,0,FALSE
2,3,14,0,0,FALSE
2,3,15,0,0,FALSE
2,4,1,0,0,FALSE
2,4,2,0,0,FALSE
2,4,3,0,0,FALSE
2,4,4,0,0,FALSE
2,4,5,0,0,FALSE
2,4,6,0,0,FALSE
2,4,7,0.0123025109989774,0.0136816391365313,FALSE
2,4,8,0.0422335527788604,0.0378541954065229,FALSE
2,4,9,0.0124544705766286,0.0154546998114121,FALSE
2,4,10,0,0,FALSE
2,4,11,0,0,FALSE
2,4,12,0,0,FALSE
2,4,13,0,0,FALSE
2,4,14,0,0,FALSE
2,4,15,0,0,FALSE
2,5,1,0,0,FALSE
2,5,2,0,0,FALSE
2,5,3,0,0,FALSE
2,5,4,0,0,FALSE
2,5,5,0,0,FALSE
2,5,6,0,0,FALSE
2,5,7,0.012222651493631,0.00857013804711747,FALSE
2,5,8,0.0419594013772303,0.0471551206202067,FALSE
2,5,9,0.0123736246534115,0.0108304188569485,FALSE
2,5,10,0,0,FALSE
2,5,11,0,0,FALSE
2,5,12,0,0,FALSE
2,5,13,0,0,FALSE
2,5,14,0,0,FALSE
2,5,15,0,0,FALSE
3,1,1,0,0,FALSE
3,1,2,0,0,FALSE
3,1,3,0,0,FALSE
3,1,4,0,0,FALSE
3,1,5,0,0,FALSE
3,1,6,0,0,FALSE
3,1,7,0,0,FALSE
3,1,8,0,0,FALSE
3,1,9,0.0243665347890742,0.0249563963774381,FALSE
3,1,10,0.0245021436442567,0.0274027453942621,FALSE
3,1,11,0.0122510718221283,0.012585147270198,FALSE
3,1,12,0.00445493520804667,0.00120778986253917,FALSE
3,1,13,0.00111373380201167,0.000719922855916599,FALSE
3,1,14,0.000171343661847949,0,TRUE
3,1,15,1.22388329891392e-05,0,TRUE
3,2,1,0,0,FALSE
3,2,2,0,0,FALSE
3,2,3,0,0,FALSE
3,2,4,0,0,FALSE
3,2,5,0,0,FALSE
3,2,6,0,0,FALSE
3,2,7,0,0,FALSE
3,2,8,0,0,FALSE
3,2,9,0.0244179804021829,0.0342283142678359,FALSE
3,2,10,0.0245538755713923,0.021010665923678,FALSE
3,2,11,0.0122769377856962,0.00762298523671723,FALSE
3,2,12,0.00446434101298043,0.00389460691892065,FALSE
3,2,13,0.00111608525324511,0,TRUE
3,2,14,0.00017170542357617,0.000195582618783829,FALSE
3,2,15,1.22646731125836e-05,6.103515625e-05,FALSE
3,3,1,0,0,FALSE
3,3,2,0,0,FALSE
3,3,3,0,0,FALSE
3,3,4,0,0,FALSE
3,3,5,0,0,FALSE
3,3,6,0,0,FALSE
3,3,7,0,0,FALSE
3,3,8,0,0,FALSE
3,3,9,0.0240359980132896,0.0282256090948603,FALSE
3,3,10,0.0241697673080197,0.0231284469443428,FALSE
3,3,11,0.0120848836540098,0.0109036648227039,FALSE
3,3,12,0.00439450314691267,0.00370714920970109,FALSE
3,3,13,0.00109862578672817,0,TRUE
3,3,14,0.000169019351804333,0,TRUE
3,3,15,1.20728108431667e-05,0,TRUE
3,4,1,0,0,FALSE
3,4,2,0,0,FALSE
3,4,3,0,0,FALSE
3,4,4,0,0,FALSE
3,4,5,0,0,FALSE
3,4,6,0,0,FALSE
3,4,7,0,0,FALSE
3,4,8,0,0,FALSE
3,4,9,0.02424542309716,0.0215250331087609,FALSE
3,4,10,0.0243803579206005,0.0234344986841403,FALSE
3,4,11,0.0121901789603003,0.0134810605462805,FALSE
3,4,12,0.0044327923492001,0.00725900814925939,FALSE
3,4,13,0.00110819808730002,0.000840019940510084,FALSE
3,4,14,0.000170492013430773,0,TRUE
3,4,15,1.21780009593409e-05,0,TRUE
3,5,1,0,0,FALSE
3,5,2,0,0,FALSE
3,5,3,0,0,FALSE
3,5,4,0,0,FALSE
3,5,5,0,0,FALSE
3,5,6,0,0,FALSE
3,5,7,0,0,FALSE
3,5,8,0,0,FALSE
3,5,9,0.0244501640848225,0.0125807475376341,FALSE
3,5,10,0.0245862383682308,0.0272160258660767,FALSE
3,5,11,0.0122931191841154,0.0165033335303503,FALSE
3,5,12,0.00447022515786014,0.0061482427345797,FALSE
3,5,13,0.00111755628946503,0.00399425642232332,FALSE
3,5,14,0.000171931736840775,0.000658909568716171,FALSE
3,5,15,1.22808383457696e-05,0,TRUE
