earnings_tercile,omega_quintile,b_model_units,z_state_1based,z_level,aftertax_period_income_age18,joint_probability,empirical_rank_overlap_probability,candidate_combination_absent_in_ranked_microdata,R_b_plus_Y_period_units,cashflow_positive,within_selected_B_grid_support
1,1,-0.6091358801322836,1,0.05388932006414422,0.1275183105133549,1.220602710351942e-05,8.04604638261208e-06,FALSE,-0.5850845130625311,False,True
1,1,-0.6091358801322836,2,0.07889281555450708,0.1866840876666799,0.0001708843794492719,0.000112644649356569,FALSE,-0.5259187359092061,False,True
1,1,-0.6091358801322836,3,0.1154973998318959,0.2733015238959796,0.001110748466420267,0.000732190220817699,FALSE,-0.4393012996799064,False,True
1,1,-0.6091358801322836,4,0.1690857307369447,0.4001076036926545,0.004442993865681069,0.0029287608832708,FALSE,-0.3124952198832315,False,True
1,1,-0.6091358801322836,5,0.2475379045801784,0.5857490007761833,0.01221823313062294,0.00862538774487446,FALSE,-0.1268538227997027,False,True
1,1,-0.6091358801322836,6,0.3623902143420616,0.8575240478905105,0.02443646626124588,0.0302255836556028,FALSE,0.1449212243146245,True,True
1,1,-0.6091358801322836,7,0.5305315469710142,1.255396922122118,0.02445194825446666,0.0242108671846847,FALSE,0.5427940985462315,True,True
1,1,-0.6091358801322836,8,0.7766868728573968,1.837874326615869,0,0,FALSE,1.125271503039984,True,True
1,1,-0.6091358801322836,9,1.137053021470861,2.690608827305349,0,0,FALSE,1.978006003729463,True,True
1,1,-0.6091358801322836,10,1.664621379372013,3.938993954447112,0,0,FALSE,3.226391130871225,True,True
1,1,-0.6091358801322836,11,2.436970206611771,5.766603162716104,0,0,FALSE,5.054000339140218,True,True
1,1,-0.6091358801322836,12,3.567672421793519,8.442184075632825,0,0,FALSE,7.729581252056939,True,True
1,1,-0.6091358801322836,13,5.222996356169135,12.35917748383775,0,0,FALSE,11.64657466026186,True,True
1,1,-0.6091358801322836,14,7.646355301544813,18.09357231594741,0,0,FALSE,17.38096949237152,True,True
1,1,-0.6091358801322836,15,11.1941011271058,26.48860408231321,0,0,FALSE,25.77600125873732,True,True
1,2,-0.04763036376992075,1,0.05388932006414422,0.1275183105133549,9.429373059716845e-06,9.1392580401331e-06,FALSE,0.07179752174119922,True,True
1,2,-0.04763036376992075,2,0.07889281555450708,0.1866840876666799,0.0001320112228360358,0.000127949612561863,FALSE,0.1309632988945242,True,True
1,2,-0.04763036376992075,3,0.1154973998318959,0.2733015238959796,0.0008580729484342329,0.000831672481652112,FALSE,0.2175807351238239,True,True
1,2,-0.04763036376992075,4,0.1690857307369447,0.4001076036926545,0.003432291793736932,0.00332668992660845,FALSE,0.3443868149204988,True,True
1,2,-0.04763036376992075,5,0.2475379045801784,0.5857490007761833,0.009438802432776562,0.0086562589350218,FALSE,0.5300282120040276,True,True
1,2,-0.04763036376992075,6,0.3623902143420616,0.8575240478905105,0.01887760486555312,0.0213816478065963,FALSE,0.8018032591183548,True,True
1,2,-0.04763036376992075,7,0.5305315469710142,1.255396922122118,0.0188895649807117,0.0173044195966275,FALSE,1.199676133349962,True,True
1,2,-0.04763036376992075,8,0.7766868728573968,1.837874326615869,0,0,FALSE,1.782153537843714,True,True
1,2,-0.04763036376992075,9,1.137053021470861,2.690608827305349,0,0,FALSE,2.634888038533194,True,True
1,2,-0.04763036376992075,10,1.664621379372013,3.938993954447112,0,0,FALSE,3.883273165674956,True,True
1,2,-0.04763036376992075,11,2.436970206611771,5.766603162716104,0,0,FALSE,5.710882373943948,True,True
1,2,-0.04763036376992075,12,3.567672421793519,8.442184075632825,0,0,FALSE,8.386463286860669,True,True
1,2,-0.04763036376992075,13,5.222996356169135,12.35917748383775,0,0,FALSE,12.30345669506559,True,True
1,2,-0.04763036376992075,14,7.646355301544813,18.09357231594741,0,0,FALSE,18.03785152717525,True,True
1,2,-0.04763036376992075,15,11.1941011271058,26.48860408231321,0,0,FALSE,26.43288329354105,True,True
1,3,0.005022788755385691,1,0.05388932006414422,0.1275183105133549,1.509092324237048e-05,2.72656787024641e-05,FALSE,0.1333942629339146,True,True
1,3,0.005022788755385691,2,0.07889281555450708,0.1866840876666799,0.0002112729253931868,0.000381719501834498,FALSE,0.1925600400872396,True,True
1,3,0.005022788755385691,3,0.1154973998318959,0.2733015238959796,0.001373274015055714,0.00248117676192424,FALSE,0.2791774763165393,True,True
1,3,0.005022788755385691,4,0.1690857307369447,0.4001076036926545,0.005493096060222856,0.00992470704769695,FALSE,0.4059835561132142,True,True
1,3,0.005022788755385691,5,0.2475379045801784,0.5857490007761833,0.01510601416561285,0.0262602141063217,FALSE,0.591624953196743,True,True
