arm,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
S0,-3,-2,315737,34191,102392,Wp3,.6020209064756872,.1259454434227076,5.98586914440573,30132,1968 1969 1970 1971 1978,0,none,710.34
